N	blockSize	algorithm	layout	dim	k	privCopies	itemsPerThread	seed	totalTime	normalizedTime
8M	256	cuda_atomic_point	aos	4	16	1	1	1	28.9971	0.864181
8M	256	cuda_atomic_point	aos	4	16	1	1	2	28.9958	0.864144
8M	256	cuda_atomic_point	aos	4	16	1	1	3	28.9961	0.864151
8M	256	cuda_atomic_point	aos	4	16	1	1	4	28.998	0.864206
8M	256	cuda_atomic_point	aos	4	16	1	1	5	28.9929	0.864055
8M	256	cuda_atomic_point	aos	4	16	4	1	1	14.1435	0.421509
8M	256	cuda_atomic_point	aos	4	16	4	1	2	14.1434	0.421505
8M	256	cuda_atomic_point	aos	4	16	4	1	3	14.1607	0.422022
8M	256	cuda_atomic_point	aos	4	16	4	1	4	14.1492	0.421679
8M	256	cuda_atomic_point	aos	4	16	4	1	5	14.1457	0.421576
8M	256	cuda_atomic_point	aos	4	16	16	1	1	3.66292	0.109163
8M	256	cuda_atomic_point	aos	4	16	16	1	2	3.6536	0.108886
8M	256	cuda_atomic_point	aos	4	16	16	1	3	3.65167	0.108828
8M	256	cuda_atomic_point	aos	4	16	16	1	4	3.65862	0.109035
8M	256	cuda_atomic_point	aos	4	16	16	1	5	3.65055	0.108795
8M	256	cuda_atomic_point	aos	4	64	1	1	1	16.9833	0.506141
8M	256	cuda_atomic_point	aos	4	64	1	1	2	16.9873	0.506262
8M	256	cuda_atomic_point	aos	4	64	1	1	3	16.9866	0.506241
8M	256	cuda_atomic_point	aos	4	64	1	1	4	16.9908	0.506365
8M	256	cuda_atomic_point	aos	4	64	1	1	5	16.9867	0.506244
8M	256	cuda_atomic_point	aos	4	64	4	1	1	4.34599	0.129521
8M	256	cuda_atomic_point	aos	4	64	4	1	2	4.33355	0.12915
8M	256	cuda_atomic_point	aos	4	64	4	1	3	4.34013	0.129346
8M	256	cuda_atomic_point	aos	4	64	4	1	4	4.33965	0.129332
8M	256	cuda_atomic_point	aos	4	64	4	1	5	4.33581	0.129217
8M	256	cuda_atomic_point	aos	4	64	16	1	1	1.26509	0.0377026
8M	256	cuda_atomic_point	aos	4	64	16	1	2	1.26746	0.0377733
8M	256	cuda_atomic_point	aos	4	64	16	1	3	1.26249	0.0376252
8M	256	cuda_atomic_point	aos	4	64	16	1	4	1.26159	0.0375983
8M	256	cuda_atomic_point	aos	4	64	16	1	5	1.26963	0.0378379
8M	256	cuda_atomic_point	aos	4	256	1	1	1	5.0088	0.149274
8M	256	cuda_atomic_point	aos	4	256	1	1	2	5.00659	0.149208
8M	256	cuda_atomic_point	aos	4	256	1	1	3	5.00288	0.149097
8M	256	cuda_atomic_point	aos	4	256	1	1	4	5.0072	0.149226
8M	256	cuda_atomic_point	aos	4	256	1	1	5	5.00704	0.149221
8M	256	cuda_atomic_point	aos	4	256	4	1	1	1.37176	0.0408815
8M	256	cuda_atomic_point	aos	4	256	4	1	2	1.36181	0.040585
8M	256	cuda_atomic_point	aos	4	256	4	1	3	1.35885	0.040497
8M	256	cuda_atomic_point	aos	4	256	4	1	4	1.36494	0.0406784
8M	256	cuda_atomic_point	aos	4	256	4	1	5	1.36174	0.0405831
8M	256	cuda_atomic_point	aos	4	256	16	1	1	1.07382	0.0320022
8M	256	cuda_atomic_point	aos	4	256	16	1	2	1.07646	0.032081
8M	256	cuda_atomic_point	aos	4	256	16	1	3	1.07855	0.0321434
8M	256	cuda_atomic_point	aos	4	256	16	1	4	1.07817	0.0321321
8M	256	cuda_atomic_point	aos	4	256	16	1	5	1.07483	0.0320323
8M	256	cuda_atomic_point	aos	4	1024	1	1	1	1.11147	0.0331245
8M	256	cuda_atomic_point	aos	4	1024	1	1	2	1.11109	0.0331131
8M	256	cuda_atomic_point	aos	4	1024	1	1	3	1.11254	0.0331563
8M	256	cuda_atomic_point	aos	4	1024	1	1	4	1.11396	0.0331987
8M	256	cuda_atomic_point	aos	4	1024	1	1	5	1.1119	0.0331371
8M	256	cuda_atomic_point	aos	4	1024	4	1	1	0.910378	0.0271314
8M	256	cuda_atomic_point	aos	4	1024	4	1	2	0.908357	0.0270711
8M	256	cuda_atomic_point	aos	4	1024	4	1	3	0.906949	0.0270292
8M	256	cuda_atomic_point	aos	4	1024	4	1	4	0.905929	0.0269988
8M	256	cuda_atomic_point	aos	4	1024	4	1	5	0.907454	0.0270442
8M	256	cuda_atomic_point	aos	4	1024	16	1	1	0.908802	0.0270844
8M	256	cuda_atomic_point	aos	4	1024	16	1	2	0.911087	0.0271525
8M	256	cuda_atomic_point	aos	4	1024	16	1	3	0.908574	0.0270776
8M	256	cuda_atomic_point	aos	4	1024	16	1	4	0.912264	0.0271876
8M	256	cuda_atomic_point	aos	4	1024	16	1	5	0.908281	0.0270689
8M	256	cuda_atomic_point	aos	4	4096	1	1	1	0.782717	0.0233268
8M	256	cuda_atomic_point	aos	4	4096	1	1	2	0.787521	0.02347
8M	256	cuda_atomic_point	aos	4	4096	1	1	3	0.784884	0.0233914
8M	256	cuda_atomic_point	aos	4	4096	1	1	4	0.786941	0.0234527
8M	256	cuda_atomic_point	aos	4	4096	1	1	5	0.787078	0.0234568
8M	256	cuda_atomic_point	aos	4	4096	4	1	1	0.792796	0.0236272
8M	256	cuda_atomic_point	aos	4	4096	4	1	2	0.788826	0.0235088
8M	256	cuda_atomic_point	aos	4	4096	4	1	3	0.791078	0.023576
8M	256	cuda_atomic_point	aos	4	4096	4	1	4	0.793076	0.0236355
8M	256	cuda_atomic_point	aos	4	4096	4	1	5	0.788638	0.0235032
8M	256	cuda_atomic_point	aos	4	4096	16	1	1	0.795116	0.0236963
8M	256	cuda_atomic_point	aos	4	4096	16	1	2	0.794588	0.0236806
8M	256	cuda_atomic_point	aos	4	4096	16	1	3	0.79438	0.0236744
8M	256	cuda_atomic_point	aos	4	4096	16	1	4	0.796248	0.02373
8M	256	cuda_atomic_point	aos	4	4096	16	1	5	0.794707	0.0236841
8M	256	cuda_atomic_point	aos	16	16	1	1	1	75.1574	0.559966
8M	256	cuda_atomic_point	aos	16	16	1	1	2	70.996	0.528962
8M	256	cuda_atomic_point	aos	16	16	1	1	3	71.0379	0.529274
8M	256	cuda_atomic_point	aos	16	16	1	1	4	71.0474	0.529345
8M	256	cuda_atomic_point	aos	16	16	1	1	5	71.0014	0.529002
8M	256	cuda_atomic_point	aos	16	16	4	1	1	18.0456	0.134451
8M	256	cuda_atomic_point	aos	16	16	4	1	2	18.0519	0.134497
8M	256	cuda_atomic_point	aos	16	16	4	1	3	18.0499	0.134482
8M	256	cuda_atomic_point	aos	16	16	4	1	4	20.3587	0.151684
8M	256	cuda_atomic_point	aos	16	16	4	1	5	20.3468	0.151596
8M	256	cuda_atomic_point	aos	16	16	16	1	1	6.02247	0.0448709
8M	256	cuda_atomic_point	aos	16	16	16	1	2	5.69144	0.0424045
8M	256	cuda_atomic_point	aos	16	16	16	1	3	5.69502	0.0424312
8M	256	cuda_atomic_point	aos	16	16	16	1	4	5.70532	0.0425079
8M	256	cuda_atomic_point	aos	16	16	16	1	5	5.69786	0.0424524
8M	256	cuda_atomic_point	aos	16	64	1	1	1	16.6518	0.124066
8M	256	cuda_atomic_point	aos	16	64	1	1	2	16.2563	0.121119
8M	256	cuda_atomic_point	aos	16	64	1	1	3	16.2678	0.121205
8M	256	cuda_atomic_point	aos	16	64	1	1	4	14.8695	0.110787
8M	256	cuda_atomic_point	aos	16	64	1	1	5	14.8808	0.110871
8M	256	cuda_atomic_point	aos	16	64	4	1	1	3.92366	0.0292335
8M	256	cuda_atomic_point	aos	16	64	4	1	2	3.92548	0.0292471
8M	256	cuda_atomic_point	aos	16	64	4	1	3	3.92553	0.0292475
8M	256	cuda_atomic_point	aos	16	64	4	1	4	3.92927	0.0292754
8M	256	cuda_atomic_point	aos	16	64	4	1	5	3.93147	0.0292917
8M	256	cuda_atomic_point	aos	16	64	16	1	1	3.25449	0.0242478
8M	256	cuda_atomic_point	aos	16	64	16	1	2	3.2418	0.0241533
8M	256	cuda_atomic_point	aos	16	64	16	1	3	3.25237	0.0242321
8M	256	cuda_atomic_point	aos	16	64	16	1	4	3.24845	0.0242028
8M	256	cuda_atomic_point	aos	16	64	16	1	5	3.25479	0.0242501
8M	256	cuda_atomic_point	aos	16	256	1	1	1	3.60384	0.0268507
8M	256	cuda_atomic_point	aos	16	256	1	1	2	3.56488	0.0265604
8M	256	cuda_atomic_point	aos	16	256	1	1	3	4.26704	0.0317919
8M	256	cuda_atomic_point	aos	16	256	1	1	4	4.28049	0.0318922
8M	256	cuda_atomic_point	aos	16	256	1	1	5	4.21384	0.0313956
8M	256	cuda_atomic_point	aos	16	256	4	1	1	3.31586	0.0247051
8M	256	cuda_atomic_point	aos	16	256	4	1	2	3.32018	0.0247373
8M	256	cuda_atomic_point	aos	16	256	4	1	3	3.32345	0.0247617
8M	256	cuda_atomic_point	aos	16	256	4	1	4	3.32395	0.0247653
8M	256	cuda_atomic_point	aos	16	256	4	1	5	3.32892	0.0248024
8M	256	cuda_atomic_point	aos	16	256	16	1	1	3.32586	0.0247796
8M	256	cuda_atomic_point	aos	16	256	16	1	2	3.30251	0.0246056
8M	256	cuda_atomic_point	aos	16	256	16	1	3	3.30273	0.0246072
8M	256	cuda_atomic_point	aos	16	256	16	1	4	3.29984	0.0245857
8M	256	cuda_atomic_point	aos	16	256	16	1	5	3.29842	0.0245752
8M	256	cuda_atomic_point	aos	16	1024	1	1	1	3.15341	0.0234947
8M	256	cuda_atomic_point	aos	16	1024	1	1	2	3.15953	0.0235403
8M	256	cuda_atomic_point	aos	16	1024	1	1	3	3.15865	0.0235338
8M	256	cuda_atomic_point	aos	16	1024	1	1	4	2.92816	0.0218165
8M	256	cuda_atomic_point	aos	16	1024	1	1	5	2.9294	0.0218257
8M	256	cuda_atomic_point	aos	16	1024	4	1	1	2.94538	0.0219448
8M	256	cuda_atomic_point	aos	16	1024	4	1	2	2.94149	0.0219158
8M	256	cuda_atomic_point	aos	16	1024	4	1	3	2.94259	0.021924
8M	256	cuda_atomic_point	aos	16	1024	4	1	4	2.9424	0.0219226
8M	256	cuda_atomic_point	aos	16	1024	4	1	5	2.95498	0.0220163
8M	256	cuda_atomic_point	aos	16	1024	16	1	1	2.87208	0.0213987
8M	256	cuda_atomic_point	aos	16	1024	16	1	2	2.87176	0.0213963
8M	256	cuda_atomic_point	aos	16	1024	16	1	3	2.87013	0.0213842
8M	256	cuda_atomic_point	aos	16	1024	16	1	4	2.86174	0.0213216
8M	256	cuda_atomic_point	aos	16	1024	16	1	5	2.86594	0.0213529
8M	256	cuda_atomic_point	aos	16	4096	1	1	1	2.80561	0.0209035
8M	256	cuda_atomic_point	aos	16	4096	1	1	2	2.80557	0.0209031
8M	256	cuda_atomic_point	aos	16	4096	1	1	3	2.80598	0.0209062
8M	256	cuda_atomic_point	aos	16	4096	1	1	4	2.8033	0.0208862
8M	256	cuda_atomic_point	aos	16	4096	1	1	5	2.81009	0.0209368
8M	256	cuda_atomic_point	aos	16	4096	4	1	1	2.82772	0.0210682
8M	256	cuda_atomic_point	aos	16	4096	4	1	2	2.83573	0.0211278
8M	256	cuda_atomic_point	aos	16	4096	4	1	3	2.8256	0.0210524
8M	256	cuda_atomic_point	aos	16	4096	4	1	4	2.8201	0.0210114
8M	256	cuda_atomic_point	aos	16	4096	4	1	5	3.12242	0.0232638
8M	256	cuda_atomic_point	aos	16	4096	16	1	1	5.56175	0.0414383
8M	256	cuda_atomic_point	aos	16	4096	16	1	2	5.55666	0.0414004
8M	256	cuda_atomic_point	aos	16	4096	16	1	3	5.58289	0.0415958
8M	256	cuda_atomic_point	aos	16	4096	16	1	4	5.5596	0.0414223
8M	256	cuda_atomic_point	aos	16	4096	16	1	5	5.59744	0.0417041
8M	256	cuda_atomic_point	aos	20	16	1	1	1	75.195	0.448197
8M	256	cuda_atomic_point	aos	20	16	1	1	2	72.0424	0.429406
8M	256	cuda_atomic_point	aos	20	16	1	1	3	72.0563	0.429489
8M	256	cuda_atomic_point	aos	20	16	1	1	4	72.106	0.429785
8M	256	cuda_atomic_point	aos	20	16	1	1	5	72.0358	0.429367
8M	256	cuda_atomic_point	aos	20	16	4	1	1	18.423	0.10981
8M	256	cuda_atomic_point	aos	20	16	4	1	2	18.4237	0.109814
8M	256	cuda_atomic_point	aos	20	16	4	1	3	18.4187	0.109784
8M	256	cuda_atomic_point	aos	20	16	4	1	4	18.4226	0.109807
8M	256	cuda_atomic_point	aos	20	16	4	1	5	18.4082	0.109722
8M	256	cuda_atomic_point	aos	20	16	16	1	1	9.05019	0.0539434
8M	256	cuda_atomic_point	aos	20	16	16	1	2	9.05424	0.0539675
8M	256	cuda_atomic_point	aos	20	16	16	1	3	9.06526	0.0540331
8M	256	cuda_atomic_point	aos	20	16	16	1	4	9.05541	0.0539745
8M	256	cuda_atomic_point	aos	20	16	16	1	5	9.06622	0.0540389
8M	256	cuda_atomic_point	aos	20	64	1	1	1	15.4373	0.0920133
8M	256	cuda_atomic_point	aos	20	64	1	1	2	15.4742	0.0922336
8M	256	cuda_atomic_point	aos	20	64	1	1	3	15.4704	0.0922108
8M	256	cuda_atomic_point	aos	20	64	1	1	4	17.4227	0.103848
8M	256	cuda_atomic_point	aos	20	64	1	1	5	17.4448	0.103979
8M	256	cuda_atomic_point	aos	20	64	4	1	1	7.83856	0.0467215
8M	256	cuda_atomic_point	aos	20	64	4	1	2	7.83213	0.0466831
8M	256	cuda_atomic_point	aos	20	64	4	1	3	7.84998	0.0467895
8M	256	cuda_atomic_point	aos	20	64	4	1	4	7.83438	0.0466965
8M	256	cuda_atomic_point	aos	20	64	4	1	5	7.82846	0.0466613
8M	256	cuda_atomic_point	aos	20	64	16	1	1	4.23035	0.0252149
8M	256	cuda_atomic_point	aos	20	64	16	1	2	4.22315	0.0251719
8M	256	cuda_atomic_point	aos	20	64	16	1	3	4.23209	0.0252252
8M	256	cuda_atomic_point	aos	20	64	16	1	4	4.22043	0.0251557
8M	256	cuda_atomic_point	aos	20	64	16	1	5	4.25141	0.0253404
8M	256	cuda_atomic_point	aos	20	256	1	1	1	6.87177	0.0409589
8M	256	cuda_atomic_point	aos	20	256	1	1	2	6.88142	0.0410165
8M	256	cuda_atomic_point	aos	20	256	1	1	3	6.87712	0.0409908
8M	256	cuda_atomic_point	aos	20	256	1	1	4	6.87779	0.0409948
8M	256	cuda_atomic_point	aos	20	256	1	1	5	6.87084	0.0409534
8M	256	cuda_atomic_point	aos	20	256	4	1	1	3.65882	0.0218083
8M	256	cuda_atomic_point	aos	20	256	4	1	2	3.63615	0.0216731
8M	256	cuda_atomic_point	aos	20	256	4	1	3	4.09776	0.0244246
8M	256	cuda_atomic_point	aos	20	256	4	1	4	3.99778	0.0238286
8M	256	cuda_atomic_point	aos	20	256	4	1	5	4.00554	0.0238749
8M	256	cuda_atomic_point	aos	20	256	16	1	1	4.02064	0.0239649
8M	256	cuda_atomic_point	aos	20	256	16	1	2	4.0357	0.0240546
8M	256	cuda_atomic_point	aos	20	256	16	1	3	4.00389	0.023865
8M	256	cuda_atomic_point	aos	20	256	16	1	4	4.00413	0.0238665
8M	256	cuda_atomic_point	aos	20	256	16	1	5	4.02919	0.0240158
8M	256	cuda_atomic_point	aos	20	1024	1	1	1	3.75166	0.0223616
8M	256	cuda_atomic_point	aos	20	1024	1	1	2	3.75715	0.0223944
8M	256	cuda_atomic_point	aos	20	1024	1	1	3	3.76952	0.0224681
8M	256	cuda_atomic_point	aos	20	1024	1	1	4	3.78533	0.0225623
8M	256	cuda_atomic_point	aos	20	1024	1	1	5	3.76169	0.0224214
8M	256	cuda_atomic_point	aos	20	1024	4	1	1	3.76345	0.0224319
8M	256	cuda_atomic_point	aos	20	1024	4	1	2	3.73933	0.0222881
8M	256	cuda_atomic_point	aos	20	1024	4	1	3	3.76063	0.0224151
8M	256	cuda_atomic_point	aos	20	1024	4	1	4	3.74947	0.0223486
8M	256	cuda_atomic_point	aos	20	1024	4	1	5	3.75331	0.0223715
8M	256	cuda_atomic_point	aos	20	1024	16	1	1	3.81637	0.0227473
8M	256	cuda_atomic_point	aos	20	1024	16	1	2	3.83575	0.0228629
8M	256	cuda_atomic_point	aos	20	1024	16	1	3	3.8086	0.022701
8M	256	cuda_atomic_point	aos	20	1024	16	1	4	4.02554	0.0239941
8M	256	cuda_atomic_point	aos	20	1024	16	1	5	4.02894	0.0240144
8M	256	cuda_atomic_point	aos	20	4096	1	1	1	3.68598	0.0219702
8M	256	cuda_atomic_point	aos	20	4096	1	1	2	3.65741	0.0217999
8M	256	cuda_atomic_point	aos	20	4096	1	1	3	3.65448	0.0217824
8M	256	cuda_atomic_point	aos	20	4096	1	1	4	3.66566	0.0218491
8M	256	cuda_atomic_point	aos	20	4096	1	1	5	3.56139	0.0212275
8M	256	cuda_atomic_point	aos	20	4096	4	1	1	3.57914	0.0213334
8M	256	cuda_atomic_point	aos	20	4096	4	1	2	3.59862	0.0214495
8M	256	cuda_atomic_point	aos	20	4096	4	1	3	3.5973	0.0214415
8M	256	cuda_atomic_point	aos	20	4096	4	1	4	3.56474	0.0212475
8M	256	cuda_atomic_point	aos	20	4096	4	1	5	3.58554	0.0213715
8M	256	cuda_atomic_point	aos	20	4096	16	1	1	12.0763	0.0719802
8M	256	cuda_atomic_point	aos	20	4096	16	1	2	12.0225	0.0716595
8M	256	cuda_atomic_point	aos	20	4096	16	1	3	12.0134	0.0716055
8M	256	cuda_atomic_point	aos	20	4096	16	1	4	12.0202	0.0716462
8M	256	cuda_atomic_point	aos	20	4096	16	1	5	12.0609	0.0718888
8M	256	cuda_atomic_point	aos	32	16	1	1	1	57.948	0.215873
8M	256	cuda_atomic_point	aos	32	16	1	1	2	64.4425	0.240067
8M	256	cuda_atomic_point	aos	32	16	1	1	3	57.8412	0.215475
8M	256	cuda_atomic_point	aos	32	16	1	1	4	57.6691	0.214834
8M	256	cuda_atomic_point	aos	32	16	1	1	5	57.2844	0.213401
8M	256	cuda_atomic_point	aos	32	16	4	1	1	14.8539	0.055335
8M	256	cuda_atomic_point	aos	32	16	4	1	2	14.8461	0.055306
8M	256	cuda_atomic_point	aos	32	16	4	1	3	14.8496	0.0553192
8M	256	cuda_atomic_point	aos	32	16	4	1	4	14.876	0.0554173
8M	256	cuda_atomic_point	aos	32	16	4	1	5	14.861	0.0553615
8M	256	cuda_atomic_point	aos	32	16	16	1	1	7.60447	0.0283288
8M	256	cuda_atomic_point	aos	32	16	16	1	2	7.5999	0.0283118
8M	256	cuda_atomic_point	aos	32	16	16	1	3	7.59722	0.0283018
8M	256	cuda_atomic_point	aos	32	16	16	1	4	7.60198	0.0283196
8M	256	cuda_atomic_point	aos	32	16	16	1	5	7.60512	0.0283313
8M	256	cuda_atomic_point	aos	32	64	1	1	1	15.5295	0.057852
8M	256	cuda_atomic_point	aos	32	64	1	1	2	14.8587	0.0553529
8M	256	cuda_atomic_point	aos	32	64	1	1	3	14.8533	0.055333
8M	256	cuda_atomic_point	aos	32	64	1	1	4	14.8669	0.0553836
8M	256	cuda_atomic_point	aos	32	64	1	1	5	14.8704	0.0553967
8M	256	cuda_atomic_point	aos	32	64	4	1	1	7.53047	0.0280532
8M	256	cuda_atomic_point	aos	32	64	4	1	2	7.53539	0.0280715
8M	256	cuda_atomic_point	aos	32	64	4	1	3	7.55201	0.0281334
8M	256	cuda_atomic_point	aos	32	64	4	1	4	7.55172	0.0281324
8M	256	cuda_atomic_point	aos	32	64	4	1	5	7.54401	0.0281036
8M	256	cuda_atomic_point	aos	32	64	16	1	1	6.57213	0.0244831
8M	256	cuda_atomic_point	aos	32	64	16	1	2	6.58116	0.0245167
8M	256	cuda_atomic_point	aos	32	64	16	1	3	7.83187	0.029176
8M	256	cuda_atomic_point	aos	32	64	16	1	4	6.79664	0.0253194
8M	256	cuda_atomic_point	aos	32	64	16	1	5	6.82654	0.0254309
8M	256	cuda_atomic_point	aos	32	256	1	1	1	7.55103	0.0281298
8M	256	cuda_atomic_point	aos	32	256	1	1	2	7.55109	0.02813
8M	256	cuda_atomic_point	aos	32	256	1	1	3	7.567	0.0281893
8M	256	cuda_atomic_point	aos	32	256	1	1	4	7.562	0.0281707
8M	256	cuda_atomic_point	aos	32	256	1	1	5	7.55199	0.0281334
8M	256	cuda_atomic_point	aos	32	256	4	1	1	6.59712	0.0245762
8M	256	cuda_atomic_point	aos	32	256	4	1	2	6.58557	0.0245331
8M	256	cuda_atomic_point	aos	32	256	4	1	3	6.57092	0.0244786
8M	256	cuda_atomic_point	aos	32	256	4	1	4	6.59565	0.0245707
8M	256	cuda_atomic_point	aos	32	256	4	1	5	6.63431	0.0247147
8M	256	cuda_atomic_point	aos	32	256	16	1	1	7.79203	0.0290276
8M	256	cuda_atomic_point	aos	32	256	16	1	2	7.82417	0.0291473
8M	256	cuda_atomic_point	aos	32	256	16	1	3	7.81052	0.0290964
8M	256	cuda_atomic_point	aos	32	256	16	1	4	6.92526	0.0257986
8M	256	cuda_atomic_point	aos	32	256	16	1	5	6.93122	0.0258208
8M	256	cuda_atomic_point	aos	32	1024	1	1	1	6.77223	0.0252285
8M	256	cuda_atomic_point	aos	32	1024	1	1	2	6.78113	0.0252617
8M	256	cuda_atomic_point	aos	32	1024	1	1	3	6.76344	0.0251958
8M	256	cuda_atomic_point	aos	32	1024	1	1	4	6.58554	0.024533
8M	256	cuda_atomic_point	aos	32	1024	1	1	5	6.58396	0.0245272
8M	256	cuda_atomic_point	aos	32	1024	4	1	1	6.59791	0.0245791
8M	256	cuda_atomic_point	aos	32	1024	4	1	2	6.6195	0.0246596
8M	256	cuda_atomic_point	aos	32	1024	4	1	3	6.59271	0.0245598
8M	256	cuda_atomic_point	aos	32	1024	4	1	4	6.60315	0.0245986
8M	256	cuda_atomic_point	aos	32	1024	4	1	5	6.59435	0.0245659
8M	256	cuda_atomic_point	aos	32	1024	16	1	1	10.8811	0.0405352
8M	256	cuda_atomic_point	aos	32	1024	16	1	2	10.6695	0.0397469
8M	256	cuda_atomic_point	aos	32	1024	16	1	3	10.8738	0.0405082
8M	256	cuda_atomic_point	aos	32	1024	16	1	4	10.6753	0.0397687
8M	256	cuda_atomic_point	aos	32	1024	16	1	5	10.7546	0.0400641
8M	256	cuda_atomic_point	aos	32	4096	1	1	1	6.62507	0.0246803
8M	256	cuda_atomic_point	aos	32	4096	1	1	2	6.61061	0.0246264
8M	256	cuda_atomic_point	aos	32	4096	1	1	3	6.59778	0.0245786
8M	256	cuda_atomic_point	aos	32	4096	1	1	4	6.62746	0.0246892
8M	256	cuda_atomic_point	aos	32	4096	1	1	5	6.62306	0.0246728
8M	256	cuda_atomic_point	aos	32	4096	4	1	1	10.9083	0.0406365
8M	256	cuda_atomic_point	aos	32	4096	4	1	2	10.7265	0.0399593
8M	256	cuda_atomic_point	aos	32	4096	4	1	3	9.39175	0.034987
8M	256	cuda_atomic_point	aos	32	4096	4	1	4	10.8825	0.0405406
8M	256	cuda_atomic_point	aos	32	4096	4	1	5	10.7477	0.0400385
8M	256	cuda_atomic_point	aos	32	4096	16	1	1	45.7521	0.17044
8M	256	cuda_atomic_point	aos	32	4096	16	1	2	45.7292	0.170355
8M	256	cuda_atomic_point	aos	32	4096	16	1	3	45.6327	0.169995
8M	256	cuda_atomic_point	aos	32	4096	16	1	4	45.7455	0.170415
8M	256	cuda_atomic_point	aos	32	4096	16	1	5	45.6732	0.170146
8M	256	cuda_atomic_point	aos	50	16	1	1	1	58.4458	0.139346
8M	256	cuda_atomic_point	aos	50	16	1	1	2	58.5262	0.139537
8M	256	cuda_atomic_point	aos	50	16	1	1	3	58.3009	0.139
8M	256	cuda_atomic_point	aos	50	16	1	1	4	58.5001	0.139475
8M	256	cuda_atomic_point	aos	50	16	1	1	5	66.3845	0.158273
8M	256	cuda_atomic_point	aos	50	16	4	1	1	15.8881	0.0378801
8M	256	cuda_atomic_point	aos	50	16	4	1	2	15.9153	0.0379451
8M	256	cuda_atomic_point	aos	50	16	4	1	3	15.8988	0.0379056
8M	256	cuda_atomic_point	aos	50	16	4	1	4	15.8888	0.0378818
8M	256	cuda_atomic_point	aos	50	16	4	1	5	15.9046	0.0379196
8M	256	cuda_atomic_point	aos	50	16	16	1	1	10.4986	0.0250306
8M	256	cuda_atomic_point	aos	50	16	16	1	2	10.2945	0.0245441
8M	256	cuda_atomic_point	aos	50	16	16	1	3	10.4011	0.0247983
8M	256	cuda_atomic_point	aos	50	16	16	1	4	12.0842	0.0288111
8M	256	cuda_atomic_point	aos	50	16	16	1	5	11.0027	0.0262326
8M	256	cuda_atomic_point	aos	50	64	1	1	1	15.9266	0.0379719
8M	256	cuda_atomic_point	aos	50	64	1	1	2	15.9098	0.0379318
8M	256	cuda_atomic_point	aos	50	64	1	1	3	15.8901	0.037885
8M	256	cuda_atomic_point	aos	50	64	1	1	4	15.8999	0.0379083
8M	256	cuda_atomic_point	aos	50	64	1	1	5	15.9053	0.0379211
8M	256	cuda_atomic_point	aos	50	64	4	1	1	10.2326	0.0243964
8M	256	cuda_atomic_point	aos	50	64	4	1	2	10.2332	0.0243978
8M	256	cuda_atomic_point	aos	50	64	4	1	3	11.8131	0.0281645
8M	256	cuda_atomic_point	aos	50	64	4	1	4	11.8864	0.0283395
8M	256	cuda_atomic_point	aos	50	64	4	1	5	10.8419	0.0258492
8M	256	cuda_atomic_point	aos	50	64	16	1	1	10.2751	0.0244977
8M	256	cuda_atomic_point	aos	50	64	16	1	2	10.195	0.0243068
8M	256	cuda_atomic_point	aos	50	64	16	1	3	10.2946	0.0245441
8M	256	cuda_atomic_point	aos	50	64	16	1	4	10.3356	0.024642
8M	256	cuda_atomic_point	aos	50	64	16	1	5	10.5837	0.0252335
8M	256	cuda_atomic_point	aos	50	256	1	1	1	10.3764	0.0247392
8M	256	cuda_atomic_point	aos	50	256	1	1	2	11.8579	0.0282715
8M	256	cuda_atomic_point	aos	50	256	1	1	3	11.4163	0.0272186
8M	256	cuda_atomic_point	aos	50	256	1	1	4	10.3262	0.0246195
8M	256	cuda_atomic_point	aos	50	256	1	1	5	10.3566	0.024692
8M	256	cuda_atomic_point	aos	50	256	4	1	1	10.4147	0.0248305
8M	256	cuda_atomic_point	aos	50	256	4	1	2	10.2933	0.0245411
8M	256	cuda_atomic_point	aos	50	256	4	1	3	10.485	0.0249981
8M	256	cuda_atomic_point	aos	50	256	4	1	4	10.4784	0.0249823
8M	256	cuda_atomic_point	aos	50	256	4	1	5	10.3091	0.0245788
8M	256	cuda_atomic_point	aos	50	256	16	1	1	12.0248	0.0286694
8M	256	cuda_atomic_point	aos	50	256	16	1	2	11.4253	0.02724
8M	256	cuda_atomic_point	aos	50	256	16	1	3	11.5134	0.0274501
8M	256	cuda_atomic_point	aos	50	256	16	1	4	11.558	0.0275563
8M	256	cuda_atomic_point	aos	50	256	16	1	5	11.4498	0.0272986
8M	256	cuda_atomic_point	aos	50	1024	1	1	1	10.4026	0.0248018
8M	256	cuda_atomic_point	aos	50	1024	1	1	2	10.5589	0.0251745
8M	256	cuda_atomic_point	aos	50	1024	1	1	3	10.221	0.0243688
8M	256	cuda_atomic_point	aos	50	1024	1	1	4	10.3545	0.024687
8M	256	cuda_atomic_point	aos	50	1024	1	1	5	10.3169	0.0245973
8M	256	cuda_atomic_point	aos	50	1024	4	1	1	11.4045	0.0271905
8M	256	cuda_atomic_point	aos	50	1024	4	1	2	11.6465	0.0277675
8M	256	cuda_atomic_point	aos	50	1024	4	1	3	11.4724	0.0273523
8M	256	cuda_atomic_point	aos	50	1024	4	1	4	11.4522	0.0273043
8M	256	cuda_atomic_point	aos	50	1024	4	1	5	11.5054	0.0274311
8M	256	cuda_atomic_point	aos	50	1024	16	1	1	41.1257	0.0980514
8M	256	cuda_atomic_point	aos	50	1024	16	1	2	41.336	0.0985527
