N	blockSize	algorithm	layout	dim	k	privCopies	itemsPerThread	seed	totalTime	normalizedTime
8M	256	cuda_atomic_warp	aos	16	16	16	1	1	3.44928	0.0256992
8M	256	cuda_atomic_warp	aos	16	16	16	1	2	3.44765	0.025687
8M	256	cuda_atomic_warp	aos	16	16	16	1	3	3.44866	0.0256945
8M	256	cuda_atomic_warp	aos	16	16	16	1	4	3.45015	0.0257056
8M	256	cuda_atomic_warp	aos	16	16	16	1	5	3.44784	0.0256884
8M	256	cuda_atomic_warp	aos	16	64	1	1	1	3.28074	0.0244434
8M	256	cuda_atomic_warp	aos	16	64	1	1	2	3.28003	0.0244381
8M	256	cuda_atomic_warp	aos	16	64	1	1	3	3.27743	0.0244187
8M	256	cuda_atomic_warp	aos	16	64	1	1	4	3.28015	0.024439
8M	256	cuda_atomic_warp	aos	16	64	1	1	5	3.27982	0.0244365
8M	256	cuda_atomic_warp	aos	16	64	4	1	1	3.37148	0.0251194
8M	256	cuda_atomic_warp	aos	16	64	4	1	2	3.37338	0.0251336
8M	256	cuda_atomic_warp	aos	16	64	4	1	3	3.37225	0.0251252
8M	256	cuda_atomic_warp	aos	16	64	4	1	4	3.36997	0.0251082
8M	256	cuda_atomic_warp	aos	16	64	4	1	5	3.37458	0.0251426
8M	256	cuda_atomic_warp	aos	16	64	16	1	1	3.37187	0.0251224
8M	256	cuda_atomic_warp	aos	16	64	16	1	2	3.37353	0.0251348
8M	256	cuda_atomic_warp	aos	16	64	16	1	3	3.37261	0.0251279
8M	256	cuda_atomic_warp	aos	16	64	16	1	4	3.37396	0.0251379
8M	256	cuda_atomic_warp	aos	16	64	16	1	5	3.37288	0.0251299
8M	256	cuda_atomic_warp	aos	16	256	1	1	1	2.86638	0.0213562
8M	256	cuda_atomic_warp	aos	16	256	1	1	2	2.86302	0.0213311
8M	256	cuda_atomic_warp	aos	16	256	1	1	3	3.00069	0.0223569
8M	256	cuda_atomic_warp	aos	16	256	1	1	4	3.00203	0.0223668
8M	256	cuda_atomic_warp	aos	16	256	1	1	5	2.99972	0.0223497
8M	256	cuda_atomic_warp	aos	16	256	4	1	1	3.44698	0.025682
8M	256	cuda_atomic_warp	aos	16	256	4	1	2	3.44749	0.0256858
8M	256	cuda_atomic_warp	aos	16	256	4	1	3	3.44745	0.0256855
8M	256	cuda_atomic_warp	aos	16	256	4	1	4	3.44785	0.0256885
8M	256	cuda_atomic_warp	aos	16	256	4	1	5	3.37262	0.025128
8M	256	cuda_atomic_warp	aos	16	256	16	1	1	3.37256	0.0251275
8M	256	cuda_atomic_warp	aos	16	256	16	1	2	3.37307	0.0251314
8M	256	cuda_atomic_warp	aos	16	256	16	1	3	3.3744	0.0251412
8M	256	cuda_atomic_warp	aos	16	256	16	1	4	3.37212	0.0251243
8M	256	cuda_atomic_warp	aos	16	256	16	1	5	3.37436	0.0251409
8M	256	cuda_atomic_warp	aos	16	1024	1	1	1	2.86575	0.0213515
8M	256	cuda_atomic_warp	aos	16	1024	1	1	2	2.86517	0.0213472
8M	256	cuda_atomic_warp	aos	16	1024	1	1	3	2.8655	0.0213496
8M	256	cuda_atomic_warp	aos	16	1024	1	1	4	2.8667	0.0213585
8M	256	cuda_atomic_warp	aos	16	1024	1	1	5	2.86544	0.0213492
8M	256	cuda_atomic_warp	aos	16	1024	4	1	1	3.29554	0.0245537
8M	256	cuda_atomic_warp	aos	16	1024	4	1	2	3.29616	0.0245583
8M	256	cuda_atomic_warp	aos	16	1024	4	1	3	3.2962	0.0245586
8M	256	cuda_atomic_warp	aos	16	1024	4	1	4	3.29687	0.0245636
8M	256	cuda_atomic_warp	aos	16	1024	4	1	5	3.21681	0.0239671
8M	256	cuda_atomic_warp	aos	16	1024	16	1	1	3.21743	0.0239717
8M	256	cuda_atomic_warp	aos	16	1024	16	1	2	3.21548	0.0239572
8M	256	cuda_atomic_warp	aos	16	1024	16	1	3	3.53541	0.0263408
8M	256	cuda_atomic_warp	aos	16	1024	16	1	4	3.5368	0.0263512
8M	256	cuda_atomic_warp	aos	16	1024	16	1	5	3.53727	0.0263547
8M	256	cuda_atomic_warp	aos	16	4096	1	1	1	3.00052	0.0223556
8M	256	cuda_atomic_warp	aos	16	4096	1	1	2	3.00246	0.02237
8M	256	cuda_atomic_warp	aos	16	4096	1	1	3	2.87741	0.0214384
8M	256	cuda_atomic_warp	aos	16	4096	1	1	4	2.87687	0.0214343
8M	256	cuda_atomic_warp	aos	16	4096	1	1	5	2.87869	0.0214479
8M	256	cuda_atomic_warp	aos	16	4096	4	1	1	3.38885	0.0252489
8M	256	cuda_atomic_warp	aos	16	4096	4	1	2	3.38891	0.0252493
8M	256	cuda_atomic_warp	aos	16	4096	4	1	3	3.38821	0.0252441
8M	256	cuda_atomic_warp	aos	16	4096	4	1	4	3.38801	0.0252426
8M	256	cuda_atomic_warp	aos	16	4096	4	1	5	3.38823	0.0252443
8M	256	cuda_atomic_warp	aos	16	4096	16	1	1	3.76977	0.028087
8M	256	cuda_atomic_warp	aos	16	4096	16	1	2	3.7685	0.0280775
8M	256	cuda_atomic_warp	aos	16	4096	16	1	3	3.7727	0.0281088
8M	256	cuda_atomic_warp	aos	16	4096	16	1	4	3.77241	0.0281066
8M	256	cuda_atomic_warp	aos	16	4096	16	1	5	3.64118	0.0271289
8M	256	cuda_atomic_warp	aos	20	16	1	1	1	13.0756	0.0779368
8M	256	cuda_atomic_warp	aos	20	16	1	1	2	13.0672	0.0778865
8M	256	cuda_atomic_warp	aos	20	16	1	1	3	12.3946	0.0738774
8M	256	cuda_atomic_warp	aos	20	16	1	1	4	12.2398	0.0729549
8M	256	cuda_atomic_warp	aos	20	16	1	1	5	12.2268	0.0728776
8M	256	cuda_atomic_warp	aos	20	16	4	1	1	3.13602	0.0186921
8M	256	cuda_atomic_warp	aos	20	16	4	1	2	3.1352	0.0186873
8M	256	cuda_atomic_warp	aos	20	16	4	1	3	3.13531	0.0186879
8M	256	cuda_atomic_warp	aos	20	16	4	1	4	3.6649	0.0218445
8M	256	cuda_atomic_warp	aos	20	16	4	1	5	3.66306	0.0218336
8M	256	cuda_atomic_warp	aos	20	16	16	1	1	3.56975	0.0212773
8M	256	cuda_atomic_warp	aos	20	16	16	1	2	3.57177	0.0212894
8M	256	cuda_atomic_warp	aos	20	16	16	1	3	3.57026	0.0212804
8M	256	cuda_atomic_warp	aos	20	16	16	1	4	3.57255	0.0212941
8M	256	cuda_atomic_warp	aos	20	16	16	1	5	3.42323	0.0204041
8M	256	cuda_atomic_warp	aos	20	64	1	1	1	3.45494	0.0205931
8M	256	cuda_atomic_warp	aos	20	64	1	1	2	3.45413	0.0205882
8M	256	cuda_atomic_warp	aos	20	64	1	1	3	3.29615	0.0196466
8M	256	cuda_atomic_warp	aos	20	64	1	1	4	3.29963	0.0196673
8M	256	cuda_atomic_warp	aos	20	64	1	1	5	3.2969	0.0196511
8M	256	cuda_atomic_warp	aos	20	64	4	1	1	3.14941	0.0187719
8M	256	cuda_atomic_warp	aos	20	64	4	1	2	3.15018	0.0187765
8M	256	cuda_atomic_warp	aos	20	64	4	1	3	3.14744	0.0187602
8M	256	cuda_atomic_warp	aos	20	64	4	1	4	3.14814	0.0187644
8M	256	cuda_atomic_warp	aos	20	64	4	1	5	3.09272	0.0184341
8M	256	cuda_atomic_warp	aos	20	64	16	1	1	3.09336	0.0184379
8M	256	cuda_atomic_warp	aos	20	64	16	1	2	3.09192	0.0184293
8M	256	cuda_atomic_warp	aos	20	64	16	1	3	3.0933	0.0184375
8M	256	cuda_atomic_warp	aos	20	64	16	1	4	3.09208	0.0184302
8M	256	cuda_atomic_warp	aos	20	64	16	1	5	3.09322	0.018437
8M	256	cuda_atomic_warp	aos	20	256	1	1	1	2.66396	0.0158785
8M	256	cuda_atomic_warp	aos	20	256	1	1	2	2.66324	0.0158742
8M	256	cuda_atomic_warp	aos	20	256	1	1	3	2.66292	0.0158723
8M	256	cuda_atomic_warp	aos	20	256	1	1	4	2.66225	0.0158683
8M	256	cuda_atomic_warp	aos	20	256	1	1	5	2.66539	0.015887
8M	256	cuda_atomic_warp	aos	20	256	4	1	1	3.56743	0.0212635
8M	256	cuda_atomic_warp	aos	20	256	4	1	2	3.5678	0.0212658
8M	256	cuda_atomic_warp	aos	20	256	4	1	3	3.42104	0.020391
8M	256	cuda_atomic_warp	aos	20	256	4	1	4	3.42131	0.0203926
8M	256	cuda_atomic_warp	aos	20	256	4	1	5	3.42254	0.0203999
8M	256	cuda_atomic_warp	aos	20	256	16	1	1	3.28635	0.0195881
8M	256	cuda_atomic_warp	aos	20	256	16	1	2	3.28593	0.0195857
8M	256	cuda_atomic_warp	aos	20	256	16	1	3	3.28514	0.019581
8M	256	cuda_atomic_warp	aos	20	256	16	1	4	3.28748	0.0195949
8M	256	cuda_atomic_warp	aos	20	256	16	1	5	3.22274	0.019209
8M	256	cuda_atomic_warp	aos	20	1024	1	1	1	2.76041	0.0164533
8M	256	cuda_atomic_warp	aos	20	1024	1	1	2	2.76125	0.0164583
8M	256	cuda_atomic_warp	aos	20	1024	1	1	3	2.66295	0.0158724
8M	256	cuda_atomic_warp	aos	20	1024	1	1	4	2.66408	0.0158791
8M	256	cuda_atomic_warp	aos	20	1024	1	1	5	2.6635	0.0158757
8M	256	cuda_atomic_warp	aos	20	1024	4	1	1	3.09322	0.0184371
8M	256	cuda_atomic_warp	aos	20	1024	4	1	2	3.09342	0.0184382
8M	256	cuda_atomic_warp	aos	20	1024	4	1	3	3.09241	0.0184322
8M	256	cuda_atomic_warp	aos	20	1024	4	1	4	3.0901	0.0184184
8M	256	cuda_atomic_warp	aos	20	1024	4	1	5	3.09088	0.0184231
8M	256	cuda_atomic_warp	aos	20	1024	16	1	1	3.09625	0.0184551
8M	256	cuda_atomic_warp	aos	20	1024	16	1	2	3.09613	0.0184544
8M	256	cuda_atomic_warp	aos	20	1024	16	1	3	3.56219	0.0212323
8M	256	cuda_atomic_warp	aos	20	1024	16	1	4	3.57129	0.0212865
8M	256	cuda_atomic_warp	aos	20	1024	16	1	5	3.57174	0.0212892
8M	256	cuda_atomic_warp	aos	20	4096	1	1	1	2.91903	0.0173988
8M	256	cuda_atomic_warp	aos	20	4096	1	1	2	2.91966	0.0174025
8M	256	cuda_atomic_warp	aos	20	4096	1	1	3	2.92095	0.0174102
8M	256	cuda_atomic_warp	aos	20	4096	1	1	4	2.92186	0.0174156
8M	256	cuda_atomic_warp	aos	20	4096	1	1	5	2.92069	0.0174087
8M	256	cuda_atomic_warp	aos	20	4096	4	1	1	3.42563	0.0204183
8M	256	cuda_atomic_warp	aos	20	4096	4	1	2	3.42588	0.0204198
8M	256	cuda_atomic_warp	aos	20	4096	4	1	3	3.42337	0.0204049
8M	256	cuda_atomic_warp	aos	20	4096	4	1	4	3.42398	0.0204085
8M	256	cuda_atomic_warp	aos	20	4096	4	1	5	3.42589	0.0204199
8M	256	cuda_atomic_warp	aos	20	4096	16	1	1	3.91288	0.0233226
8M	256	cuda_atomic_warp	aos	20	4096	16	1	2	3.90572	0.0232799
8M	256	cuda_atomic_warp	aos	20	4096	16	1	3	3.90674	0.023286
8M	256	cuda_atomic_warp	aos	20	4096	16	1	4	3.90593	0.0232812
8M	256	cuda_atomic_warp	aos	20	4096	16	1	5	3.77239	0.0224852
8M	256	cuda_atomic_warp	aos	32	16	1	1	1	11.7552	0.0437914
8M	256	cuda_atomic_warp	aos	32	16	1	1	2	13.7838	0.0513488
8M	256	cuda_atomic_warp	aos	32	16	1	1	3	11.6296	0.0433235
8M	256	cuda_atomic_warp	aos	32	16	1	1	4	11.6341	0.0433403
8M	256	cuda_atomic_warp	aos	32	16	1	1	5	11.6395	0.0433606
8M	256	cuda_atomic_warp	aos	32	16	4	1	1	3.16011	0.0117723
8M	256	cuda_atomic_warp	aos	32	16	4	1	2	3.16159	0.0117778
8M	256	cuda_atomic_warp	aos	32	16	4	1	3	3.16127	0.0117766
8M	256	cuda_atomic_warp	aos	32	16	4	1	4	3.15979	0.0117711
8M	256	cuda_atomic_warp	aos	32	16	4	1	5	3.16111	0.0117761
8M	256	cuda_atomic_warp	aos	32	16	16	1	1	3.16042	0.0117735
8M	256	cuda_atomic_warp	aos	32	16	16	1	2	3.15709	0.0117611
8M	256	cuda_atomic_warp	aos	32	16	16	1	3	3.15991	0.0117716
8M	256	cuda_atomic_warp	aos	32	16	16	1	4	3.15896	0.011768
8M	256	cuda_atomic_warp	aos	32	16	16	1	5	3.15814	0.011765
8M	256	cuda_atomic_warp	aos	32	64	1	1	1	3.49356	0.0130145
8M	256	cuda_atomic_warp	aos	32	64	1	1	2	3.37295	0.0125652
8M	256	cuda_atomic_warp	aos	32	64	1	1	3	3.37786	0.0125835
8M	256	cuda_atomic_warp	aos	32	64	1	1	4	3.37162	0.0125603
8M	256	cuda_atomic_warp	aos	32	64	1	1	5	3.37204	0.0125618
8M	256	cuda_atomic_warp	aos	32	64	4	1	1	3.52971	0.0131492
8M	256	cuda_atomic_warp	aos	32	64	4	1	2	3.39303	0.01264
8M	256	cuda_atomic_warp	aos	32	64	4	1	3	3.39441	0.0126452
8M	256	cuda_atomic_warp	aos	32	64	4	1	4	3.39697	0.0126547
8M	256	cuda_atomic_warp	aos	32	64	4	1	5	3.25217	0.0121153
8M	256	cuda_atomic_warp	aos	32	64	16	1	1	3.2525	0.0121165
8M	256	cuda_atomic_warp	aos	32	64	16	1	2	3.27033	0.0121829
8M	256	cuda_atomic_warp	aos	32	64	16	1	3	3.59675	0.0133989
8M	256	cuda_atomic_warp	aos	32	64	16	1	4	3.61187	0.0134553
8M	256	cuda_atomic_warp	aos	32	64	16	1	5	3.15634	0.0117583
8M	256	cuda_atomic_warp	aos	32	256	1	1	1	2.75995	0.0102816
8M	256	cuda_atomic_warp	aos	32	256	1	1	2	2.76156	0.0102876
8M	256	cuda_atomic_warp	aos	32	256	1	1	3	2.76659	0.0103064
8M	256	cuda_atomic_warp	aos	32	256	1	1	4	2.7645	0.0102986
8M	256	cuda_atomic_warp	aos	32	256	1	1	5	2.76276	0.0102921
8M	256	cuda_atomic_warp	aos	32	256	4	1	1	3.15809	0.0117648
8M	256	cuda_atomic_warp	aos	32	256	4	1	2	3.16006	0.0117721
8M	256	cuda_atomic_warp	aos	32	256	4	1	3	3.15688	0.0117603
8M	256	cuda_atomic_warp	aos	32	256	4	1	4	3.15656	0.0117591
8M	256	cuda_atomic_warp	aos	32	256	4	1	5	3.15784	0.0117639
8M	256	cuda_atomic_warp	aos	32	256	16	1	1	3.61149	0.0134538
8M	256	cuda_atomic_warp	aos	32	256	16	1	2	3.18751	0.0118744
8M	256	cuda_atomic_warp	aos	32	256	16	1	3	3.19043	0.0118853
8M	256	cuda_atomic_warp	aos	32	256	16	1	4	3.18699	0.0118725
8M	256	cuda_atomic_warp	aos	32	256	16	1	5	3.18884	0.0118793
8M	256	cuda_atomic_warp	aos	32	1024	1	1	1	2.75669	0.0102695
8M	256	cuda_atomic_warp	aos	32	1024	1	1	2	2.75613	0.0102674
8M	256	cuda_atomic_warp	aos	32	1024	1	1	3	2.76012	0.0102822
8M	256	cuda_atomic_warp	aos	32	1024	1	1	4	2.75954	0.0102801
8M	256	cuda_atomic_warp	aos	32	1024	1	1	5	2.75869	0.0102769
8M	256	cuda_atomic_warp	aos	32	1024	4	1	1	3.15793	0.0117642
8M	256	cuda_atomic_warp	aos	32	1024	4	1	2	3.15699	0.0117607
8M	256	cuda_atomic_warp	aos	32	1024	4	1	3	3.15902	0.0117683
8M	256	cuda_atomic_warp	aos	32	1024	4	1	4	3.15743	0.0117624
8M	256	cuda_atomic_warp	aos	32	1024	4	1	5	3.61486	0.0134664
8M	256	cuda_atomic_warp	aos	32	1024	16	1	1	3.91892	0.0145991
8M	256	cuda_atomic_warp	aos	32	1024	16	1	2	3.91811	0.0145961
8M	256	cuda_atomic_warp	aos	32	1024	16	1	3	3.91811	0.0145961
8M	256	cuda_atomic_warp	aos	32	1024	16	1	4	3.84295	0.0143161
8M	256	cuda_atomic_warp	aos	32	1024	16	1	5	3.84376	0.0143191
8M	256	cuda_atomic_warp	aos	32	4096	1	1	1	2.94204	0.0109599
8M	256	cuda_atomic_warp	aos	32	4096	1	1	2	2.94252	0.0109618
8M	256	cuda_atomic_warp	aos	32	4096	1	1	3	2.94511	0.0109714
8M	256	cuda_atomic_warp	aos	32	4096	1	1	4	2.83059	0.0105448
8M	256	cuda_atomic_warp	aos	32	4096	1	1	5	2.82758	0.0105336
8M	256	cuda_atomic_warp	aos	32	4096	4	1	1	3.59391	0.0133884
8M	256	cuda_atomic_warp	aos	32	4096	4	1	2	3.59506	0.0133926
8M	256	cuda_atomic_warp	aos	32	4096	4	1	3	3.90195	0.0145359
8M	256	cuda_atomic_warp	aos	32	4096	4	1	4	3.72892	0.0138913
8M	256	cuda_atomic_warp	aos	32	4096	4	1	5	3.73631	0.0139189
8M	256	cuda_atomic_warp	aos	32	4096	16	1	1	4.14298	0.0154338
8M	256	cuda_atomic_warp	aos	32	4096	16	1	2	4.14405	0.0154378
8M	256	cuda_atomic_warp	aos	32	4096	16	1	3	4.14356	0.015436
8M	256	cuda_atomic_warp	aos	32	4096	16	1	4	4.11198	0.0153183
8M	256	cuda_atomic_warp	aos	32	4096	16	1	5	4.10965	0.0153096
8M	256	cuda_atomic_warp	aos	50	16	1	1	1	13.9478	0.0332543
8M	256	cuda_atomic_warp	aos	50	16	1	1	2	13.9441	0.0332452
8M	256	cuda_atomic_warp	aos	50	16	1	1	3	13.9403	0.0332363
8M	256	cuda_atomic_warp	aos	50	16	1	1	4	16.5161	0.0393776
8M	256	cuda_atomic_warp	aos	50	16	1	1	5	16.5225	0.0393928
8M	256	cuda_atomic_warp	aos	50	16	4	1	1	4.09048	0.00975247
8M	256	cuda_atomic_warp	aos	50	16	4	1	2	4.09093	0.00975354
8M	256	cuda_atomic_warp	aos	50	16	4	1	3	4.0935	0.00975966
8M	256	cuda_atomic_warp	aos	50	16	4	1	4	4.09175	0.0097555
8M	256	cuda_atomic_warp	aos	50	16	4	1	5	4.09248	0.00975723
8M	256	cuda_atomic_warp	aos	50	16	16	1	1	4.04319	0.00963972
8M	256	cuda_atomic_warp	aos	50	16	16	1	2	4.03935	0.00963055
8M	256	cuda_atomic_warp	aos	50	16	16	1	3	4.60637	0.0109824
8M	256	cuda_atomic_warp	aos	50	16	16	1	4	4.04408	0.00964185
8M	256	cuda_atomic_warp	aos	50	16	16	1	5	4.04294	0.00963912
8M	256	cuda_atomic_warp	aos	50	64	1	1	1	3.80682	0.00907616
8M	256	cuda_atomic_warp	aos	50	64	1	1	2	3.80395	0.00906933
8M	256	cuda_atomic_warp	aos	50	64	1	1	3	3.80999	0.00908373
8M	256	cuda_atomic_warp	aos	50	64	1	1	4	3.80857	0.00908033
8M	256	cuda_atomic_warp	aos	50	64	1	1	5	3.80581	0.00907377
8M	256	cuda_atomic_warp	aos	50	64	4	1	1	4.04183	0.00963647
8M	256	cuda_atomic_warp	aos	50	64	4	1	2	4.60785	0.010986
8M	256	cuda_atomic_warp	aos	50	64	4	1	3	4.03873	0.00962909
8M	256	cuda_atomic_warp	aos	50	64	4	1	4	4.03893	0.00962956
8M	256	cuda_atomic_warp	aos	50	64	4	1	5	4.03926	0.00963035
8M	256	cuda_atomic_warp	aos	50	64	16	1	1	4.04271	0.00963858
8M	256	cuda_atomic_warp	aos	50	64	16	1	2	4.04028	0.00963277
8M	256	cuda_atomic_warp	aos	50	64	16	1	3	4.04266	0.00963845
8M	256	cuda_atomic_warp	aos	50	64	16	1	4	4.03888	0.00962944
8M	256	cuda_atomic_warp	aos	50	64	16	1	5	4.03958	0.00963111
8M	256	cuda_atomic_warp	aos	50	256	1	1	1	4.15739	0.00991198
8M	256	cuda_atomic_warp	aos	50	256	1	1	2	4.15483	0.00990589
8M	256	cuda_atomic_warp	aos	50	256	1	1	3	3.68371	0.00878264
8M	256	cuda_atomic_warp	aos	50	256	1	1	4	3.68349	0.00878213
8M	256	cuda_atomic_warp	aos	50	256	1	1	5	3.685	0.00878572
8M	256	cuda_atomic_warp	aos	50	256	4	1	1	4.04062	0.00963359
8M	256	cuda_atomic_warp	aos	50	256	4	1	2	4.03912	0.00963001
8M	256	cuda_atomic_warp	aos	50	256	4	1	3	4.04107	0.00963467
8M	256	cuda_atomic_warp	aos	50	256	4	1	4	4.04328	0.00963993
8M	256	cuda_atomic_warp	aos	50	256	4	1	5	4.03707	0.00962512
8M	256	cuda_atomic_warp	aos	50	256	16	1	1	4.61112	0.0109938
8M	256	cuda_atomic_warp	aos	50	256	16	1	2	4.26727	0.010174
8M	256	cuda_atomic_warp	aos	50	256	16	1	3	4.26765	0.0101749
8M	256	cuda_atomic_warp	aos	50	256	16	1	4	4.04671	0.00964812
8M	256	cuda_atomic_warp	aos	50	256	16	1	5	4.04423	0.00964221
8M	256	cuda_atomic_warp	aos	50	1024	1	1	1	3.6809	0.00877595
8M	256	cuda_atomic_warp	aos	50	1024	1	1	2	3.68094	0.00877603
8M	256	cuda_atomic_warp	aos	50	1024	1	1	3	3.68214	0.00877891
8M	256	cuda_atomic_warp	aos	50	1024	1	1	4	3.67826	0.00876966
8M	256	cuda_atomic_warp	aos	50	1024	1	1	5	3.68297	0.00878088
8M	256	cuda_atomic_warp	aos	50	1024	4	1	1	4.26826	0.0101763
8M	256	cuda_atomic_warp	aos	50	1024	4	1	2	4.19485	0.0100013
8M	256	cuda_atomic_warp	aos	50	1024	4	1	3	4.04358	0.00964066
8M	256	cuda_atomic_warp	aos	50	1024	4	1	4	4.04282	0.00963883
8M	256	cuda_atomic_warp	aos	50	1024	4	1	5	4.0441	0.00964189
8M	256	cuda_atomic_warp	aos	50	1024	16	1	1	5.04576	0.01203
8M	256	cuda_atomic_warp	aos	50	1024	16	1	2	5.05469	0.0120513
8M	256	cuda_atomic_warp	aos	50	1024	16	1	3	5.04582	0.0120302
8M	256	cuda_atomic_warp	aos	50	1024	16	1	4	5.37088	0.0128052
8M	256	cuda_atomic_warp	aos	50	1024	16	1	5	5.13188	0.0122354
8M	256	cuda_atomic_warp	aos	50	4096	1	1	1	3.68326	0.00878156
8M	256	cuda_atomic_warp	aos	50	4096	1	1	2	3.68871	0.00879456
8M	256	cuda_atomic_warp	aos	50	4096	1	1	3	3.68618	0.00878855
8M	256	cuda_atomic_warp	aos	50	4096	1	1	4	3.68712	0.00879078
8M	256	cuda_atomic_warp	aos	50	4096	1	1	5	3.68958	0.00879663
8M	256	cuda_atomic_warp	aos	50	4096	4	1	1	5.04578	0.0120301
8M	256	cuda_atomic_warp	aos	50	4096	4	1	2	5.04851	0.0120366
8M	256	cuda_atomic_warp	aos	50	4096	4	1	3	5.41179	0.0129027
8M	256	cuda_atomic_warp	aos	50	4096	4	1	4	5.41096	0.0129007
8M	256	cuda_atomic_warp	aos	50	4096	4	1	5	5.10505	0.0121714
8M	256	cuda_atomic_warp	aos	50	4096	16	1	1	7.05092	0.0168107
8M	256	cuda_atomic_warp	aos	50	4096	16	1	2	7.04003	0.0167847
8M	256	cuda_atomic_warp	aos	50	4096	16	1	3	7.03567	0.0167743
8M	256	cuda_atomic_warp	aos	50	4096	16	1	4	7.03604	0.0167752
8M	256	cuda_atomic_warp	aos	50	4096	16	1	5	7.03738	0.0167784
8M	256	cuda_atomic_warp	aos	64	16	1	1	1	11.6967	0.0217868
8M	256	cuda_atomic_warp	aos	64	16	1	1	2	13.8431	0.0257849
8M	256	cuda_atomic_warp	aos	64	16	1	1	3	11.8517	0.0220756
8M	256	cuda_atomic_warp	aos	64	16	1	1	4	11.698	0.0217892
8M	256	cuda_atomic_warp	aos	64	16	1	1	5	11.7016	0.0217959
8M	256	cuda_atomic_warp	aos	64	16	4	1	1	3.75789	0.00699961
8M	256	cuda_atomic_warp	aos	64	16	4	1	2	3.76105	0.0070055
8M	256	cuda_atomic_warp	aos	64	16	4	1	3	3.75615	0.00699638
8M	256	cuda_atomic_warp	aos	64	16	4	1	4	4.15863	0.00774605
8M	256	cuda_atomic_warp	aos	64	16	4	1	5	3.9591	0.0073744
8M	256	cuda_atomic_warp	aos	64	16	16	1	1	3.75953	0.00700266
8M	256	cuda_atomic_warp	aos	64	16	16	1	2	3.76091	0.00700524
8M	256	cuda_atomic_warp	aos	64	16	16	1	3	3.75823	0.00700024
8M	256	cuda_atomic_warp	aos	64	16	16	1	4	3.75557	0.00699529
8M	256	cuda_atomic_warp	aos	64	16	16	1	5	3.75738	0.00699866
8M	256	cuda_atomic_warp	aos	64	64	1	1	1	3.80182	0.00708145
8M	256	cuda_atomic_warp	aos	64	64	1	1	2	3.48711	0.00649525
8M	256	cuda_atomic_warp	aos	64	64	1	1	3	3.48848	0.00649779
8M	256	cuda_atomic_warp	aos	64	64	1	1	4	3.48013	0.00648225
8M	256	cuda_atomic_warp	aos	64	64	1	1	5	3.48577	0.00649275
8M	256	cuda_atomic_warp	aos	64	64	4	1	1	3.7603	0.0070041
8M	256	cuda_atomic_warp	aos	64	64	4	1	2	3.75587	0.00699586
8M	256	cuda_atomic_warp	aos	64	64	4	1	3	4.1536	0.00773668
8M	256	cuda_atomic_warp	aos	64	64	4	1	4	4.01246	0.00747379
8M	256	cuda_atomic_warp	aos	64	64	4	1	5	3.94863	0.0073549
8M	256	cuda_atomic_warp	aos	64	64	16	1	1	3.75549	0.00699514
8M	256	cuda_atomic_warp	aos	64	64	16	1	2	3.75926	0.00700217
8M	256	cuda_atomic_warp	aos	64	64	16	1	3	3.75945	0.00700252
8M	256	cuda_atomic_warp	aos	64	64	16	1	4	3.75791	0.00699965
8M	256	cuda_atomic_warp	aos	64	64	16	1	5	3.7639	0.00701082
8M	256	cuda_atomic_warp	aos	64	256	1	1	1	3.58933	0.00668565
8M	256	cuda_atomic_warp	aos	64	256	1	1	2	3.58821	0.00668356
8M	256	cuda_atomic_warp	aos	64	256	1	1	3	3.47404	0.00647091
8M	256	cuda_atomic_warp	aos	64	256	1	1	4	3.47397	0.00647077
8M	256	cuda_atomic_warp	aos	64	256	1	1	5	3.47363	0.00647015
8M	256	cuda_atomic_warp	aos	64	256	4	1	1	3.75829	0.00700037
8M	256	cuda_atomic_warp	aos	64	256	4	1	2	4.14928	0.00772863
8M	256	cuda_atomic_warp	aos	64	256	4	1	3	4.01194	0.00747283
8M	256	cuda_atomic_warp	aos	64	256	4	1	4	3.75921	0.00700207
8M	256	cuda_atomic_warp	aos	64	256	4	1	5	3.75824	0.00700027
8M	256	cuda_atomic_warp	aos	64	256	16	1	1	3.84648	0.00716462
8M	256	cuda_atomic_warp	aos	64	256	16	1	2	3.84113	0.00715465
8M	256	cuda_atomic_warp	aos	64	256	16	1	3	3.84619	0.00716408
8M	256	cuda_atomic_warp	aos	64	256	16	1	4	3.84949	0.00717024
8M	256	cuda_atomic_warp	aos	64	256	16	1	5	4.21596	0.00785284
8M	256	cuda_atomic_warp	aos	64	1024	1	1	1	3.58663	0.00668062
8M	256	cuda_atomic_warp	aos	64	1024	1	1	2	3.47756	0.00647745
8M	256	cuda_atomic_warp	aos	64	1024	1	1	3	3.47801	0.00647831
8M	256	cuda_atomic_warp	aos	64	1024	1	1	4	3.48377	0.00648903
8M	256	cuda_atomic_warp	aos	64	1024	1	1	5	3.47417	0.00647115
8M	256	cuda_atomic_warp	aos	64	1024	4	1	1	4.20976	0.00784129
8M	256	cuda_atomic_warp	aos	64	1024	4	1	2	4.14411	0.00771901
8M	256	cuda_atomic_warp	aos	64	1024	4	1	3	3.98695	0.00742628
8M	256	cuda_atomic_warp	aos	64	1024	4	1	4	3.84552	0.00716284
8M	256	cuda_atomic_warp	aos	64	1024	4	1	5	3.84801	0.00716748
8M	256	cuda_atomic_warp	aos	64	1024	16	1	1	5.62321	0.010474
