N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
512k	5	cuda_fused_regs	aos,soa	4	4096	256	48k	1	25.9449	12.3715
512k	5	cuda_fused_regs	aos,soa	4	4096	256	48k	2	25.9599	12.3786
512k	5	cuda_fused_regs	aos,soa	4	4096	256	48k	3	25.9785	12.3875
512k	5	cuda_fused_regs	aos,soa	4	4096	256	48k	4	26.0483	12.4208
512k	5	cuda_fused_regs	aos,soa	8	16	256	48k	1	0.583065	0.139013
512k	5	cuda_fused_regs	aos,soa	8	16	256	48k	2	0.610251	0.145495
512k	5	cuda_fused_regs	aos,soa	8	16	256	48k	3	0.601257	0.143351
512k	5	cuda_fused_regs	aos,soa	8	16	256	48k	4	0.606322	0.144558
512k	5	cuda_fused_regs	aos,soa	8	64	256	48k	1	0.803689	0.191614
512k	5	cuda_fused_regs	aos,soa	8	64	256	48k	2	0.797472	0.190132
512k	5	cuda_fused_regs	aos,soa	8	64	256	48k	3	0.798568	0.190393
512k	5	cuda_fused_regs	aos,soa	8	64	256	48k	4	0.798389	0.190351
512k	5	cuda_fused_regs	aos,soa	8	256	256	48k	1	2.2136	0.527764
512k	5	cuda_fused_regs	aos,soa	8	256	256	48k	2	2.21602	0.528341
512k	5	cuda_fused_regs	aos,soa	8	256	256	48k	3	2.21544	0.528203
512k	5	cuda_fused_regs	aos,soa	8	256	256	48k	4	2.21548	0.528212
512k	5	cuda_fused_regs	aos,soa	8	1024	256	48k	1	8.28649	1.97565
512k	5	cuda_fused_regs	aos,soa	8	1024	256	48k	2	8.29584	1.97788
512k	5	cuda_fused_regs	aos,soa	8	1024	256	48k	3	8.29328	1.97727
512k	5	cuda_fused_regs	aos,soa	8	1024	256	48k	4	8.30256	1.97949
512k	5	cuda_fused_regs	aos,soa	8	4096	256	48k	1	33.0184	7.87221
512k	5	cuda_fused_regs	aos,soa	8	4096	256	48k	2	32.7889	7.81749
512k	5	cuda_fused_regs	aos,soa	8	4096	256	48k	3	32.8505	7.83218
512k	5	cuda_fused_regs	aos,soa	8	4096	256	48k	4	32.6017	7.77285
512k	5	cuda_fused_regs	aos,soa	16	16	256	48k	1	1.00488	0.119791
512k	5	cuda_fused_regs	aos,soa	16	16	256	48k	2	1.00916	0.120301
512k	5	cuda_fused_regs	aos,soa	16	16	256	48k	3	1.11689	0.133144
512k	5	cuda_fused_regs	aos,soa	16	16	256	48k	4	0.99287	0.118359
512k	5	cuda_fused_regs	aos,soa	16	64	256	48k	1	1.2798	0.152564
512k	5	cuda_fused_regs	aos,soa	16	64	256	48k	2	1.27068	0.151477
512k	5	cuda_fused_regs	aos,soa	16	64	256	48k	3	1.27439	0.151919
512k	5	cuda_fused_regs	aos,soa	16	64	256	48k	4	1.29027	0.153812
512k	5	cuda_fused_regs	aos,soa	16	256	256	48k	1	3.43559	0.409554
512k	5	cuda_fused_regs	aos,soa	16	256	256	48k	2	3.43216	0.409145
512k	5	cuda_fused_regs	aos,soa	16	256	256	48k	3	3.43477	0.409456
512k	5	cuda_fused_regs	aos,soa	16	256	256	48k	4	3.43908	0.40997
512k	5	cuda_fused_regs	aos,soa	16	1024	256	48k	1	12.9712	1.54628
512k	5	cuda_fused_regs	aos,soa	16	1024	256	48k	2	12.977	1.54698
512k	5	cuda_fused_regs	aos,soa	16	1024	256	48k	3	12.9814	1.5475
512k	5	cuda_fused_regs	aos,soa	16	1024	256	48k	4	12.98	1.54734
512k	5	cuda_fused_regs	aos,soa	16	4096	256	48k	1	50.6206	6.03444
512k	5	cuda_fused_regs	aos,soa	16	4096	256	48k	2	50.5481	6.02581
512k	5	cuda_fused_regs	aos,soa	16	4096	256	48k	3	50.4445	6.01346
512k	5	cuda_fused_regs	aos,soa	16	4096	256	48k	4	50.4599	6.01529
512k	5	cuda_fused_regs	aos,soa	32	16	256	48k	1	2.57125	0.153258
512k	5	cuda_fused_regs	aos,soa	32	16	256	48k	2	2.59924	0.154927
512k	5	cuda_fused_regs	aos,soa	32	16	256	48k	3	2.58441	0.154043
512k	5	cuda_fused_regs	aos,soa	32	16	256	48k	4	2.56205	0.15271
512k	5	cuda_fused_regs	aos,soa	32	64	256	48k	1	3.19863	0.190653
512k	5	cuda_fused_regs	aos,soa	32	64	256	48k	2	3.14759	0.187611
512k	5	cuda_fused_regs	aos,soa	32	64	256	48k	3	3.21265	0.191489
512k	5	cuda_fused_regs	aos,soa	32	64	256	48k	4	3.20462	0.19101
512k	5	cuda_fused_regs	aos,soa	32	256	256	48k	1	8.41032	0.501294
512k	5	cuda_fused_regs	aos,soa	32	256	256	48k	2	8.42387	0.502102
512k	5	cuda_fused_regs	aos,soa	32	256	256	48k	3	8.40565	0.501016
512k	5	cuda_fused_regs	aos,soa	32	256	256	48k	4	8.39763	0.500538
512k	5	cuda_fused_regs	aos,soa	32	1024	256	48k	1	25.7627	1.53558
512k	5	cuda_fused_regs	aos,soa	32	1024	256	48k	2	25.7937	1.53743
512k	5	cuda_fused_regs	aos,soa	32	1024	256	48k	3	25.7976	1.53766
512k	5	cuda_fused_regs	aos,soa	32	1024	256	48k	4	25.7736	1.53623
512k	5	cuda_fused_regs	aos,soa	32	4096	256	48k	1	99.7304	5.9444
512k	5	cuda_fused_regs	aos,soa	32	4096	256	48k	2	99.8817	5.95341
512k	5	cuda_fused_regs	aos,soa	32	4096	256	48k	3	100.22	5.97355
512k	5	cuda_fused_regs	aos,soa	32	4096	256	48k	4	100.055	5.96373
512k	5	cuda_fused_regs	soa,aos	4	16	256	48k	1	0.508383	0.242416
512k	5	cuda_fused_regs	soa,aos	4	16	256	48k	2	0.514396	0.245283
512k	5	cuda_fused_regs	soa,aos	4	16	256	48k	3	0.513126	0.244678
512k	5	cuda_fused_regs	soa,aos	4	16	256	48k	4	0.501759	0.239257
512k	5	cuda_fused_regs	soa,aos	4	64	256	48k	1	0.694387	0.33111
512k	5	cuda_fused_regs	soa,aos	4	64	256	48k	2	0.701636	0.334566
512k	5	cuda_fused_regs	soa,aos	4	64	256	48k	3	0.709581	0.338355
512k	5	cuda_fused_regs	soa,aos	4	64	256	48k	4	0.698413	0.333029
512k	5	cuda_fused_regs	soa,aos	4	256	256	48k	1	1.93739	0.923818
512k	5	cuda_fused_regs	soa,aos	4	256	256	48k	2	1.93539	0.922865
512k	5	cuda_fused_regs	soa,aos	4	256	256	48k	3	1.93284	0.921648
512k	5	cuda_fused_regs	soa,aos	4	256	256	48k	4	1.93678	0.923528
512k	5	cuda_fused_regs	soa,aos	4	1024	256	48k	1	7.17543	3.42151
512k	5	cuda_fused_regs	soa,aos	4	1024	256	48k	2	7.17521	3.42141
512k	5	cuda_fused_regs	soa,aos	4	1024	256	48k	3	7.17511	3.42136
512k	5	cuda_fused_regs	soa,aos	4	1024	256	48k	4	7.18349	3.42536
512k	5	cuda_fused_regs	soa,aos	4	4096	256	48k	1	25.9409	12.3696
512k	5	cuda_fused_regs	soa,aos	4	4096	256	48k	2	26.0733	12.4327
512k	5	cuda_fused_regs	soa,aos	4	4096	256	48k	3	25.9996	12.3976
512k	5	cuda_fused_regs	soa,aos	4	4096	256	48k	4	26.0058	12.4005
512k	5	cuda_fused_regs	soa,aos	8	16	256	48k	1	0.680751	0.162304
512k	5	cuda_fused_regs	soa,aos	8	16	256	48k	2	0.724429	0.172717
512k	5	cuda_fused_regs	soa,aos	8	16	256	48k	3	0.708668	0.16896
512k	5	cuda_fused_regs	soa,aos	8	16	256	48k	4	0.718529	0.171311
512k	5	cuda_fused_regs	soa,aos	8	64	256	48k	1	0.886773	0.211423
512k	5	cuda_fused_regs	soa,aos	8	64	256	48k	2	0.879399	0.209665
512k	5	cuda_fused_regs	soa,aos	8	64	256	48k	3	0.891008	0.212433
512k	5	cuda_fused_regs	soa,aos	8	64	256	48k	4	0.802765	0.191394
512k	5	cuda_fused_regs	soa,aos	8	256	256	48k	1	2.20044	0.524626
512k	5	cuda_fused_regs	soa,aos	8	256	256	48k	2	2.20088	0.524731
512k	5	cuda_fused_regs	soa,aos	8	256	256	48k	3	2.20039	0.524614
512k	5	cuda_fused_regs	soa,aos	8	256	256	48k	4	2.20161	0.524904
512k	5	cuda_fused_regs	soa,aos	8	1024	256	48k	1	8.27459	1.97282
512k	5	cuda_fused_regs	soa,aos	8	1024	256	48k	2	8.2796	1.97401
512k	5	cuda_fused_regs	soa,aos	8	1024	256	48k	3	8.28336	1.97491
512k	5	cuda_fused_regs	soa,aos	8	1024	256	48k	4	8.27457	1.97281
512k	5	cuda_fused_regs	soa,aos	8	4096	256	48k	1	32.5858	7.76905
512k	5	cuda_fused_regs	soa,aos	8	4096	256	48k	2	32.7426	7.80643
512k	5	cuda_fused_regs	soa,aos	8	4096	256	48k	3	32.9459	7.85492
512k	5	cuda_fused_regs	soa,aos	8	4096	256	48k	4	32.7393	7.80565
512k	5	cuda_fused_regs	soa,aos	16	16	256	48k	1	1.27341	0.151802
512k	5	cuda_fused_regs	soa,aos	16	16	256	48k	2	1.33888	0.159607
512k	5	cuda_fused_regs	soa,aos	16	16	256	48k	3	1.41403	0.168565
512k	5	cuda_fused_regs	soa,aos	16	16	256	48k	4	1.13511	0.135316
512k	5	cuda_fused_regs	soa,aos	16	64	256	48k	1	1.45512	0.173464
512k	5	cuda_fused_regs	soa,aos	16	64	256	48k	2	1.76845	0.210816
512k	5	cuda_fused_regs	soa,aos	16	64	256	48k	3	1.48967	0.177583
512k	5	cuda_fused_regs	soa,aos	16	64	256	48k	4	1.36567	0.162801
512k	5	cuda_fused_regs	soa,aos	16	256	256	48k	1	3.41603	0.407222
512k	5	cuda_fused_regs	soa,aos	16	256	256	48k	2	3.40976	0.406475
512k	5	cuda_fused_regs	soa,aos	16	256	256	48k	3	3.41863	0.407532
512k	5	cuda_fused_regs	soa,aos	16	256	256	48k	4	3.41322	0.406887
512k	5	cuda_fused_regs	soa,aos	16	1024	256	48k	1	12.8746	1.53477
512k	5	cuda_fused_regs	soa,aos	16	1024	256	48k	2	12.8781	1.53519
512k	5	cuda_fused_regs	soa,aos	16	1024	256	48k	3	12.9386	1.5424
512k	5	cuda_fused_regs	soa,aos	16	1024	256	48k	4	12.8663	1.53378
512k	5	cuda_fused_regs	soa,aos	16	4096	256	48k	1	50.6037	6.03244
512k	5	cuda_fused_regs	soa,aos	16	4096	256	48k	2	50.5153	6.02189
512k	5	cuda_fused_regs	soa,aos	16	4096	256	48k	3	50.4235	6.01094
512k	5	cuda_fused_regs	soa,aos	16	4096	256	48k	4	50.4822	6.01795
512k	5	cuda_fused_regs	soa,aos	32	16	256	48k	1	2.63051	0.15679
512k	5	cuda_fused_regs	soa,aos	32	16	256	48k	2	3.25481	0.194002
512k	5	cuda_fused_regs	soa,aos	32	16	256	48k	3	2.61658	0.15596
512k	5	cuda_fused_regs	soa,aos	32	16	256	48k	4	2.32882	0.138809
512k	5	cuda_fused_regs	soa,aos	32	64	256	48k	1	2.9553	0.176149
512k	5	cuda_fused_regs	soa,aos	32	64	256	48k	2	3.68378	0.21957
512k	5	cuda_fused_regs	soa,aos	32	64	256	48k	3	3.07219	0.183117
512k	5	cuda_fused_regs	soa,aos	32	64	256	48k	4	3.17679	0.189351
512k	5	cuda_fused_regs	soa,aos	32	256	256	48k	1	7.25059	0.432169
512k	5	cuda_fused_regs	soa,aos	32	256	256	48k	2	7.26767	0.433187
512k	5	cuda_fused_regs	soa,aos	32	256	256	48k	3	7.28427	0.434176
512k	5	cuda_fused_regs	soa,aos	32	256	256	48k	4	7.26827	0.433223
512k	5	cuda_fused_regs	soa,aos	32	1024	256	48k	1	25.6739	1.53029
512k	5	cuda_fused_regs	soa,aos	32	1024	256	48k	2	25.5108	1.52056
512k	5	cuda_fused_regs	soa,aos	32	1024	256	48k	3	25.5236	1.52132
512k	5	cuda_fused_regs	soa,aos	32	1024	256	48k	4	25.547	1.52272
512k	5	cuda_fused_regs	soa,aos	32	4096	256	48k	1	100.062	5.96415
512k	5	cuda_fused_regs	soa,aos	32	4096	256	48k	2	99.9242	5.95595
512k	5	cuda_fused_regs	soa,aos	32	4096	256	48k	3	99.6825	5.94154
512k	5	cuda_fused_regs	soa,aos	32	4096	256	48k	4	100.106	5.9668
512k	5	cuda_fused_regs	soa	4	16	256	48k	1	0.472758	0.225429
512k	5	cuda_fused_regs	soa	4	16	256	48k	2	0.477013	0.227457
512k	5	cuda_fused_regs	soa	4	16	256	48k	3	0.471665	0.224907
512k	5	cuda_fused_regs	soa	4	16	256	48k	4	0.466524	0.222456
512k	5	cuda_fused_regs	soa	4	64	256	48k	1	0.68067	0.324569
512k	5	cuda_fused_regs	soa	4	64	256	48k	2	0.674875	0.321805
512k	5	cuda_fused_regs	soa	4	64	256	48k	3	0.679711	0.324111
512k	5	cuda_fused_regs	soa	4	64	256	48k	4	0.682675	0.325525
512k	5	cuda_fused_regs	soa	4	256	256	48k	1	1.92659	0.91867
512k	5	cuda_fused_regs	soa	4	256	256	48k	2	1.92707	0.918898
512k	5	cuda_fused_regs	soa	4	256	256	48k	3	1.927	0.918867
512k	5	cuda_fused_regs	soa	4	256	256	48k	4	1.9304	0.920489
512k	5	cuda_fused_regs	soa	4	1024	256	48k	1	7.16538	3.41672
512k	5	cuda_fused_regs	soa	4	1024	256	48k	2	7.16533	3.4167
512k	5	cuda_fused_regs	soa	4	1024	256	48k	3	7.16788	3.41791
512k	5	cuda_fused_regs	soa	4	1024	256	48k	4	7.18717	3.42711
512k	5	cuda_fused_regs	soa	4	4096	256	48k	1	25.9427	12.3704
512k	5	cuda_fused_regs	soa	4	4096	256	48k	2	25.9385	12.3685
512k	5	cuda_fused_regs	soa	4	4096	256	48k	3	25.9279	12.3634
512k	5	cuda_fused_regs	soa	4	4096	256	48k	4	25.9258	12.3624
512k	5	cuda_fused_regs	soa	8	16	256	48k	1	0.57894	0.13803
512k	5	cuda_fused_regs	soa	8	16	256	48k	2	0.606813	0.144675
512k	5	cuda_fused_regs	soa	8	16	256	48k	3	0.597727	0.142509
512k	5	cuda_fused_regs	soa	8	16	256	48k	4	0.602093	0.14355
512k	5	cuda_fused_regs	soa	8	64	256	48k	1	0.793793	0.189255
512k	5	cuda_fused_regs	soa	8	64	256	48k	2	0.790339	0.188432
512k	5	cuda_fused_regs	soa	8	64	256	48k	3	0.792554	0.18896
512k	5	cuda_fused_regs	soa	8	64	256	48k	4	0.794697	0.18947
512k	5	cuda_fused_regs	soa	8	256	256	48k	1	2.20915	0.526702
512k	5	cuda_fused_regs	soa	8	256	256	48k	2	2.20765	0.526344
512k	5	cuda_fused_regs	soa	8	256	256	48k	3	2.20896	0.526656
512k	5	cuda_fused_regs	soa	8	256	256	48k	4	2.20857	0.526565
512k	5	cuda_fused_regs	soa	8	1024	256	48k	1	8.28511	1.97532
512k	5	cuda_fused_regs	soa	8	1024	256	48k	2	8.289	1.97625
512k	5	cuda_fused_regs	soa	8	1024	256	48k	3	8.27912	1.9739
512k	5	cuda_fused_regs	soa	8	1024	256	48k	4	8.28579	1.97549
512k	5	cuda_fused_regs	soa	8	4096	256	48k	1	32.6247	7.77834
512k	5	cuda_fused_regs	soa	8	4096	256	48k	2	32.8147	7.82364
512k	5	cuda_fused_regs	soa	8	4096	256	48k	3	32.9882	7.86499
512k	5	cuda_fused_regs	soa	8	4096	256	48k	4	32.7689	7.81271
512k	5	cuda_fused_regs	soa	16	16	256	48k	1	1.00312	0.119581
512k	5	cuda_fused_regs	soa	16	16	256	48k	2	1.00784	0.120144
512k	5	cuda_fused_regs	soa	16	16	256	48k	3	1.11644	0.13309
512k	5	cuda_fused_regs	soa	16	16	256	48k	4	0.990707	0.118101
512k	5	cuda_fused_regs	soa	16	64	256	48k	1	1.28535	0.153226
512k	5	cuda_fused_regs	soa	16	64	256	48k	2	1.28698	0.15342
512k	5	cuda_fused_regs	soa	16	64	256	48k	3	1.29153	0.153962
512k	5	cuda_fused_regs	soa	16	64	256	48k	4	1.28179	0.152801
512k	5	cuda_fused_regs	soa	16	256	256	48k	1	3.46637	0.413223
512k	5	cuda_fused_regs	soa	16	256	256	48k	2	3.46977	0.413629
512k	5	cuda_fused_regs	soa	16	256	256	48k	3	3.45091	0.41138
512k	5	cuda_fused_regs	soa	16	256	256	48k	4	3.46054	0.412528
512k	5	cuda_fused_regs	soa	16	1024	256	48k	1	12.912	1.53922
512k	5	cuda_fused_regs	soa	16	1024	256	48k	2	12.8987	1.53765
512k	5	cuda_fused_regs	soa	16	1024	256	48k	3	12.9142	1.53949
512k	5	cuda_fused_regs	soa	16	1024	256	48k	4	12.9011	1.53793
512k	5	cuda_fused_regs	soa	16	4096	256	48k	1	50.4022	6.00841
512k	5	cuda_fused_regs	soa	16	4096	256	48k	2	50.4375	6.01262
512k	5	cuda_fused_regs	soa	16	4096	256	48k	3	50.3981	6.00793
512k	5	cuda_fused_regs	soa	16	4096	256	48k	4	50.3858	6.00646
512k	5	cuda_fused_regs	soa	32	16	256	48k	1	1.83492	0.10937
512k	5	cuda_fused_regs	soa	32	16	256	48k	2	1.91364	0.114062
512k	5	cuda_fused_regs	soa	32	16	256	48k	3	1.83987	0.109665
512k	5	cuda_fused_regs	soa	32	16	256	48k	4	1.81429	0.10814
512k	5	cuda_fused_regs	soa	32	64	256	48k	1	2.49877	0.148938
512k	5	cuda_fused_regs	soa	32	64	256	48k	2	2.51592	0.14996
512k	5	cuda_fused_regs	soa	32	64	256	48k	3	2.50579	0.149357
512k	5	cuda_fused_regs	soa	32	64	256	48k	4	2.54134	0.151476
512k	5	cuda_fused_regs	soa	32	256	256	48k	1	7.46166	0.44475
512k	5	cuda_fused_regs	soa	32	256	256	48k	2	7.48465	0.44612
512k	5	cuda_fused_regs	soa	32	256	256	48k	3	7.49589	0.44679
512k	5	cuda_fused_regs	soa	32	256	256	48k	4	7.4695	0.445217
512k	5	cuda_fused_regs	soa	32	1024	256	48k	1	25.4479	1.51681
512k	5	cuda_fused_regs	soa	32	1024	256	48k	2	25.6433	1.52846
512k	5	cuda_fused_regs	soa	32	1024	256	48k	3	25.6821	1.53077
512k	5	cuda_fused_regs	soa	32	1024	256	48k	4	25.4356	1.51608
512k	5	cuda_fused_regs	soa	32	4096	256	48k	1	99.677	5.94121
512k	5	cuda_fused_regs	soa	32	4096	256	48k	2	99.568	5.93471
512k	5	cuda_fused_regs	soa	32	4096	256	48k	3	99.4139	5.92553
512k	5	cuda_fused_regs	soa	32	4096	256	48k	4	99.2251	5.91427
1M	5	kmcuda	aos	32	4096	256	48k	1	5388.85	160.6
1M	5	kmcuda	aos	32	4096	256	48k	2	5390.73	160.656
1M	5	kmcuda	aos	32	4096	256	48k	3	5391.77	160.687
1M	5	kmcuda	aos	32	4096	256	48k	4	5393.47	160.738
1M	5	cuda_fused_regs	aos	64	16	256	48k	1	13.6019	0.202683
1M	5	cuda_fused_regs	aos	64	16	256	48k	2	12.3548	0.184101
1M	5	cuda_fused_regs	aos	64	16	256	48k	3	16.5134	0.246068
1M	5	cuda_fused_regs	aos	64	16	256	48k	4	12.1112	0.180471
1M	5	cuda_fused_regs	aos	64	64	256	48k	1	12.2105	0.18195
1M	5	cuda_fused_regs	aos	64	64	256	48k	2	13.6505	0.203408
1M	5	cuda_fused_regs	aos	64	64	256	48k	3	11.9557	0.178154
1M	5	cuda_fused_regs	aos	64	64	256	48k	4	12.0649	0.179781
1M	5	cuda_fused_regs	aos	64	256	256	48k	1	29.5781	0.440748
1M	5	cuda_fused_regs	aos	64	256	256	48k	2	28.4641	0.424148
1M	5	cuda_fused_regs	aos	64	256	256	48k	3	28.4539	0.423996
1M	5	cuda_fused_regs	aos	64	256	256	48k	4	28.4873	0.424493
1M	5	cuda_fused_regs	aos	64	1024	256	48k	1	98.3418	1.46541
1M	5	cuda_fused_regs	aos	64	1024	256	48k	2	98.0626	1.46125
1M	5	cuda_fused_regs	aos	64	1024	256	48k	3	98.3753	1.46591
1M	5	cuda_fused_regs	aos	64	1024	256	48k	4	98.4582	1.46714
1M	5	cuda_fused_regs	aos	64	4096	256	48k	1	379.18	5.65022
1M	5	cuda_fused_regs	aos	64	4096	256	48k	2	380.653	5.67217
1M	5	cuda_fused_regs	aos	64	4096	256	48k	3	380.352	5.66768
1M	5	cuda_fused_regs	aos	64	4096	256	48k	4	381.822	5.6896
512k	5	cuda_fused_regs	aos	128	16	256	48k	1	12.1654	0.181278
512k	5	cuda_fused_regs	aos	128	16	256	48k	2	24.0217	0.357952
512k	5	cuda_fused_regs	aos	128	16	256	48k	3	13.5167	0.201414
512k	5	cuda_fused_regs	aos	128	16	256	48k	4	13.7528	0.204933
512k	5	cuda_fused_regs	aos	128	64	256	48k	1	16.1949	0.241323
512k	5	cuda_fused_regs	aos	128	64	256	48k	2	16.3107	0.243048
512k	5	cuda_fused_regs	aos	128	64	256	48k	3	15.7066	0.234046
512k	5	cuda_fused_regs	aos	128	64	256	48k	4	15.8223	0.235771
512k	5	cuda_fused_regs	aos	128	256	256	48k	1	45.1784	0.673211
512k	5	cuda_fused_regs	aos	128	256	256	48k	2	45.1966	0.673482
512k	5	cuda_fused_regs	aos	128	256	256	48k	3	46.3515	0.690691
512k	5	cuda_fused_regs	aos	128	256	256	48k	4	45.1953	0.673462
512k	5	cuda_fused_regs	aos	128	1024	256	48k	1	165.647	2.46833
512k	5	cuda_fused_regs	aos	128	1024	256	48k	2	164.874	2.45682
512k	5	cuda_fused_regs	aos	128	1024	256	48k	3	164.99	2.45854
512k	5	cuda_fused_regs	aos	128	1024	256	48k	4	166.226	2.47696
512k	5	cuda_fused_regs	aos	128	4096	256	48k	1	707.46	10.542
512k	5	cuda_fused_regs	aos	128	4096	256	48k	2	712.227	10.613
512k	5	cuda_fused_regs	aos	128	4096	256	48k	3	711.775	10.6063
512k	5	cuda_fused_regs	aos	128	4096	256	48k	4	711.798	10.6066
1M	5	cuda_fused_regs	aos,soa	64	16	256	48k	1	9.12794	0.136017
1M	5	cuda_fused_regs	aos,soa	64	16	256	48k	2	8.88781	0.132439
1M	5	cuda_fused_regs	aos,soa	64	16	256	48k	3	10.263	0.15293
1M	5	cuda_fused_regs	aos,soa	64	16	256	48k	4	8.61536	0.128379
1M	5	cuda_fused_regs	aos,soa	64	64	256	48k	1	10.8896	0.162268
1M	5	cuda_fused_regs	aos,soa	64	64	256	48k	2	10.8193	0.16122
1M	5	cuda_fused_regs	aos,soa	64	64	256	48k	3	10.8483	0.161652
1M	5	cuda_fused_regs	aos,soa	64	64	256	48k	4	10.8021	0.160964
1M	5	cuda_fused_regs	aos,soa	64	256	256	48k	1	29.1875	0.434927
1M	5	cuda_fused_regs	aos,soa	64	256	256	48k	2	29.2953	0.436534
1M	5	cuda_fused_regs	aos,soa	64	256	256	48k	3	30.6915	0.457339
1M	5	cuda_fused_regs	aos,soa	64	256	256	48k	4	28.9717	0.431713
1M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	1	99.6345	1.48467
1M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	2	99.4976	1.48263
1M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	3	99.674	1.48526
1M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	4	99.6435	1.4848
1M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	1	387.254	5.77053
1M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	2	387.06	5.76764
1M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	3	387.582	5.77542
1M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	4	387.523	5.77455
512k	5	cuda_fused_regs	aos,soa	128	16	256	48k	1	9.40296	0.140115
512k	5	cuda_fused_regs	aos,soa	128	16	256	48k	2	10.237	0.152544
512k	5	cuda_fused_regs	aos,soa	128	16	256	48k	3	9.2781	0.138255
512k	5	cuda_fused_regs	aos,soa	128	16	256	48k	4	9.56713	0.142561
512k	5	cuda_fused_regs	aos,soa	128	64	256	48k	1	16.2603	0.242297
512k	5	cuda_fused_regs	aos,soa	128	64	256	48k	2	14.9069	0.22213
512k	5	cuda_fused_regs	aos,soa	128	64	256	48k	3	14.9222	0.222358
512k	5	cuda_fused_regs	aos,soa	128	64	256	48k	4	14.9012	0.222045
512k	5	cuda_fused_regs	aos,soa	128	256	256	48k	1	44.4767	0.662755
512k	5	cuda_fused_regs	aos,soa	128	256	256	48k	2	44.274	0.659733
512k	5	cuda_fused_regs	aos,soa	128	256	256	48k	3	44.2641	0.659587
512k	5	cuda_fused_regs	aos,soa	128	256	256	48k	4	44.3547	0.660937
512k	5	cuda_fused_regs	aos,soa	128	1024	256	48k	1	163.701	2.43934
512k	5	cuda_fused_regs	aos,soa	128	1024	256	48k	2	161.683	2.40926
512k	5	cuda_fused_regs	aos,soa	128	1024	256	48k	3	161.919	2.41279
512k	5	cuda_fused_regs	aos,soa	128	1024	256	48k	4	161.702	2.40955
512k	5	cuda_fused_regs	aos,soa	128	4096	256	48k	1	692.984	10.3263
512k	5	cuda_fused_regs	aos,soa	128	4096	256	48k	2	692.51	10.3192
512k	5	cuda_fused_regs	aos,soa	128	4096	256	48k	3	695.126	10.3582
512k	5	cuda_fused_regs	aos,soa	128	4096	256	48k	4	693.21	10.3296
1M	5	cuda_fused_regs	soa,aos	64	16	256	48k	1	12.1197	0.180597
1M	5	cuda_fused_regs	soa,aos	64	16	256	48k	2	12.0301	0.179262
1M	5	cuda_fused_regs	soa,aos	64	16	256	48k	3	16.2024	0.241434
1M	5	cuda_fused_regs	soa,aos	64	16	256	48k	4	11.6615	0.173769
1M	5	cuda_fused_regs	soa,aos	64	64	256	48k	1	13.015	0.193939
1M	5	cuda_fused_regs	soa,aos	64	64	256	48k	2	13.2315	0.197164
1M	5	cuda_fused_regs	soa,aos	64	64	256	48k	3	11.6468	0.173552
1M	5	cuda_fused_regs	soa,aos	64	64	256	48k	4	11.7665	0.175334
1M	5	cuda_fused_regs	soa,aos	64	256	256	48k	1	28.1619	0.419644
1M	5	cuda_fused_regs	soa,aos	64	256	256	48k	2	27.8614	0.415168
1M	5	cuda_fused_regs	soa,aos	64	256	256	48k	3	27.9443	0.416403
1M	5	cuda_fused_regs	soa,aos	64	256	256	48k	4	28.0613	0.418146
1M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	1	98.376	1.46592
1M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	2	98.4396	1.46686
1M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	3	98.5709	1.46882
1M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	4	98.5148	1.46799
1M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	1	382.121	5.69405
1M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	2	382.768	5.70369
1M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	3	385.475	5.74403
1M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	4	381.917	5.691
512k	5	cuda_fused_regs	soa,aos	128	16	256	48k	1	11.5594	0.172248
512k	5	cuda_fused_regs	soa,aos	128	16	256	48k	2	23.7358	0.353692
512k	5	cuda_fused_regs	soa,aos	128	16	256	48k	3	12.797	0.19069
512k	5	cuda_fused_regs	soa,aos	128	16	256	48k	4	12.9891	0.193553
512k	5	cuda_fused_regs	soa,aos	128	64	256	48k	1	15.3554	0.228814
512k	5	cuda_fused_regs	soa,aos	128	64	256	48k	2	15.3771	0.229136
512k	5	cuda_fused_regs	soa,aos	128	64	256	48k	3	15.3456	0.228667
512k	5	cuda_fused_regs	soa,aos	128	64	256	48k	4	16.6607	0.248264
512k	5	cuda_fused_regs	soa,aos	128	256	256	48k	1	45.1555	0.67287
512k	5	cuda_fused_regs	soa,aos	128	256	256	48k	2	44.9632	0.670004
512k	5	cuda_fused_regs	soa,aos	128	256	256	48k	3	45.3796	0.676208
