N	algorithm	layout	dim	k	privCopies	itemsPerThread	regs	blockSize	shmSize	seed	totalTime	normalizedTime
8M	cuda_cached_means	aos	16	16	1	1	4	1024	48k	4	2.92354	0.0217821
8M	cuda_cached_means	aos	16	16	1	1	4	1024	48k	5	2.92321	0.0217796
8M	cuda_cached_means	aos	16	16	1	1	8	256	48k	1	2.01249	0.0149942
8M	cuda_cached_means	aos	16	16	1	1	8	256	48k	2	2.01382	0.0150041
8M	cuda_cached_means	aos	16	16	1	1	8	256	48k	3	2.01478	0.0150113
8M	cuda_cached_means	aos	16	16	1	1	8	256	48k	4	1.80347	0.0134369
8M	cuda_cached_means	aos	16	16	1	1	8	256	48k	5	1.80535	0.0134509
8M	cuda_cached_means	aos	16	16	1	1	8	1024	48k	1	1.95742	0.0145839
8M	cuda_cached_means	aos	16	16	1	1	8	1024	48k	2	1.90753	0.0142122
8M	cuda_cached_means	aos	16	16	1	1	8	1024	48k	3	1.90358	0.0141827
8M	cuda_cached_means	aos	16	16	1	1	8	1024	48k	4	1.90641	0.0142038
8M	cuda_cached_means	aos	16	16	1	1	8	1024	48k	5	2.23802	0.0166745
8M	cuda_cached_means	aos	16	16	1	1	16	256	48k	1	1.41433	0.0105376
8M	cuda_cached_means	aos	16	16	1	1	16	256	48k	2	1.35353	0.0100846
8M	cuda_cached_means	aos	16	16	1	1	16	256	48k	3	1.25979	0.00938618
8M	cuda_cached_means	aos	16	16	1	1	16	256	48k	4	1.25822	0.0093745
8M	cuda_cached_means	aos	16	16	1	1	16	256	48k	5	1.25887	0.00937929
8M	cuda_cached_means	aos	16	16	1	1	16	1024	48k	1	1.42375	0.0106078
8M	cuda_cached_means	aos	16	16	1	1	16	1024	48k	2	1.42475	0.0106152
8M	cuda_cached_means	aos	16	16	1	1	16	1024	48k	3	1.42533	0.0106195
8M	cuda_cached_means	aos	16	16	1	1	16	1024	48k	4	1.42282	0.0106008
8M	cuda_cached_means	aos	16	16	1	1	16	1024	48k	5	1.42386	0.0106086
8M	cuda_cached_means	aos	16	16	1	4	1	256	48k	1	9.58464	0.0714111
8M	cuda_cached_means	aos	16	16	1	4	1	256	48k	2	9.58387	0.0714054
8M	cuda_cached_means	aos	16	16	1	4	1	256	48k	3	9.57812	0.0713626
8M	cuda_cached_means	aos	16	16	1	4	1	256	48k	4	9.57652	0.0713506
8M	cuda_cached_means	aos	16	16	1	4	1	256	48k	5	9.57504	0.0713396
8M	cuda_cached_means	aos	16	16	1	4	1	1024	48k	1	9.56541	0.0712678
8M	cuda_cached_means	aos	16	16	1	4	1	1024	48k	2	9.5634	0.0712529
8M	cuda_cached_means	aos	16	16	1	4	1	1024	48k	3	9.56431	0.0712596
8M	cuda_cached_means	aos	16	16	1	4	1	1024	48k	4	9.56246	0.0712459
8M	cuda_cached_means	aos	16	16	1	4	1	1024	48k	5	11.3731	0.0847364
8M	cuda_cached_means	aos	16	16	1	4	2	256	48k	1	5.56673	0.0414753
8M	cuda_cached_means	aos	16	16	1	4	2	256	48k	2	5.19963	0.0387402
8M	cuda_cached_means	aos	16	16	1	4	2	256	48k	3	5.18883	0.0386598
8M	cuda_cached_means	aos	16	16	1	4	2	256	48k	4	5.22403	0.038922
8M	cuda_cached_means	aos	16	16	1	4	2	256	48k	5	5.16783	0.0385033
8M	cuda_cached_means	aos	16	16	1	4	2	1024	48k	1	5.19761	0.0387252
8M	cuda_cached_means	aos	16	16	1	4	2	1024	48k	2	5.16789	0.0385038
8M	cuda_cached_means	aos	16	16	1	4	2	1024	48k	3	5.17841	0.0385822
8M	cuda_cached_means	aos	16	16	1	4	2	1024	48k	4	5.1567	0.0384204
8M	cuda_cached_means	aos	16	16	1	4	2	1024	48k	5	6.0826	0.0453189
8M	cuda_cached_means	aos	16	16	1	4	4	256	48k	1	2.93236	0.0218478
8M	cuda_cached_means	aos	16	16	1	4	4	256	48k	2	2.95207	0.0219946
8M	cuda_cached_means	aos	16	16	1	4	4	256	48k	3	2.90193	0.021621
8M	cuda_cached_means	aos	16	16	1	4	4	256	48k	4	2.89943	0.0216024
8M	cuda_cached_means	aos	16	16	1	4	4	256	48k	5	3.00319	0.0223755
8M	cuda_cached_means	aos	16	16	1	4	4	1024	48k	1	2.96829	0.0221155
8M	cuda_cached_means	aos	16	16	1	4	4	1024	48k	2	3.0765	0.0229217
8M	cuda_cached_means	aos	16	16	1	4	4	1024	48k	3	3.18318	0.0237165
8M	cuda_cached_means	aos	16	16	1	4	4	1024	48k	4	3.46723	0.0258329
8M	cuda_cached_means	aos	16	16	1	4	4	1024	48k	5	3.56771	0.0265815
8M	cuda_cached_means	aos	16	16	1	4	8	256	48k	1	2.05915	0.0153419
8M	cuda_cached_means	aos	16	16	1	4	8	256	48k	2	2.05796	0.015333
8M	cuda_cached_means	aos	16	16	1	4	8	256	48k	3	2.06385	0.0153769
8M	cuda_cached_means	aos	16	16	1	4	8	256	48k	4	1.97613	0.0147233
8M	cuda_cached_means	aos	16	16	1	4	8	256	48k	5	1.79658	0.0133856
8M	cuda_cached_means	aos	16	16	1	4	8	1024	48k	1	1.86126	0.0138675
8M	cuda_cached_means	aos	16	16	1	4	8	1024	48k	2	1.81032	0.0134879
8M	cuda_cached_means	aos	16	16	1	4	8	1024	48k	3	1.81059	0.01349
8M	cuda_cached_means	aos	16	16	1	4	8	1024	48k	4	1.80894	0.0134777
8M	cuda_cached_means	aos	16	16	1	4	8	1024	48k	5	1.81024	0.0134874
8M	cuda_cached_means	aos	16	16	1	4	16	256	48k	1	1.20225	0.00895742
8M	cuda_cached_means	aos	16	16	1	4	16	256	48k	2	1.40176	0.0104439
8M	cuda_cached_means	aos	16	16	1	4	16	256	48k	3	1.21008	0.00901577
8M	cuda_cached_means	aos	16	16	1	4	16	256	48k	4	1.21298	0.00903742
8M	cuda_cached_means	aos	16	16	1	4	16	256	48k	5	1.21283	0.0090363
8M	cuda_cached_means	aos	16	16	1	4	16	1024	48k	1	1.26234	0.00940517
8M	cuda_cached_means	aos	16	16	1	4	16	1024	48k	2	1.27783	0.00952061
8M	cuda_cached_means	aos	16	16	1	4	16	1024	48k	3	1.26296	0.00940976
8M	cuda_cached_means	aos	16	16	1	4	16	1024	48k	4	1.26305	0.00941047
8M	cuda_cached_means	aos	16	16	1	4	16	1024	48k	5	1.26179	0.00940105
8M	cuda_cached_means	aos	16	16	1	16	1	256	48k	1	11.7589	0.0876106
8M	cuda_cached_means	aos	16	16	1	16	1	256	48k	2	9.9311	0.0739924
8M	cuda_cached_means	aos	16	16	1	16	1	256	48k	3	9.94051	0.0740626
8M	cuda_cached_means	aos	16	16	1	16	1	256	48k	4	9.95023	0.074135
8M	cuda_cached_means	aos	16	16	1	16	1	256	48k	5	9.94344	0.0740844
8M	cuda_cached_means	aos	16	16	1	16	1	1024	48k	1	10.2632	0.0764665
8M	cuda_cached_means	aos	16	16	1	16	1	1024	48k	2	10.2652	0.076482
8M	cuda_cached_means	aos	16	16	1	16	1	1024	48k	3	10.2656	0.0764847
8M	cuda_cached_means	aos	16	16	1	16	1	1024	48k	4	10.265	0.0764803
8M	cuda_cached_means	aos	16	16	1	16	1	1024	48k	5	10.2676	0.0764999
8M	cuda_cached_means	aos	16	16	1	16	2	256	48k	1	6.59733	0.0491539
8M	cuda_cached_means	aos	16	16	1	16	2	256	48k	2	5.63844	0.0420096
8M	cuda_cached_means	aos	16	16	1	16	2	256	48k	3	5.62266	0.0418921
8M	cuda_cached_means	aos	16	16	1	16	2	256	48k	4	5.61996	0.041872
8M	cuda_cached_means	aos	16	16	1	16	2	256	48k	5	5.66432	0.0422025
8M	cuda_cached_means	aos	16	16	1	16	2	1024	48k	1	5.60446	0.0417565
8M	cuda_cached_means	aos	16	16	1	16	2	1024	48k	2	6.41655	0.047807
8M	cuda_cached_means	aos	16	16	1	16	2	1024	48k	3	5.59338	0.0416739
8M	cuda_cached_means	aos	16	16	1	16	2	1024	48k	4	6.45959	0.0481277
8M	cuda_cached_means	aos	16	16	1	16	2	1024	48k	5	5.61046	0.0418012
8M	cuda_cached_means	aos	16	16	1	16	4	256	48k	1	3.60611	0.0268676
8M	cuda_cached_means	aos	16	16	1	16	4	256	48k	2	3.68014	0.0274191
8M	cuda_cached_means	aos	16	16	1	16	4	256	48k	3	3.52569	0.0262685
8M	cuda_cached_means	aos	16	16	1	16	4	256	48k	4	4.13215	0.0307869
8M	cuda_cached_means	aos	16	16	1	16	4	256	48k	5	4.13393	0.0308002
8M	cuda_cached_means	aos	16	16	1	16	4	1024	48k	1	5.45247	0.0406241
8M	cuda_cached_means	aos	16	16	1	16	4	1024	48k	2	5.33249	0.0397302
8M	cuda_cached_means	aos	16	16	1	16	4	1024	48k	3	4.96279	0.0369757
8M	cuda_cached_means	aos	16	16	1	16	4	1024	48k	4	5.76794	0.0429745
8M	cuda_cached_means	aos	16	16	1	16	4	1024	48k	5	5.85745	0.0436414
8M	cuda_cached_means	aos	16	16	1	16	8	256	48k	1	2.13337	0.0158949
8M	cuda_cached_means	aos	16	16	1	16	8	256	48k	2	1.94891	0.0145205
8M	cuda_cached_means	aos	16	16	1	16	8	256	48k	3	1.94333	0.014479
8M	cuda_cached_means	aos	16	16	1	16	8	256	48k	4	1.94717	0.0145076
8M	cuda_cached_means	aos	16	16	1	16	8	256	48k	5	1.90899	0.0142231
8M	cuda_cached_means	aos	16	16	1	16	8	1024	48k	1	1.90404	0.0141862
8M	cuda_cached_means	aos	16	16	1	16	8	1024	48k	2	1.90371	0.0141838
8M	cuda_cached_means	aos	16	16	1	16	8	1024	48k	3	1.90314	0.0141795
8M	cuda_cached_means	aos	16	16	1	16	8	1024	48k	4	1.90237	0.0141737
8M	cuda_cached_means	aos	16	16	1	16	8	1024	48k	5	1.90507	0.0141939
8M	cuda_cached_means	aos	16	16	1	16	16	256	48k	1	1.36995	0.0102069
8M	cuda_cached_means	aos	16	16	1	16	16	256	48k	2	1.37312	0.0102305
8M	cuda_cached_means	aos	16	16	1	16	16	256	48k	3	1.36788	0.0101915
8M	cuda_cached_means	aos	16	16	1	16	16	256	48k	4	1.35637	0.0101058
8M	cuda_cached_means	aos	16	16	1	16	16	256	48k	5	1.34764	0.0100407
8M	cuda_cached_means	aos	16	16	1	16	16	1024	48k	1	1.29677	0.00966166
8M	cuda_cached_means	aos	16	16	1	16	16	1024	48k	2	1.29957	0.00968254
8M	cuda_cached_means	aos	16	16	1	16	16	1024	48k	3	1.29569	0.00965365
8M	cuda_cached_means	aos	16	16	1	16	16	1024	48k	4	1.29604	0.00965627
8M	cuda_cached_means	aos	16	16	1	16	16	1024	48k	5	1.51507	0.0112881
8M	cuda_cached_means	aos	16	64	1	1	1	256	48k	1	37.7625	0.281352
8M	cuda_cached_means	aos	16	64	1	1	1	256	48k	2	37.7683	0.281396
8M	cuda_cached_means	aos	16	64	1	1	1	256	48k	3	37.7039	0.280916
8M	cuda_cached_means	aos	16	64	1	1	1	256	48k	4	37.734	0.28114
8M	cuda_cached_means	aos	16	64	1	1	1	256	48k	5	37.7731	0.281431
8M	cuda_cached_means	aos	16	64	1	1	1	1024	48k	1	37.7048	0.280923
8M	cuda_cached_means	aos	16	64	1	1	1	1024	48k	2	37.7042	0.280918
8M	cuda_cached_means	aos	16	64	1	1	1	1024	48k	3	37.7076	0.280943
8M	cuda_cached_means	aos	16	64	1	1	1	1024	48k	4	44.7228	0.333211
8M	cuda_cached_means	aos	16	64	1	1	1	1024	48k	5	40.4882	0.301661
8M	cuda_cached_means	aos	16	64	1	1	2	256	48k	1	20.2666	0.150998
8M	cuda_cached_means	aos	16	64	1	1	2	256	48k	2	20.2699	0.151023
8M	cuda_cached_means	aos	16	64	1	1	2	256	48k	3	20.2504	0.150877
8M	cuda_cached_means	aos	16	64	1	1	2	256	48k	4	20.2554	0.150915
8M	cuda_cached_means	aos	16	64	1	1	2	256	48k	5	20.2497	0.150872
8M	cuda_cached_means	aos	16	64	1	1	2	1024	48k	1	20.0889	0.149674
8M	cuda_cached_means	aos	16	64	1	1	2	1024	48k	2	20.067	0.149511
8M	cuda_cached_means	aos	16	64	1	1	2	1024	48k	3	23.7393	0.176871
8M	cuda_cached_means	aos	16	64	1	1	2	1024	48k	4	20.0662	0.149505
8M	cuda_cached_means	aos	16	64	1	1	2	1024	48k	5	20.1055	0.149798
8M	cuda_cached_means	aos	16	64	1	1	4	256	48k	1	11.2509	0.0838255
8M	cuda_cached_means	aos	16	64	1	1	4	256	48k	2	11.2735	0.0839943
8M	cuda_cached_means	aos	16	64	1	1	4	256	48k	3	11.2597	0.0838914
8M	cuda_cached_means	aos	16	64	1	1	4	256	48k	4	11.2641	0.0839244
8M	cuda_cached_means	aos	16	64	1	1	4	256	48k	5	11.2778	0.0840263
8M	cuda_cached_means	aos	16	64	1	1	4	1024	48k	1	11.2313	0.0836794
8M	cuda_cached_means	aos	16	64	1	1	4	1024	48k	2	13.4071	0.0998904
8M	cuda_cached_means	aos	16	64	1	1	4	1024	48k	3	13.386	0.0997337
8M	cuda_cached_means	aos	16	64	1	1	4	1024	48k	4	11.8264	0.0881132
8M	cuda_cached_means	aos	16	64	1	1	4	1024	48k	5	11.248	0.0838042
8M	cuda_cached_means	aos	16	64	1	1	8	256	48k	1	6.82508	0.0508508
8M	cuda_cached_means	aos	16	64	1	1	8	256	48k	2	6.82436	0.0508455
8M	cuda_cached_means	aos	16	64	1	1	8	256	48k	3	6.82488	0.0508493
8M	cuda_cached_means	aos	16	64	1	1	8	256	48k	4	6.82338	0.0508381
8M	cuda_cached_means	aos	16	64	1	1	8	256	48k	5	6.82896	0.0508797
8M	cuda_cached_means	aos	16	64	1	1	8	1024	48k	1	7.0037	0.0521816
8M	cuda_cached_means	aos	16	64	1	1	8	1024	48k	2	8.2791	0.0616841
8M	cuda_cached_means	aos	16	64	1	1	8	1024	48k	3	8.2938	0.0617936
8M	cuda_cached_means	aos	16	64	1	1	8	1024	48k	4	8.29117	0.061774
8M	cuda_cached_means	aos	16	64	1	1	8	1024	48k	5	7.00252	0.0521728
8M	cuda_cached_means	aos	16	64	1	1	16	256	48k	1	4.61002	0.0343473
8M	cuda_cached_means	aos	16	64	1	1	16	256	48k	2	4.61785	0.0344057
8M	cuda_cached_means	aos	16	64	1	1	16	256	48k	3	4.61017	0.0343484
8M	cuda_cached_means	aos	16	64	1	1	16	256	48k	4	4.61695	0.0343989
8M	cuda_cached_means	aos	16	64	1	1	16	256	48k	5	4.61476	0.0343826
8M	cuda_cached_means	aos	16	64	1	1	16	1024	48k	1	4.76112	0.0354731
8M	cuda_cached_means	aos	16	64	1	1	16	1024	48k	2	4.76347	0.0354906
8M	cuda_cached_means	aos	16	64	1	1	16	1024	48k	3	5.62494	0.0419091
8M	cuda_cached_means	aos	16	64	1	1	16	1024	48k	4	4.90888	0.036574
8M	cuda_cached_means	aos	16	64	1	1	16	1024	48k	5	4.91154	0.0365938
8M	cuda_cached_means	aos	16	64	1	4	1	256	48k	1	38.0821	0.283733
8M	cuda_cached_means	aos	16	64	1	4	1	256	48k	2	37.793	0.28158
8M	cuda_cached_means	aos	16	64	1	4	1	256	48k	3	38.0844	0.283751
8M	cuda_cached_means	aos	16	64	1	4	1	256	48k	4	38.1193	0.284011
8M	cuda_cached_means	aos	16	64	1	4	1	256	48k	5	38.1328	0.284111
8M	cuda_cached_means	aos	16	64	1	4	1	1024	48k	1	37.9481	0.282735
8M	cuda_cached_means	aos	16	64	1	4	1	1024	48k	2	44.9544	0.334937
8M	cuda_cached_means	aos	16	64	1	4	1	1024	48k	3	40.8384	0.30427
8M	cuda_cached_means	aos	16	64	1	4	1	1024	48k	4	37.9481	0.282736
8M	cuda_cached_means	aos	16	64	1	4	1	1024	48k	5	37.9463	0.282722
8M	cuda_cached_means	aos	16	64	1	4	2	256	48k	1	20.8728	0.155514
8M	cuda_cached_means	aos	16	64	1	4	2	256	48k	2	20.9383	0.156002
8M	cuda_cached_means	aos	16	64	1	4	2	256	48k	3	20.8632	0.155443
8M	cuda_cached_means	aos	16	64	1	4	2	256	48k	4	20.8363	0.155243
8M	cuda_cached_means	aos	16	64	1	4	2	256	48k	5	20.7804	0.154826
8M	cuda_cached_means	aos	16	64	1	4	2	1024	48k	1	24.0016	0.178826
8M	cuda_cached_means	aos	16	64	1	4	2	1024	48k	2	21.898	0.163153
8M	cuda_cached_means	aos	16	64	1	4	2	1024	48k	3	20.3214	0.151406
8M	cuda_cached_means	aos	16	64	1	4	2	1024	48k	4	20.3414	0.151555
8M	cuda_cached_means	aos	16	64	1	4	2	1024	48k	5	20.3233	0.15142
8M	cuda_cached_means	aos	16	64	1	4	4	256	48k	1	11.5622	0.0861454
8M	cuda_cached_means	aos	16	64	1	4	4	256	48k	2	11.517	0.0858081
8M	cuda_cached_means	aos	16	64	1	4	4	256	48k	3	11.58	0.086278
8M	cuda_cached_means	aos	16	64	1	4	4	256	48k	4	11.5562	0.0861005
8M	cuda_cached_means	aos	16	64	1	4	4	256	48k	5	11.5522	0.0860705
8M	cuda_cached_means	aos	16	64	1	4	4	1024	48k	1	11.351	0.0845718
8M	cuda_cached_means	aos	16	64	1	4	4	1024	48k	2	11.361	0.084646
8M	cuda_cached_means	aos	16	64	1	4	4	1024	48k	3	11.4118	0.0850246
8M	cuda_cached_means	aos	16	64	1	4	4	1024	48k	4	11.3648	0.0846741
8M	cuda_cached_means	aos	16	64	1	4	4	1024	48k	5	11.3783	0.0847753
8M	cuda_cached_means	aos	16	64	1	4	8	256	48k	1	6.79867	0.050654
8M	cuda_cached_means	aos	16	64	1	4	8	256	48k	2	6.79794	0.0506486
8M	cuda_cached_means	aos	16	64	1	4	8	256	48k	3	6.79893	0.0506559
8M	cuda_cached_means	aos	16	64	1	4	8	256	48k	4	6.80265	0.0506837
8M	cuda_cached_means	aos	16	64	1	4	8	256	48k	5	8.04513	0.0599409
8M	cuda_cached_means	aos	16	64	1	4	8	1024	48k	1	8.17726	0.0609253
8M	cuda_cached_means	aos	16	64	1	4	8	1024	48k	2	7.6535	0.057023
8M	cuda_cached_means	aos	16	64	1	4	8	1024	48k	3	7.6528	0.0570178
8M	cuda_cached_means	aos	16	64	1	4	8	1024	48k	4	7.65407	0.0570273
8M	cuda_cached_means	aos	16	64	1	4	8	1024	48k	5	6.91458	0.0515176
8M	cuda_cached_means	aos	16	64	1	4	16	256	48k	1	4.56367	0.034002
8M	cuda_cached_means	aos	16	64	1	4	16	256	48k	2	4.56965	0.0340465
8M	cuda_cached_means	aos	16	64	1	4	16	256	48k	3	4.56123	0.0339838
8M	cuda_cached_means	aos	16	64	1	4	16	256	48k	4	4.56441	0.0340075
8M	cuda_cached_means	aos	16	64	1	4	16	256	48k	5	4.56843	0.0340374
8M	cuda_cached_means	aos	16	64	1	4	16	1024	48k	1	5.45411	0.0406363
8M	cuda_cached_means	aos	16	64	1	4	16	1024	48k	2	5.43465	0.0404913
8M	cuda_cached_means	aos	16	64	1	4	16	1024	48k	3	4.65129	0.0346548
8M	cuda_cached_means	aos	16	64	1	4	16	1024	48k	4	4.64803	0.0346305
8M	cuda_cached_means	aos	16	64	1	4	16	1024	48k	5	4.6481	0.034631
8M	cuda_cached_means	aos	16	64	1	16	1	256	48k	1	40.9485	0.30509
8M	cuda_cached_means	aos	16	64	1	16	1	256	48k	2	42.3929	0.315852
8M	cuda_cached_means	aos	16	64	1	16	1	256	48k	3	40.9876	0.305381
8M	cuda_cached_means	aos	16	64	1	16	1	256	48k	4	41.016	0.305593
8M	cuda_cached_means	aos	16	64	1	16	1	256	48k	5	42.393	0.315852
8M	cuda_cached_means	aos	16	64	1	16	1	1024	48k	1	48.4564	0.361029
8M	cuda_cached_means	aos	16	64	1	16	1	1024	48k	2	42.9668	0.320127
8M	cuda_cached_means	aos	16	64	1	16	1	1024	48k	3	40.8148	0.304094
8M	cuda_cached_means	aos	16	64	1	16	1	1024	48k	4	40.8327	0.304227
8M	cuda_cached_means	aos	16	64	1	16	1	1024	48k	5	40.8167	0.304108
8M	cuda_cached_means	aos	16	64	1	16	2	256	48k	1	23.2044	0.172886
8M	cuda_cached_means	aos	16	64	1	16	2	256	48k	2	23.8918	0.178008
8M	cuda_cached_means	aos	16	64	1	16	2	256	48k	3	23.9893	0.178734
8M	cuda_cached_means	aos	16	64	1	16	2	256	48k	4	23.9841	0.178695
8M	cuda_cached_means	aos	16	64	1	16	2	256	48k	5	23.7468	0.176927
8M	cuda_cached_means	aos	16	64	1	16	2	1024	48k	1	24.9171	0.185647
8M	cuda_cached_means	aos	16	64	1	16	2	1024	48k	2	24.9494	0.185887
8M	cuda_cached_means	aos	16	64	1	16	2	1024	48k	3	24.9303	0.185745
8M	cuda_cached_means	aos	16	64	1	16	2	1024	48k	4	25.7175	0.19161
8M	cuda_cached_means	aos	16	64	1	16	2	1024	48k	5	24.9511	0.1859
8M	cuda_cached_means	aos	16	64	1	16	4	256	48k	1	12.9017	0.096125
8M	cuda_cached_means	aos	16	64	1	16	4	256	48k	2	13.2539	0.0987494
8M	cuda_cached_means	aos	16	64	1	16	4	256	48k	3	12.8932	0.0960616
8M	cuda_cached_means	aos	16	64	1	16	4	256	48k	4	12.9181	0.0962474
8M	cuda_cached_means	aos	16	64	1	16	4	256	48k	5	15.076	0.112325
8M	cuda_cached_means	aos	16	64	1	16	4	1024	48k	1	13.8769	0.103391
8M	cuda_cached_means	aos	16	64	1	16	4	1024	48k	2	13.9017	0.103576
8M	cuda_cached_means	aos	16	64	1	16	4	1024	48k	3	12.177	0.0907259
8M	cuda_cached_means	aos	16	64	1	16	4	1024	48k	4	14.6885	0.109438
8M	cuda_cached_means	aos	16	64	1	16	4	1024	48k	5	13.8985	0.103552
8M	cuda_cached_means	aos	16	64	1	16	8	256	48k	1	7.30032	0.0543917
8M	cuda_cached_means	aos	16	64	1	16	8	256	48k	2	7.29554	0.054356
8M	cuda_cached_means	aos	16	64	1	16	8	256	48k	3	7.29848	0.0543779
8M	cuda_cached_means	aos	16	64	1	16	8	256	48k	4	8.93701	0.0665859
8M	cuda_cached_means	aos	16	64	1	16	8	256	48k	5	8.94072	0.0666135
8M	cuda_cached_means	aos	16	64	1	16	8	1024	48k	1	7.60722	0.0566782
8M	cuda_cached_means	aos	16	64	1	16	8	1024	48k	2	7.60586	0.0566681
8M	cuda_cached_means	aos	16	64	1	16	8	1024	48k	3	7.39308	0.0550827
8M	cuda_cached_means	aos	16	64	1	16	8	1024	48k	4	7.39049	0.0550634
8M	cuda_cached_means	aos	16	64	1	16	8	1024	48k	5	7.38698	0.0550373
8M	cuda_cached_means	aos	16	64	1	16	16	256	48k	1	4.86751	0.0362658
8M	cuda_cached_means	aos	16	64	1	16	16	256	48k	2	4.88787	0.0364174
8M	cuda_cached_means	aos	16	64	1	16	16	256	48k	3	4.86655	0.0362586
8M	cuda_cached_means	aos	16	64	1	16	16	256	48k	4	5.75242	0.0428589
8M	cuda_cached_means	aos	16	64	1	16	16	256	48k	5	5.62553	0.0419135
8M	cuda_cached_means	aos	16	64	1	16	16	1024	48k	1	5.49044	0.0409069
8M	cuda_cached_means	aos	16	64	1	16	16	1024	48k	2	4.98348	0.0371298
8M	cuda_cached_means	aos	16	64	1	16	16	1024	48k	3	4.98485	0.03714
8M	cuda_cached_means	aos	16	64	1	16	16	1024	48k	4	4.89036	0.036436
8M	cuda_cached_means	aos	16	64	1	16	16	1024	48k	5	4.89	0.0364333
8M	cuda_cached_means	aos	16	256	1	1	1	256	48k	1	163.112	1.21528
8M	cuda_cached_means	aos	16	256	1	1	1	256	48k	2	163.071	1.21497
8M	cuda_cached_means	aos	16	256	1	1	1	256	48k	3	186.405	1.38882
8M	cuda_cached_means	aos	16	256	1	1	1	256	48k	4	163.003	1.21447
8M	cuda_cached_means	aos	16	256	1	1	1	256	48k	5	163.053	1.21484
8M	cuda_cached_means	aos	16	256	1	1	1	1024	48k	1	150.203	1.1191
8M	cuda_cached_means	aos	16	256	1	1	1	1024	48k	2	150.204	1.11911
8M	cuda_cached_means	aos	16	256	1	1	1	1024	48k	3	150.201	1.11908
8M	cuda_cached_means	aos	16	256	1	1	1	1024	48k	4	150.201	1.11909
8M	cuda_cached_means	aos	16	256	1	1	1	1024	48k	5	150.202	1.11909
8M	cuda_cached_means	aos	16	256	1	1	2	256	48k	1	84.9075	0.63261
8M	cuda_cached_means	aos	16	256	1	1	2	256	48k	2	99.717	0.74295
8M	cuda_cached_means	aos	16	256	1	1	2	256	48k	3	91.0406	0.678306
8M	cuda_cached_means	aos	16	256	1	1	2	256	48k	4	84.853	0.632204
8M	cuda_cached_means	aos	16	256	1	1	2	256	48k	5	85.0107	0.633379
8M	cuda_cached_means	aos	16	256	1	1	2	1024	48k	1	82.3563	0.613602
8M	cuda_cached_means	aos	16	256	1	1	2	1024	48k	2	82.5615	0.615131
8M	cuda_cached_means	aos	16	256	1	1	2	1024	48k	3	82.2552	0.612849
8M	cuda_cached_means	aos	16	256	1	1	2	1024	48k	4	82.4253	0.614117
8M	cuda_cached_means	aos	16	256	1	1	2	1024	48k	5	82.2751	0.612997
8M	cuda_cached_means	aos	16	256	1	1	4	256	48k	1	56.4297	0.420434
8M	cuda_cached_means	aos	16	256	1	1	4	256	48k	2	51.152	0.381112
8M	cuda_cached_means	aos	16	256	1	1	4	256	48k	3	47.8328	0.356382
8M	cuda_cached_means	aos	16	256	1	1	4	256	48k	4	47.8112	0.356221
8M	cuda_cached_means	aos	16	256	1	1	4	256	48k	5	47.8021	0.356153
8M	cuda_cached_means	aos	16	256	1	1	4	1024	48k	1	46.0029	0.342748
8M	cuda_cached_means	aos	16	256	1	1	4	1024	48k	2	45.482	0.338867
8M	cuda_cached_means	aos	16	256	1	1	4	1024	48k	3	45.4333	0.338505
8M	cuda_cached_means	aos	16	256	1	1	4	1024	48k	4	45.7309	0.340722
8M	cuda_cached_means	aos	16	256	1	1	4	1024	48k	5	45.4823	0.338869
8M	cuda_cached_means	aos	16	256	1	1	8	256	48k	1	35.2579	0.262692
8M	cuda_cached_means	aos	16	256	1	1	8	256	48k	2	35.2565	0.262681
8M	cuda_cached_means	aos	16	256	1	1	8	256	48k	3	33.8469	0.252179
8M	cuda_cached_means	aos	16	256	1	1	8	256	48k	4	33.7628	0.251553
8M	cuda_cached_means	aos	16	256	1	1	8	256	48k	5	33.7866	0.25173
8M	cuda_cached_means	aos	16	256	1	1	8	1024	48k	1	27.3165	0.203524
8M	cuda_cached_means	aos	16	256	1	1	8	1024	48k	2	27.3166	0.203525
8M	cuda_cached_means	aos	16	256	1	1	8	1024	48k	3	27.3178	0.203534
8M	cuda_cached_means	aos	16	256	1	1	8	1024	48k	4	27.3345	0.203658
8M	cuda_cached_means	aos	16	256	1	1	8	1024	48k	5	32.3437	0.240979
8M	cuda_cached_means	aos	16	256	1	1	16	256	48k	1	19.8162	0.147642
8M	cuda_cached_means	aos	16	256	1	1	16	256	48k	2	18.6284	0.138792
8M	cuda_cached_means	aos	16	256	1	1	16	256	48k	3	18.6314	0.138815
8M	cuda_cached_means	aos	16	256	1	1	16	256	48k	4	18.6308	0.13881
8M	cuda_cached_means	aos	16	256	1	1	16	256	48k	5	18.6396	0.138876
8M	cuda_cached_means	aos	16	256	1	1	16	1024	48k	1	18.1131	0.134953
8M	cuda_cached_means	aos	16	256	1	1	16	1024	48k	2	18.1139	0.134959
8M	cuda_cached_means	aos	16	256	1	1	16	1024	48k	3	18.1126	0.134949
8M	cuda_cached_means	aos	16	256	1	1	16	1024	48k	4	21.4448	0.159776
8M	cuda_cached_means	aos	16	256	1	1	16	1024	48k	5	19.4392	0.144834
8M	cuda_cached_means	aos	16	256	1	4	1	256	48k	1	170.864	1.27303
8M	cuda_cached_means	aos	16	256	1	4	1	256	48k	2	168.777	1.25749
