N	algorithm	layout	dim	k	privCopies	itemsPerThread	regs	blockSize	shmSize	seed	totalTime	normalizedTime
8M	cuda_cached_means	aos	4	16	1	1	1	256	48k	1	1.00854	0.0300568
8M	cuda_cached_means	aos	4	16	1	1	1	256	48k	2	1.01029	0.0301091
8M	cuda_cached_means	aos	4	16	1	1	1	256	48k	3	1.01161	0.0301483
8M	cuda_cached_means	aos	4	16	1	1	1	256	48k	4	1.01144	0.0301434
8M	cuda_cached_means	aos	4	16	1	1	1	256	48k	5	1.0113	0.0301389
8M	cuda_cached_means	aos	4	16	1	1	1	1024	48k	1	1.16857	0.0348262
8M	cuda_cached_means	aos	4	16	1	1	1	1024	48k	2	1.16885	0.0348344
8M	cuda_cached_means	aos	4	16	1	1	1	1024	48k	3	1.16876	0.0348318
8M	cuda_cached_means	aos	4	16	1	1	1	1024	48k	4	1.16757	0.0347962
8M	cuda_cached_means	aos	4	16	1	1	1	1024	48k	5	1.16839	0.0348207
8M	cuda_cached_means	aos	4	16	1	1	2	256	48k	1	0.658134	0.0196139
8M	cuda_cached_means	aos	4	16	1	1	2	256	48k	2	0.65642	0.0195628
8M	cuda_cached_means	aos	4	16	1	1	2	256	48k	3	0.655142	0.0195248
8M	cuda_cached_means	aos	4	16	1	1	2	256	48k	4	0.655771	0.0195435
8M	cuda_cached_means	aos	4	16	1	1	2	256	48k	5	0.654455	0.0195043
8M	cuda_cached_means	aos	4	16	1	1	2	1024	48k	1	0.699579	0.0208491
8M	cuda_cached_means	aos	4	16	1	1	2	1024	48k	2	0.69942	0.0208443
8M	cuda_cached_means	aos	4	16	1	1	2	1024	48k	3	0.698733	0.0208239
8M	cuda_cached_means	aos	4	16	1	1	2	1024	48k	4	0.716533	0.0213543
8M	cuda_cached_means	aos	4	16	1	1	2	1024	48k	5	0.698589	0.0208196
8M	cuda_cached_means	aos	4	16	1	1	4	256	48k	1	0.538519	0.0160491
8M	cuda_cached_means	aos	4	16	1	1	4	256	48k	2	0.537217	0.0160103
8M	cuda_cached_means	aos	4	16	1	1	4	256	48k	3	0.54007	0.0160953
8M	cuda_cached_means	aos	4	16	1	1	4	256	48k	4	0.545916	0.0162696
8M	cuda_cached_means	aos	4	16	1	1	4	256	48k	5	0.539456	0.016077
8M	cuda_cached_means	aos	4	16	1	1	4	1024	48k	1	0.582674	0.017365
8M	cuda_cached_means	aos	4	16	1	1	4	1024	48k	2	0.582104	0.0173481
8M	cuda_cached_means	aos	4	16	1	1	4	1024	48k	3	0.585207	0.0174405
8M	cuda_cached_means	aos	4	16	1	1	4	1024	48k	4	0.583391	0.0173864
8M	cuda_cached_means	aos	4	16	1	1	4	1024	48k	5	0.583301	0.0173837
8M	cuda_cached_means	aos	4	16	1	1	8	256	48k	1	0.473294	0.0141053
8M	cuda_cached_means	aos	4	16	1	1	8	256	48k	2	0.470072	0.0140092
8M	cuda_cached_means	aos	4	16	1	1	8	256	48k	3	0.471965	0.0140657
8M	cuda_cached_means	aos	4	16	1	1	8	256	48k	4	0.470317	0.0140165
8M	cuda_cached_means	aos	4	16	1	1	8	256	48k	5	0.4736	0.0141144
8M	cuda_cached_means	aos	4	16	1	1	8	1024	48k	1	0.656602	0.0195683
8M	cuda_cached_means	aos	4	16	1	1	8	1024	48k	2	0.656927	0.019578
8M	cuda_cached_means	aos	4	16	1	1	8	1024	48k	3	0.656412	0.0195626
8M	cuda_cached_means	aos	4	16	1	1	8	1024	48k	4	0.657797	0.0196039
8M	cuda_cached_means	aos	4	16	1	1	8	1024	48k	5	0.656081	0.0195527
8M	cuda_cached_means	aos	4	16	1	1	16	256	48k	1	0.467776	0.0139408
8M	cuda_cached_means	aos	4	16	1	1	16	256	48k	2	0.466999	0.0139177
8M	cuda_cached_means	aos	4	16	1	1	16	256	48k	3	0.468392	0.0139592
8M	cuda_cached_means	aos	4	16	1	1	16	256	48k	4	0.465809	0.0138822
8M	cuda_cached_means	aos	4	16	1	1	16	256	48k	5	0.466743	0.01391
8M	cuda_cached_means	aos	4	16	1	1	16	1024	48k	1	0.598866	0.0178476
8M	cuda_cached_means	aos	4	16	1	1	16	1024	48k	2	0.600409	0.0178936
8M	cuda_cached_means	aos	4	16	1	1	16	1024	48k	3	0.601469	0.0179252
8M	cuda_cached_means	aos	4	16	1	1	16	1024	48k	4	0.6013	0.0179201
8M	cuda_cached_means	aos	4	16	1	1	16	1024	48k	5	0.598379	0.0178331
8M	cuda_cached_means	aos	4	16	1	4	1	256	48k	1	0.997101	0.0297159
8M	cuda_cached_means	aos	4	16	1	4	1	256	48k	2	1.00727	0.030019
8M	cuda_cached_means	aos	4	16	1	4	1	256	48k	3	1.00225	0.0298693
8M	cuda_cached_means	aos	4	16	1	4	1	256	48k	4	1.00444	0.0299347
8M	cuda_cached_means	aos	4	16	1	4	1	256	48k	5	1.00209	0.0298645
8M	cuda_cached_means	aos	4	16	1	4	1	1024	48k	1	1.07342	0.0319905
8M	cuda_cached_means	aos	4	16	1	4	1	1024	48k	2	1.07396	0.0320066
8M	cuda_cached_means	aos	4	16	1	4	1	1024	48k	3	1.07428	0.0320161
8M	cuda_cached_means	aos	4	16	1	4	1	1024	48k	4	1.07477	0.0320305
8M	cuda_cached_means	aos	4	16	1	4	1	1024	48k	5	1.07681	0.0320915
8M	cuda_cached_means	aos	4	16	1	4	2	256	48k	1	0.641589	0.0191208
8M	cuda_cached_means	aos	4	16	1	4	2	256	48k	2	0.641801	0.0191272
8M	cuda_cached_means	aos	4	16	1	4	2	256	48k	3	0.643723	0.0191844
8M	cuda_cached_means	aos	4	16	1	4	2	256	48k	4	0.641045	0.0191046
8M	cuda_cached_means	aos	4	16	1	4	2	256	48k	5	0.640944	0.0191016
8M	cuda_cached_means	aos	4	16	1	4	2	1024	48k	1	0.661408	0.0197115
8M	cuda_cached_means	aos	4	16	1	4	2	1024	48k	2	0.664346	0.0197991
8M	cuda_cached_means	aos	4	16	1	4	2	1024	48k	3	0.680235	0.0202726
8M	cuda_cached_means	aos	4	16	1	4	2	1024	48k	4	0.658645	0.0196292
8M	cuda_cached_means	aos	4	16	1	4	2	1024	48k	5	0.676205	0.0201525
8M	cuda_cached_means	aos	4	16	1	4	4	256	48k	1	0.52161	0.0155452
8M	cuda_cached_means	aos	4	16	1	4	4	256	48k	2	0.523979	0.0156158
8M	cuda_cached_means	aos	4	16	1	4	4	256	48k	3	0.52325	0.0155941
8M	cuda_cached_means	aos	4	16	1	4	4	256	48k	4	0.521411	0.0155393
8M	cuda_cached_means	aos	4	16	1	4	4	256	48k	5	0.523809	0.0156107
8M	cuda_cached_means	aos	4	16	1	4	4	1024	48k	1	0.557964	0.0166286
8M	cuda_cached_means	aos	4	16	1	4	4	1024	48k	2	0.554333	0.0165204
8M	cuda_cached_means	aos	4	16	1	4	4	1024	48k	3	0.550584	0.0164087
8M	cuda_cached_means	aos	4	16	1	4	4	1024	48k	4	0.548854	0.0163571
8M	cuda_cached_means	aos	4	16	1	4	4	1024	48k	5	0.548742	0.0163538
8M	cuda_cached_means	aos	4	16	1	4	8	256	48k	1	0.463989	0.0138279
8M	cuda_cached_means	aos	4	16	1	4	8	256	48k	2	0.466036	0.013889
8M	cuda_cached_means	aos	4	16	1	4	8	256	48k	3	0.459953	0.0137077
8M	cuda_cached_means	aos	4	16	1	4	8	256	48k	4	0.461875	0.0137649
8M	cuda_cached_means	aos	4	16	1	4	8	256	48k	5	0.462159	0.0137734
8M	cuda_cached_means	aos	4	16	1	4	8	1024	48k	1	0.574296	0.0171154
8M	cuda_cached_means	aos	4	16	1	4	8	1024	48k	2	0.572204	0.017053
8M	cuda_cached_means	aos	4	16	1	4	8	1024	48k	3	0.572761	0.0170696
8M	cuda_cached_means	aos	4	16	1	4	8	1024	48k	4	0.570151	0.0169918
8M	cuda_cached_means	aos	4	16	1	4	8	1024	48k	5	0.572071	0.017049
8M	cuda_cached_means	aos	4	16	1	4	16	256	48k	1	0.442033	0.0131736
8M	cuda_cached_means	aos	4	16	1	4	16	256	48k	2	0.455824	0.0135846
8M	cuda_cached_means	aos	4	16	1	4	16	256	48k	3	0.442902	0.0131995
8M	cuda_cached_means	aos	4	16	1	4	16	256	48k	4	0.442876	0.0131987
8M	cuda_cached_means	aos	4	16	1	4	16	256	48k	5	0.442108	0.0131758
8M	cuda_cached_means	aos	4	16	1	4	16	1024	48k	1	0.51118	0.0152344
8M	cuda_cached_means	aos	4	16	1	4	16	1024	48k	2	0.515143	0.0153525
8M	cuda_cached_means	aos	4	16	1	4	16	1024	48k	3	0.51261	0.015277
8M	cuda_cached_means	aos	4	16	1	4	16	1024	48k	4	0.514173	0.0153235
8M	cuda_cached_means	aos	4	16	1	4	16	1024	48k	5	0.51407	0.0153205
8M	cuda_cached_means	aos	4	16	1	16	1	256	48k	1	1.04791	0.0312303
8M	cuda_cached_means	aos	4	16	1	16	1	256	48k	2	1.08963	0.0324734
8M	cuda_cached_means	aos	4	16	1	16	1	256	48k	3	1.05051	0.0313075
8M	cuda_cached_means	aos	4	16	1	16	1	256	48k	4	1.08607	0.0323675
8M	cuda_cached_means	aos	4	16	1	16	1	256	48k	5	1.04185	0.0310495
8M	cuda_cached_means	aos	4	16	1	16	1	1024	48k	1	1.11367	0.03319
8M	cuda_cached_means	aos	4	16	1	16	1	1024	48k	2	1.11224	0.0331474
8M	cuda_cached_means	aos	4	16	1	16	1	1024	48k	3	1.11245	0.0331537
8M	cuda_cached_means	aos	4	16	1	16	1	1024	48k	4	1.11389	0.0331965
8M	cuda_cached_means	aos	4	16	1	16	1	1024	48k	5	1.11224	0.0331474
8M	cuda_cached_means	aos	4	16	1	16	2	256	48k	1	0.669605	0.0199558
8M	cuda_cached_means	aos	4	16	1	16	2	256	48k	2	0.668065	0.0199099
8M	cuda_cached_means	aos	4	16	1	16	2	256	48k	3	0.673729	0.0200787
8M	cuda_cached_means	aos	4	16	1	16	2	256	48k	4	0.666972	0.0198773
8M	cuda_cached_means	aos	4	16	1	16	2	256	48k	5	0.660846	0.0196947
8M	cuda_cached_means	aos	4	16	1	16	2	1024	48k	1	0.69416	0.0206876
8M	cuda_cached_means	aos	4	16	1	16	2	1024	48k	2	0.691147	0.0205978
8M	cuda_cached_means	aos	4	16	1	16	2	1024	48k	3	0.691991	0.0206229
8M	cuda_cached_means	aos	4	16	1	16	2	1024	48k	4	0.693148	0.0206574
8M	cuda_cached_means	aos	4	16	1	16	2	1024	48k	5	0.701626	0.0209101
8M	cuda_cached_means	aos	4	16	1	16	4	256	48k	1	0.527738	0.0157278
8M	cuda_cached_means	aos	4	16	1	16	4	256	48k	2	0.540713	0.0161145
8M	cuda_cached_means	aos	4	16	1	16	4	256	48k	3	0.541569	0.01614
8M	cuda_cached_means	aos	4	16	1	16	4	256	48k	4	0.542685	0.0161733
8M	cuda_cached_means	aos	4	16	1	16	4	256	48k	5	0.541212	0.0161294
8M	cuda_cached_means	aos	4	16	1	16	4	1024	48k	1	0.565894	0.016865
8M	cuda_cached_means	aos	4	16	1	16	4	1024	48k	2	0.566175	0.0168733
8M	cuda_cached_means	aos	4	16	1	16	4	1024	48k	3	0.568435	0.0169407
8M	cuda_cached_means	aos	4	16	1	16	4	1024	48k	4	0.567185	0.0169034
8M	cuda_cached_means	aos	4	16	1	16	4	1024	48k	5	0.568598	0.0169455
8M	cuda_cached_means	aos	4	16	1	16	8	256	48k	1	0.481669	0.0143549
8M	cuda_cached_means	aos	4	16	1	16	8	256	48k	2	0.478402	0.0142575
8M	cuda_cached_means	aos	4	16	1	16	8	256	48k	3	0.468584	0.0139649
8M	cuda_cached_means	aos	4	16	1	16	8	256	48k	4	0.470368	0.0140181
8M	cuda_cached_means	aos	4	16	1	16	8	256	48k	5	0.477764	0.0142385
8M	cuda_cached_means	aos	4	16	1	16	8	1024	48k	1	0.553443	0.0164939
8M	cuda_cached_means	aos	4	16	1	16	8	1024	48k	2	0.550899	0.0164181
8M	cuda_cached_means	aos	4	16	1	16	8	1024	48k	3	0.553763	0.0165034
8M	cuda_cached_means	aos	4	16	1	16	8	1024	48k	4	0.552896	0.0164776
8M	cuda_cached_means	aos	4	16	1	16	8	1024	48k	5	0.554634	0.0165294
8M	cuda_cached_means	aos	4	16	1	16	16	256	48k	1	0.449029	0.0133821
8M	cuda_cached_means	aos	4	16	1	16	16	256	48k	2	0.461133	0.0137428
8M	cuda_cached_means	aos	4	16	1	16	16	256	48k	3	0.455561	0.0135768
8M	cuda_cached_means	aos	4	16	1	16	16	256	48k	4	0.449057	0.0133829
8M	cuda_cached_means	aos	4	16	1	16	16	256	48k	5	0.449021	0.0133819
8M	cuda_cached_means	aos	4	16	1	16	16	1024	48k	1	0.509048	0.0151708
8M	cuda_cached_means	aos	4	16	1	16	16	1024	48k	2	0.506394	0.0150917
8M	cuda_cached_means	aos	4	16	1	16	16	1024	48k	3	0.512901	0.0152856
8M	cuda_cached_means	aos	4	16	1	16	16	1024	48k	4	0.504743	0.0150425
8M	cuda_cached_means	aos	4	16	1	16	16	1024	48k	5	0.504877	0.0150465
8M	cuda_cached_means	aos	4	64	1	1	1	256	48k	1	3.79512	0.113103
8M	cuda_cached_means	aos	4	64	1	1	1	256	48k	2	3.79053	0.112967
8M	cuda_cached_means	aos	4	64	1	1	1	256	48k	3	3.78906	0.112923
8M	cuda_cached_means	aos	4	64	1	1	1	256	48k	4	3.78903	0.112922
8M	cuda_cached_means	aos	4	64	1	1	1	256	48k	5	3.78705	0.112863
8M	cuda_cached_means	aos	4	64	1	1	1	1024	48k	1	3.9957	0.119081
8M	cuda_cached_means	aos	4	64	1	1	1	1024	48k	2	3.99678	0.119113
8M	cuda_cached_means	aos	4	64	1	1	1	1024	48k	3	3.99526	0.119068
8M	cuda_cached_means	aos	4	64	1	1	1	1024	48k	4	3.99969	0.1192
8M	cuda_cached_means	aos	4	64	1	1	1	1024	48k	5	3.99447	0.119045
8M	cuda_cached_means	aos	4	64	1	1	2	256	48k	1	2.358	0.0702739
8M	cuda_cached_means	aos	4	64	1	1	2	256	48k	2	2.35728	0.0702525
8M	cuda_cached_means	aos	4	64	1	1	2	256	48k	3	2.35665	0.0702336
8M	cuda_cached_means	aos	4	64	1	1	2	256	48k	4	2.36662	0.0705308
8M	cuda_cached_means	aos	4	64	1	1	2	256	48k	5	2.35042	0.0700481
8M	cuda_cached_means	aos	4	64	1	1	2	1024	48k	1	2.4131	0.0719161
8M	cuda_cached_means	aos	4	64	1	1	2	1024	48k	2	2.41185	0.0718788
8M	cuda_cached_means	aos	4	64	1	1	2	1024	48k	3	2.40945	0.0718071
8M	cuda_cached_means	aos	4	64	1	1	2	1024	48k	4	2.41675	0.0720247
8M	cuda_cached_means	aos	4	64	1	1	2	1024	48k	5	2.41169	0.0718741
8M	cuda_cached_means	aos	4	64	1	1	4	256	48k	1	1.86687	0.0556372
8M	cuda_cached_means	aos	4	64	1	1	4	256	48k	2	1.86926	0.0557083
8M	cuda_cached_means	aos	4	64	1	1	4	256	48k	3	1.86603	0.0556119
8M	cuda_cached_means	aos	4	64	1	1	4	256	48k	4	1.86675	0.0556335
8M	cuda_cached_means	aos	4	64	1	1	4	256	48k	5	1.8669	0.055638
8M	cuda_cached_means	aos	4	64	1	1	4	1024	48k	1	1.95772	0.0583446
8M	cuda_cached_means	aos	4	64	1	1	4	1024	48k	2	1.95693	0.0583209
8M	cuda_cached_means	aos	4	64	1	1	4	1024	48k	3	1.96463	0.0585506
8M	cuda_cached_means	aos	4	64	1	1	4	1024	48k	4	1.95764	0.0583423
8M	cuda_cached_means	aos	4	64	1	1	4	1024	48k	5	1.95527	0.0582715
8M	cuda_cached_means	aos	4	64	1	1	8	256	48k	1	1.62198	0.0483387
8M	cuda_cached_means	aos	4	64	1	1	8	256	48k	2	1.61984	0.048275
8M	cuda_cached_means	aos	4	64	1	1	8	256	48k	3	1.62196	0.0483381
8M	cuda_cached_means	aos	4	64	1	1	8	256	48k	4	1.62387	0.048395
8M	cuda_cached_means	aos	4	64	1	1	8	256	48k	5	1.62349	0.0483837
8M	cuda_cached_means	aos	4	64	1	1	8	1024	48k	1	2.01348	0.0600063
8M	cuda_cached_means	aos	4	64	1	1	8	1024	48k	2	2.01393	0.0600199
8M	cuda_cached_means	aos	4	64	1	1	8	1024	48k	3	2.01535	0.0600621
8M	cuda_cached_means	aos	4	64	1	1	8	1024	48k	4	2.01578	0.0600749
8M	cuda_cached_means	aos	4	64	1	1	8	1024	48k	5	2.01329	0.0600006
8M	cuda_cached_means	aos	4	64	1	1	16	256	48k	1	1.51546	0.0451643
8M	cuda_cached_means	aos	4	64	1	1	16	256	48k	2	1.51904	0.0452708
8M	cuda_cached_means	aos	4	64	1	1	16	256	48k	3	1.51792	0.0452375
8M	cuda_cached_means	aos	4	64	1	1	16	256	48k	4	1.51488	0.045147
8M	cuda_cached_means	aos	4	64	1	1	16	256	48k	5	1.51762	0.0452285
8M	cuda_cached_means	aos	4	64	1	1	16	1024	48k	1	1.7861	0.05323
8M	cuda_cached_means	aos	4	64	1	1	16	1024	48k	2	1.78441	0.0531796
8M	cuda_cached_means	aos	4	64	1	1	16	1024	48k	3	1.78774	0.0532788
8M	cuda_cached_means	aos	4	64	1	1	16	1024	48k	4	1.7852	0.053203
8M	cuda_cached_means	aos	4	64	1	1	16	1024	48k	5	1.78601	0.0532272
8M	cuda_cached_means	aos	4	64	1	4	1	256	48k	1	3.81414	0.11367
8M	cuda_cached_means	aos	4	64	1	4	1	256	48k	2	3.8527	0.114819
8M	cuda_cached_means	aos	4	64	1	4	1	256	48k	3	3.81752	0.113771
8M	cuda_cached_means	aos	4	64	1	4	1	256	48k	4	3.81392	0.113664
8M	cuda_cached_means	aos	4	64	1	4	1	256	48k	5	3.82896	0.114112
8M	cuda_cached_means	aos	4	64	1	4	1	1024	48k	1	3.9238	0.116938
8M	cuda_cached_means	aos	4	64	1	4	1	1024	48k	2	3.92157	0.116872
8M	cuda_cached_means	aos	4	64	1	4	1	1024	48k	3	3.9216	0.116873
8M	cuda_cached_means	aos	4	64	1	4	1	1024	48k	4	3.92306	0.116916
8M	cuda_cached_means	aos	4	64	1	4	1	1024	48k	5	3.92174	0.116877
8M	cuda_cached_means	aos	4	64	1	4	2	256	48k	1	2.35953	0.0703194
8M	cuda_cached_means	aos	4	64	1	4	2	256	48k	2	2.35548	0.0701988
8M	cuda_cached_means	aos	4	64	1	4	2	256	48k	3	2.34821	0.0699822
8M	cuda_cached_means	aos	4	64	1	4	2	256	48k	4	2.33242	0.0695116
8M	cuda_cached_means	aos	4	64	1	4	2	256	48k	5	2.35228	0.0701034
8M	cuda_cached_means	aos	4	64	1	4	2	1024	48k	1	2.3873	0.071147
8M	cuda_cached_means	aos	4	64	1	4	2	1024	48k	2	2.3917	0.0712782
8M	cuda_cached_means	aos	4	64	1	4	2	1024	48k	3	2.3881	0.071171
8M	cuda_cached_means	aos	4	64	1	4	2	1024	48k	4	2.38259	0.0710069
8M	cuda_cached_means	aos	4	64	1	4	2	1024	48k	5	2.38662	0.0711268
8M	cuda_cached_means	aos	4	64	1	4	4	256	48k	1	1.83519	0.0546928
8M	cuda_cached_means	aos	4	64	1	4	4	256	48k	2	1.8355	0.0547021
8M	cuda_cached_means	aos	4	64	1	4	4	256	48k	3	1.83574	0.0547092
8M	cuda_cached_means	aos	4	64	1	4	4	256	48k	4	1.83334	0.0546379
8M	cuda_cached_means	aos	4	64	1	4	4	256	48k	5	1.83846	0.0547903
8M	cuda_cached_means	aos	4	64	1	4	4	1024	48k	1	1.91679	0.0571249
8M	cuda_cached_means	aos	4	64	1	4	4	1024	48k	2	1.91873	0.0571826
8M	cuda_cached_means	aos	4	64	1	4	4	1024	48k	3	1.92089	0.0572471
8M	cuda_cached_means	aos	4	64	1	4	4	1024	48k	4	1.9224	0.057292
8M	cuda_cached_means	aos	4	64	1	4	4	1024	48k	5	1.91978	0.0572138
8M	cuda_cached_means	aos	4	64	1	4	8	256	48k	1	1.6066	0.0478805
8M	cuda_cached_means	aos	4	64	1	4	8	256	48k	2	1.60559	0.0478504
8M	cuda_cached_means	aos	4	64	1	4	8	256	48k	3	1.6094	0.0479637
8M	cuda_cached_means	aos	4	64	1	4	8	256	48k	4	1.60915	0.0479564
8M	cuda_cached_means	aos	4	64	1	4	8	256	48k	5	1.6107	0.0480025
8M	cuda_cached_means	aos	4	64	1	4	8	1024	48k	1	1.8243	0.0543683
8M	cuda_cached_means	aos	4	64	1	4	8	1024	48k	2	1.82054	0.0542563
8M	cuda_cached_means	aos	4	64	1	4	8	1024	48k	3	1.82737	0.05446
8M	cuda_cached_means	aos	4	64	1	4	8	1024	48k	4	1.82371	0.0543508
8M	cuda_cached_means	aos	4	64	1	4	8	1024	48k	5	1.82629	0.0544275
8M	cuda_cached_means	aos	4	64	1	4	16	256	48k	1	1.50669	0.0449027
8M	cuda_cached_means	aos	4	64	1	4	16	256	48k	2	1.49599	0.0445839
8M	cuda_cached_means	aos	4	64	1	4	16	256	48k	3	1.49865	0.0446632
8M	cuda_cached_means	aos	4	64	1	4	16	256	48k	4	1.49656	0.0446009
8M	cuda_cached_means	aos	4	64	1	4	16	256	48k	5	1.49698	0.0446136
8M	cuda_cached_means	aos	4	64	1	4	16	1024	48k	1	1.62917	0.0485529
8M	cuda_cached_means	aos	4	64	1	4	16	1024	48k	2	1.62717	0.0484934
8M	cuda_cached_means	aos	4	64	1	4	16	1024	48k	3	1.62955	0.0485643
8M	cuda_cached_means	aos	4	64	1	4	16	1024	48k	4	1.62867	0.0485382
8M	cuda_cached_means	aos	4	64	1	4	16	1024	48k	5	1.63103	0.0486084
8M	cuda_cached_means	aos	4	64	1	16	1	256	48k	1	3.99549	0.119075
8M	cuda_cached_means	aos	4	64	1	16	1	256	48k	2	3.98925	0.118889
8M	cuda_cached_means	aos	4	64	1	16	1	256	48k	3	3.98689	0.118819
8M	cuda_cached_means	aos	4	64	1	16	1	256	48k	4	4.10517	0.122344
8M	cuda_cached_means	aos	4	64	1	16	1	256	48k	5	3.98082	0.118638
8M	cuda_cached_means	aos	4	64	1	16	1	1024	48k	1	4.18763	0.124801
8M	cuda_cached_means	aos	4	64	1	16	1	1024	48k	2	4.18741	0.124795
8M	cuda_cached_means	aos	4	64	1	16	1	1024	48k	3	4.18831	0.124821
8M	cuda_cached_means	aos	4	64	1	16	1	1024	48k	4	4.18638	0.124764
8M	cuda_cached_means	aos	4	64	1	16	1	1024	48k	5	4.18912	0.124846
8M	cuda_cached_means	aos	4	64	1	16	2	256	48k	1	2.45909	0.0732867
8M	cuda_cached_means	aos	4	64	1	16	2	256	48k	2	2.45217	0.0730803
8M	cuda_cached_means	aos	4	64	1	16	2	256	48k	3	2.44864	0.0729753
8M	cuda_cached_means	aos	4	64	1	16	2	256	48k	4	2.44723	0.072933
8M	cuda_cached_means	aos	4	64	1	16	2	256	48k	5	2.52732	0.07532
8M	cuda_cached_means	aos	4	64	1	16	2	1024	48k	1	2.89875	0.0863895
8M	cuda_cached_means	aos	4	64	1	16	2	1024	48k	2	2.90383	0.0865408
8M	cuda_cached_means	aos	4	64	1	16	2	1024	48k	3	2.89761	0.0863554
8M	cuda_cached_means	aos	4	64	1	16	2	1024	48k	4	2.57505	0.0767423
8M	cuda_cached_means	aos	4	64	1	16	2	1024	48k	5	2.90467	0.0865659
8M	cuda_cached_means	aos	4	64	1	16	4	256	48k	1	1.97914	0.0589829
8M	cuda_cached_means	aos	4	64	1	16	4	256	48k	2	1.98175	0.0590607
8M	cuda_cached_means	aos	4	64	1	16	4	256	48k	3	2.04474	0.0609379
8M	cuda_cached_means	aos	4	64	1	16	4	256	48k	4	2.04701	0.0610056
8M	cuda_cached_means	aos	4	64	1	16	4	256	48k	5	1.97458	0.058847
8M	cuda_cached_means	aos	4	64	1	16	4	1024	48k	1	2.0578	0.0613272
8M	cuda_cached_means	aos	4	64	1	16	4	1024	48k	2	2.05692	0.0613009
8M	cuda_cached_means	aos	4	64	1	16	4	1024	48k	3	2.05941	0.0613752
8M	cuda_cached_means	aos	4	64	1	16	4	1024	48k	4	2.06387	0.061508
8M	cuda_cached_means	aos	4	64	1	16	4	1024	48k	5	2.05521	0.06125
8M	cuda_cached_means	aos	4	64	1	16	8	256	48k	1	1.72836	0.0515091
8M	cuda_cached_means	aos	4	64	1	16	8	256	48k	2	1.78743	0.0532694
8M	cuda_cached_means	aos	4	64	1	16	8	256	48k	3	1.73044	0.0515711
8M	cuda_cached_means	aos	4	64	1	16	8	256	48k	4	1.78951	0.0533317
8M	cuda_cached_means	aos	4	64	1	16	8	256	48k	5	1.78564	0.0532162
8M	cuda_cached_means	aos	4	64	1	16	8	1024	48k	1	1.83475	0.0546798
8M	cuda_cached_means	aos	4	64	1	16	8	1024	48k	2	1.83405	0.0546591
8M	cuda_cached_means	aos	4	64	1	16	8	1024	48k	3	1.83576	0.0547099
8M	cuda_cached_means	aos	4	64	1	16	8	1024	48k	4	1.83774	0.0547689
8M	cuda_cached_means	aos	4	64	1	16	8	1024	48k	5	1.83884	0.0548017
8M	cuda_cached_means	aos	4	64	1	16	16	256	48k	1	1.66558	0.0496381
8M	cuda_cached_means	aos	4	64	1	16	16	256	48k	2	1.66487	0.0496171
8M	cuda_cached_means	aos	4	64	1	16	16	256	48k	3	1.62247	0.0483534
8M	cuda_cached_means	aos	4	64	1	16	16	256	48k	4	1.54583	0.0460693
8M	cuda_cached_means	aos	4	64	1	16	16	256	48k	5	1.66381	0.0495853
8M	cuda_cached_means	aos	4	64	1	16	16	1024	48k	1	1.65202	0.0492341
8M	cuda_cached_means	aos	4	64	1	16	16	1024	48k	2	1.64937	0.049155
8M	cuda_cached_means	aos	4	64	1	16	16	1024	48k	3	1.65156	0.0492203
8M	cuda_cached_means	aos	4	64	1	16	16	1024	48k	4	1.65327	0.0492714
8M	cuda_cached_means	aos	4	64	1	16	16	1024	48k	5	1.65505	0.0493244
8M	cuda_cached_means	aos	4	256	1	1	1	256	48k	1	14.9378	0.44518
8M	cuda_cached_means	aos	4	256	1	1	1	256	48k	2	14.9598	0.445836
8M	cuda_cached_means	aos	4	256	1	1	1	256	48k	3	14.9395	0.445231
8M	cuda_cached_means	aos	4	256	1	1	1	256	48k	4	14.9614	0.445884
8M	cuda_cached_means	aos	4	256	1	1	1	256	48k	5	14.9657	0.446014
8M	cuda_cached_means	aos	4	256	1	1	1	1024	48k	1	15.3425	0.457243
8M	cuda_cached_means	aos	4	256	1	1	1	1024	48k	2	15.3445	0.457301
8M	cuda_cached_means	aos	4	256	1	1	1	1024	48k	3	15.3423	0.457236
8M	cuda_cached_means	aos	4	256	1	1	1	1024	48k	4	15.3412	0.457202
8M	cuda_cached_means	aos	4	256	1	1	1	1024	48k	5	15.3393	0.457148
8M	cuda_cached_means	aos	4	256	1	1	2	256	48k	1	9.13451	0.27223
8M	cuda_cached_means	aos	4	256	1	1	2	256	48k	2	9.12722	0.272012
8M	cuda_cached_means	aos	4	256	1	1	2	256	48k	3	9.11761	0.271726
8M	cuda_cached_means	aos	4	256	1	1	2	256	48k	4	9.13948	0.272378
8M	cuda_cached_means	aos	4	256	1	1	2	256	48k	5	9.12212	0.27186
8M	cuda_cached_means	aos	4	256	1	1	2	1024	48k	1	9.2743	0.276396
8M	cuda_cached_means	aos	4	256	1	1	2	1024	48k	2	9.27409	0.276389
8M	cuda_cached_means	aos	4	256	1	1	2	1024	48k	3	9.27816	0.276511
8M	cuda_cached_means	aos	4	256	1	1	2	1024	48k	4	9.25949	0.275954
8M	cuda_cached_means	aos	4	256	1	1	2	1024	48k	5	9.2612	0.276005
8M	cuda_cached_means	aos	4	256	1	1	4	256	48k	1	7.15682	0.21329
8M	cuda_cached_means	aos	4	256	1	1	4	256	48k	2	7.1499	0.213084
