N	algorithm	layout	dim	k	privCopies	itemsPerThread	regs	blockSize	shmSize	seed	totalTime	normalizedTime
2M	cuda_cached_means	soa	4	1024	1	1	1	256	48k	5	102.558	12.2259
2M	cuda_cached_means	soa	4	1024	1	1	1	1024	48k	1	103.184	12.3005
2M	cuda_cached_means	soa	4	1024	1	1	1	1024	48k	2	103.323	12.317
2M	cuda_cached_means	soa	4	1024	1	1	1	1024	48k	3	102.252	12.1894
2M	cuda_cached_means	soa	4	1024	1	1	1	1024	48k	4	102.259	12.1902
2M	cuda_cached_means	soa	4	1024	1	1	1	1024	48k	5	102.247	12.1888
2M	cuda_cached_means	soa	4	1024	1	1	2	256	48k	1	55.1063	6.56918
2M	cuda_cached_means	soa	4	1024	1	1	2	256	48k	2	55.0755	6.56551
2M	cuda_cached_means	soa	4	1024	1	1	2	256	48k	3	55.1139	6.57009
2M	cuda_cached_means	soa	4	1024	1	1	2	256	48k	4	54.6689	6.51704
2M	cuda_cached_means	soa	4	1024	1	1	2	256	48k	5	54.7021	6.521
2M	cuda_cached_means	soa	4	1024	1	1	2	1024	48k	1	53.9809	6.43503
2M	cuda_cached_means	soa	4	1024	1	1	2	1024	48k	2	53.9942	6.43661
2M	cuda_cached_means	soa	4	1024	1	1	2	1024	48k	3	53.9576	6.43225
2M	cuda_cached_means	soa	4	1024	1	1	2	1024	48k	4	54.0003	6.43734
2M	cuda_cached_means	soa	4	1024	1	1	2	1024	48k	5	53.9762	6.43446
2M	cuda_cached_means	soa	4	1024	1	1	4	256	48k	1	40.4598	4.82319
2M	cuda_cached_means	soa	4	1024	1	1	4	256	48k	2	44.1204	5.25956
2M	cuda_cached_means	soa	4	1024	1	1	4	256	48k	3	44.1043	5.25765
2M	cuda_cached_means	soa	4	1024	1	1	4	256	48k	4	44.1053	5.25776
2M	cuda_cached_means	soa	4	1024	1	1	4	256	48k	5	44.1667	5.26508
2M	cuda_cached_means	soa	4	1024	1	1	4	1024	48k	1	43.8027	5.22169
2M	cuda_cached_means	soa	4	1024	1	1	4	1024	48k	2	43.7309	5.21313
2M	cuda_cached_means	soa	4	1024	1	1	4	1024	48k	3	43.8007	5.22144
2M	cuda_cached_means	soa	4	1024	1	1	4	1024	48k	4	43.7622	5.21686
2M	cuda_cached_means	soa	4	1024	1	1	4	1024	48k	5	43.7915	5.22036
2M	cuda_cached_means	soa	4	1024	1	1	8	256	48k	1	33.0298	3.93746
2M	cuda_cached_means	soa	4	1024	1	1	8	256	48k	2	33.0423	3.93894
2M	cuda_cached_means	soa	4	1024	1	1	8	256	48k	3	33.0063	3.93466
2M	cuda_cached_means	soa	4	1024	1	1	8	256	48k	4	32.9934	3.93312
2M	cuda_cached_means	soa	4	1024	1	1	8	256	48k	5	32.991	3.93283
2M	cuda_cached_means	soa	4	1024	1	1	8	1024	48k	1	32.6088	3.88728
2M	cuda_cached_means	soa	4	1024	1	1	8	1024	48k	2	32.6715	3.89474
2M	cuda_cached_means	soa	4	1024	1	1	8	1024	48k	3	32.6501	3.8922
2M	cuda_cached_means	soa	4	1024	1	1	8	1024	48k	4	32.6253	3.88923
2M	cuda_cached_means	soa	4	1024	1	1	8	1024	48k	5	32.6926	3.89726
2M	cuda_cached_means	soa	4	1024	1	1	16	256	48k	1	26.5672	3.16706
2M	cuda_cached_means	soa	4	1024	1	1	16	256	48k	2	26.5826	3.1689
2M	cuda_cached_means	soa	4	1024	1	1	16	256	48k	3	26.5544	3.16553
2M	cuda_cached_means	soa	4	1024	1	1	16	256	48k	4	26.5804	3.16863
2M	cuda_cached_means	soa	4	1024	1	1	16	256	48k	5	26.5726	3.1677
2M	cuda_cached_means	soa	4	1024	1	1	16	1024	48k	1	26.6811	3.18064
2M	cuda_cached_means	soa	4	1024	1	1	16	1024	48k	2	26.6803	3.18053
2M	cuda_cached_means	soa	4	1024	1	1	16	1024	48k	3	26.6676	3.17903
2M	cuda_cached_means	soa	4	1024	1	1	16	1024	48k	4	26.6789	3.18037
2M	cuda_cached_means	soa	4	1024	1	1	16	1024	48k	5	26.6751	3.17992
2M	cuda_cached_means	soa	8	16	1	1	1	256	48k	1	2.87746	0.17151
2M	cuda_cached_means	soa	8	16	1	1	1	256	48k	2	2.87677	0.171469
2M	cuda_cached_means	soa	8	16	1	1	1	256	48k	3	2.87763	0.17152
2M	cuda_cached_means	soa	8	16	1	1	1	256	48k	4	2.87173	0.171168
2M	cuda_cached_means	soa	8	16	1	1	1	256	48k	5	2.872	0.171185
2M	cuda_cached_means	soa	8	16	1	1	1	1024	48k	1	2.85428	0.170128
2M	cuda_cached_means	soa	8	16	1	1	1	1024	48k	2	2.85684	0.170281
2M	cuda_cached_means	soa	8	16	1	1	1	1024	48k	3	2.85778	0.170337
2M	cuda_cached_means	soa	8	16	1	1	1	1024	48k	4	2.86998	0.171064
2M	cuda_cached_means	soa	8	16	1	1	1	1024	48k	5	2.86559	0.170802
2M	cuda_cached_means	soa	8	16	1	1	2	256	48k	1	1.63047	0.0971836
2M	cuda_cached_means	soa	8	16	1	1	2	256	48k	2	1.63713	0.0975803
2M	cuda_cached_means	soa	8	16	1	1	2	256	48k	3	1.63008	0.0971603
2M	cuda_cached_means	soa	8	16	1	1	2	256	48k	4	1.63024	0.0971701
2M	cuda_cached_means	soa	8	16	1	1	2	256	48k	5	1.63107	0.0972193
2M	cuda_cached_means	soa	8	16	1	1	2	1024	48k	1	1.60538	0.0956879
2M	cuda_cached_means	soa	8	16	1	1	2	1024	48k	2	1.60687	0.095777
2M	cuda_cached_means	soa	8	16	1	1	2	1024	48k	3	1.60561	0.0957017
2M	cuda_cached_means	soa	8	16	1	1	2	1024	48k	4	1.60997	0.0959616
2M	cuda_cached_means	soa	8	16	1	1	2	1024	48k	5	1.60926	0.0959191
2M	cuda_cached_means	soa	8	16	1	1	4	256	48k	1	1.16277	0.0693066
2M	cuda_cached_means	soa	8	16	1	1	4	256	48k	2	1.16703	0.0695605
2M	cuda_cached_means	soa	8	16	1	1	4	256	48k	3	1.16606	0.0695029
2M	cuda_cached_means	soa	8	16	1	1	4	256	48k	4	1.1709	0.0697911
2M	cuda_cached_means	soa	8	16	1	1	4	256	48k	5	1.17018	0.0697482
2M	cuda_cached_means	soa	8	16	1	1	4	1024	48k	1	1.16666	0.0695381
2M	cuda_cached_means	soa	8	16	1	1	4	1024	48k	2	1.17429	0.0699928
2M	cuda_cached_means	soa	8	16	1	1	4	1024	48k	3	1.15976	0.0691271
2M	cuda_cached_means	soa	8	16	1	1	4	1024	48k	4	1.16001	0.0691417
2M	cuda_cached_means	soa	8	16	1	1	4	1024	48k	5	1.16926	0.0696933
2M	cuda_cached_means	soa	8	16	1	1	8	256	48k	1	0.895941	0.0534022
2M	cuda_cached_means	soa	8	16	1	1	8	256	48k	2	0.902625	0.0538006
2M	cuda_cached_means	soa	8	16	1	1	8	256	48k	3	0.905958	0.0539993
2M	cuda_cached_means	soa	8	16	1	1	8	256	48k	4	0.902164	0.0537732
2M	cuda_cached_means	soa	8	16	1	1	8	256	48k	5	0.897503	0.0534953
2M	cuda_cached_means	soa	8	16	1	1	8	1024	48k	1	0.914091	0.0544841
2M	cuda_cached_means	soa	8	16	1	1	8	1024	48k	2	0.918536	0.054749
2M	cuda_cached_means	soa	8	16	1	1	8	1024	48k	3	0.915115	0.0545451
2M	cuda_cached_means	soa	8	16	1	1	8	1024	48k	4	0.912708	0.0544016
2M	cuda_cached_means	soa	8	16	1	1	8	1024	48k	5	0.922128	0.0549631
2M	cuda_cached_means	soa	8	16	1	1	16	256	48k	1	0.744791	0.044393
2M	cuda_cached_means	soa	8	16	1	1	16	256	48k	2	0.742354	0.0442477
2M	cuda_cached_means	soa	8	16	1	1	16	256	48k	3	0.75345	0.0449091
2M	cuda_cached_means	soa	8	16	1	1	16	256	48k	4	0.735383	0.0438322
2M	cuda_cached_means	soa	8	16	1	1	16	256	48k	5	0.746458	0.0444924
2M	cuda_cached_means	soa	8	16	1	1	16	1024	48k	1	0.985286	0.0587276
2M	cuda_cached_means	soa	8	16	1	1	16	1024	48k	2	0.985304	0.0587287
2M	cuda_cached_means	soa	8	16	1	1	16	1024	48k	3	0.976497	0.0582038
2M	cuda_cached_means	soa	8	16	1	1	16	1024	48k	4	0.976575	0.0582084
2M	cuda_cached_means	soa	8	16	1	1	16	1024	48k	5	0.977111	0.0582404
2M	cuda_cached_means	soa	8	64	1	1	1	256	48k	1	11.0955	0.661345
2M	cuda_cached_means	soa	8	64	1	1	1	256	48k	2	11.1	0.661611
2M	cuda_cached_means	soa	8	64	1	1	1	256	48k	3	11.1048	0.6619
2M	cuda_cached_means	soa	8	64	1	1	1	256	48k	4	11.0879	0.66089
2M	cuda_cached_means	soa	8	64	1	1	1	256	48k	5	11.0854	0.660741
2M	cuda_cached_means	soa	8	64	1	1	1	1024	48k	1	11.0407	0.658078
2M	cuda_cached_means	soa	8	64	1	1	1	1024	48k	2	11.037	0.657856
2M	cuda_cached_means	soa	8	64	1	1	1	1024	48k	3	11.0342	0.657689
2M	cuda_cached_means	soa	8	64	1	1	1	1024	48k	4	11.0471	0.65846
2M	cuda_cached_means	soa	8	64	1	1	1	1024	48k	5	11.0658	0.659575
2M	cuda_cached_means	soa	8	64	1	1	2	256	48k	1	6.081	0.362456
2M	cuda_cached_means	soa	8	64	1	1	2	256	48k	2	6.08443	0.36266
2M	cuda_cached_means	soa	8	64	1	1	2	256	48k	3	6.08877	0.362919
2M	cuda_cached_means	soa	8	64	1	1	2	256	48k	4	6.07529	0.362116
2M	cuda_cached_means	soa	8	64	1	1	2	256	48k	5	6.08757	0.362848
2M	cuda_cached_means	soa	8	64	1	1	2	1024	48k	1	5.99738	0.357472
2M	cuda_cached_means	soa	8	64	1	1	2	1024	48k	2	5.99695	0.357446
2M	cuda_cached_means	soa	8	64	1	1	2	1024	48k	3	6.00089	0.357681
2M	cuda_cached_means	soa	8	64	1	1	2	1024	48k	4	5.98957	0.357006
2M	cuda_cached_means	soa	8	64	1	1	2	1024	48k	5	5.99467	0.35731
2M	cuda_cached_means	soa	8	64	1	1	4	256	48k	1	4.2134	0.251138
2M	cuda_cached_means	soa	8	64	1	1	4	256	48k	2	4.21785	0.251403
2M	cuda_cached_means	soa	8	64	1	1	4	256	48k	3	4.21195	0.251052
2M	cuda_cached_means	soa	8	64	1	1	4	256	48k	4	4.21605	0.251296
2M	cuda_cached_means	soa	8	64	1	1	4	256	48k	5	4.21645	0.25132
2M	cuda_cached_means	soa	8	64	1	1	4	1024	48k	1	4.17056	0.248584
2M	cuda_cached_means	soa	8	64	1	1	4	1024	48k	2	4.19698	0.250159
2M	cuda_cached_means	soa	8	64	1	1	4	1024	48k	3	4.16308	0.248139
2M	cuda_cached_means	soa	8	64	1	1	4	1024	48k	4	4.17301	0.248731
2M	cuda_cached_means	soa	8	64	1	1	4	1024	48k	5	4.17876	0.249074
2M	cuda_cached_means	soa	8	64	1	1	8	256	48k	1	3.16251	0.1885
2M	cuda_cached_means	soa	8	64	1	1	8	256	48k	2	3.15867	0.188271
2M	cuda_cached_means	soa	8	64	1	1	8	256	48k	3	3.15809	0.188237
2M	cuda_cached_means	soa	8	64	1	1	8	256	48k	4	3.17032	0.188966
2M	cuda_cached_means	soa	8	64	1	1	8	256	48k	5	3.15648	0.188141
2M	cuda_cached_means	soa	8	64	1	1	8	1024	48k	1	3.11187	0.185482
2M	cuda_cached_means	soa	8	64	1	1	8	1024	48k	2	3.123	0.186145
2M	cuda_cached_means	soa	8	64	1	1	8	1024	48k	3	3.12631	0.186343
2M	cuda_cached_means	soa	8	64	1	1	8	1024	48k	4	3.12542	0.186289
2M	cuda_cached_means	soa	8	64	1	1	8	1024	48k	5	3.12255	0.186118
2M	cuda_cached_means	soa	8	64	1	1	16	256	48k	1	2.49999	0.149011
2M	cuda_cached_means	soa	8	64	1	1	16	256	48k	2	2.5007	0.149054
2M	cuda_cached_means	soa	8	64	1	1	16	256	48k	3	2.50099	0.14907
2M	cuda_cached_means	soa	8	64	1	1	16	256	48k	4	2.50084	0.149062
2M	cuda_cached_means	soa	8	64	1	1	16	256	48k	5	2.50283	0.14918
2M	cuda_cached_means	soa	8	64	1	1	16	1024	48k	1	2.91354	0.173661
2M	cuda_cached_means	soa	8	64	1	1	16	1024	48k	2	2.91181	0.173557
2M	cuda_cached_means	soa	8	64	1	1	16	1024	48k	3	2.92376	0.17427
2M	cuda_cached_means	soa	8	64	1	1	16	1024	48k	4	2.92098	0.174104
2M	cuda_cached_means	soa	8	64	1	1	16	1024	48k	5	2.91663	0.173845
2M	cuda_cached_means	soa	8	256	1	1	1	256	48k	1	44.0103	2.62322
2M	cuda_cached_means	soa	8	256	1	1	1	256	48k	2	43.9378	2.61889
2M	cuda_cached_means	soa	8	256	1	1	1	256	48k	3	43.9534	2.61983
2M	cuda_cached_means	soa	8	256	1	1	1	256	48k	4	43.9452	2.61934
2M	cuda_cached_means	soa	8	256	1	1	1	256	48k	5	43.9117	2.61734
2M	cuda_cached_means	soa	8	256	1	1	1	1024	48k	1	43.5958	2.59851
2M	cuda_cached_means	soa	8	256	1	1	1	1024	48k	2	43.5717	2.59708
2M	cuda_cached_means	soa	8	256	1	1	1	1024	48k	3	43.4194	2.588
2M	cuda_cached_means	soa	8	256	1	1	1	1024	48k	4	43.5815	2.59766
2M	cuda_cached_means	soa	8	256	1	1	1	1024	48k	5	43.4027	2.587
2M	cuda_cached_means	soa	8	256	1	1	2	256	48k	1	23.9089	1.42508
2M	cuda_cached_means	soa	8	256	1	1	2	256	48k	2	23.8815	1.42345
2M	cuda_cached_means	soa	8	256	1	1	2	256	48k	3	23.9175	1.42559
2M	cuda_cached_means	soa	8	256	1	1	2	256	48k	4	23.9125	1.4253
2M	cuda_cached_means	soa	8	256	1	1	2	256	48k	5	23.9455	1.42726
2M	cuda_cached_means	soa	8	256	1	1	2	1024	48k	1	23.4301	1.39654
2M	cuda_cached_means	soa	8	256	1	1	2	1024	48k	2	25.317	1.50901
2M	cuda_cached_means	soa	8	256	1	1	2	1024	48k	3	23.4152	1.39565
2M	cuda_cached_means	soa	8	256	1	1	2	1024	48k	4	23.4206	1.39598
2M	cuda_cached_means	soa	8	256	1	1	2	1024	48k	5	23.438	1.39701
2M	cuda_cached_means	soa	8	256	1	1	4	256	48k	1	16.4281	0.979192
2M	cuda_cached_means	soa	8	256	1	1	4	256	48k	2	16.4062	0.977887
2M	cuda_cached_means	soa	8	256	1	1	4	256	48k	3	16.4213	0.978788
2M	cuda_cached_means	soa	8	256	1	1	4	256	48k	4	16.4189	0.978644
2M	cuda_cached_means	soa	8	256	1	1	4	256	48k	5	16.4128	0.978277
2M	cuda_cached_means	soa	8	256	1	1	4	1024	48k	1	16.1714	0.963889
2M	cuda_cached_means	soa	8	256	1	1	4	1024	48k	2	16.1683	0.963706
2M	cuda_cached_means	soa	8	256	1	1	4	1024	48k	3	16.1694	0.96377
2M	cuda_cached_means	soa	8	256	1	1	4	1024	48k	4	16.1699	0.963804
2M	cuda_cached_means	soa	8	256	1	1	4	1024	48k	5	16.1701	0.963815
2M	cuda_cached_means	soa	8	256	1	1	8	256	48k	1	12.1496	0.724173
2M	cuda_cached_means	soa	8	256	1	1	8	256	48k	2	12.1682	0.725281
2M	cuda_cached_means	soa	8	256	1	1	8	256	48k	3	12.1578	0.724659
2M	cuda_cached_means	soa	8	256	1	1	8	256	48k	4	12.1556	0.724529
2M	cuda_cached_means	soa	8	256	1	1	8	256	48k	5	12.1556	0.72453
2M	cuda_cached_means	soa	8	256	1	1	8	1024	48k	1	11.9003	0.709314
2M	cuda_cached_means	soa	8	256	1	1	8	1024	48k	2	11.9456	0.712015
2M	cuda_cached_means	soa	8	256	1	1	8	1024	48k	3	11.9448	0.711965
2M	cuda_cached_means	soa	8	256	1	1	8	1024	48k	4	11.9429	0.71185
2M	cuda_cached_means	soa	8	256	1	1	8	1024	48k	5	11.9561	0.712639
2M	cuda_cached_means	soa	8	256	1	1	16	256	48k	1	9.37736	0.558934
2M	cuda_cached_means	soa	8	256	1	1	16	256	48k	2	9.37845	0.558999
2M	cuda_cached_means	soa	8	256	1	1	16	256	48k	3	9.38086	0.559143
2M	cuda_cached_means	soa	8	256	1	1	16	256	48k	4	9.37634	0.558873
2M	cuda_cached_means	soa	8	256	1	1	16	256	48k	5	9.37713	0.558921
2M	cuda_cached_means	soa	8	256	1	1	16	1024	48k	1	9.75211	0.581271
2M	cuda_cached_means	soa	8	256	1	1	16	1024	48k	2	9.75283	0.581314
2M	cuda_cached_means	soa	8	256	1	1	16	1024	48k	3	9.74336	0.580749
2M	cuda_cached_means	soa	8	256	1	1	16	1024	48k	4	9.75244	0.581291
2M	cuda_cached_means	soa	8	256	1	1	16	1024	48k	5	9.74074	0.580593
2M	cuda_cached_means	soa	8	1024	1	1	1	256	48k	1	162.596	9.69147
2M	cuda_cached_means	soa	8	1024	1	1	1	256	48k	2	162.643	9.69427
2M	cuda_cached_means	soa	8	1024	1	1	1	256	48k	3	162.462	9.68351
2M	cuda_cached_means	soa	8	1024	1	1	1	256	48k	4	162.749	9.7006
2M	cuda_cached_means	soa	8	1024	1	1	1	256	48k	5	162.427	9.68138
2M	cuda_cached_means	soa	8	1024	1	1	1	1024	48k	1	160.057	9.54016
2M	cuda_cached_means	soa	8	1024	1	1	1	1024	48k	2	160.119	9.54385
2M	cuda_cached_means	soa	8	1024	1	1	1	1024	48k	3	160.123	9.54407
2M	cuda_cached_means	soa	8	1024	1	1	1	1024	48k	4	160.701	9.57851
2M	cuda_cached_means	soa	8	1024	1	1	1	1024	48k	5	159.985	9.53588
2M	cuda_cached_means	soa	8	1024	1	1	2	256	48k	1	87.3307	5.20531
2M	cuda_cached_means	soa	8	1024	1	1	2	256	48k	2	87.3826	5.20841
2M	cuda_cached_means	soa	8	1024	1	1	2	256	48k	3	87.3294	5.20524
2M	cuda_cached_means	soa	8	1024	1	1	2	256	48k	4	87.3774	5.2081
2M	cuda_cached_means	soa	8	1024	1	1	2	256	48k	5	87.4238	5.21087
2M	cuda_cached_means	soa	8	1024	1	1	2	1024	48k	1	85.9196	5.12121
2M	cuda_cached_means	soa	8	1024	1	1	2	1024	48k	2	85.9206	5.12127
2M	cuda_cached_means	soa	8	1024	1	1	2	1024	48k	3	85.5471	5.099
2M	cuda_cached_means	soa	8	1024	1	1	2	1024	48k	4	85.5246	5.09766
2M	cuda_cached_means	soa	8	1024	1	1	2	1024	48k	5	85.5365	5.09837
2M	cuda_cached_means	soa	8	1024	1	1	4	256	48k	1	59.7693	3.56253
2M	cuda_cached_means	soa	8	1024	1	1	4	256	48k	2	59.7651	3.56228
2M	cuda_cached_means	soa	8	1024	1	1	4	256	48k	3	59.7881	3.56365
2M	cuda_cached_means	soa	8	1024	1	1	4	256	48k	4	65.2422	3.88874
2M	cuda_cached_means	soa	8	1024	1	1	4	256	48k	5	59.771	3.56263
2M	cuda_cached_means	soa	8	1024	1	1	4	1024	48k	1	58.8527	3.50789
2M	cuda_cached_means	soa	8	1024	1	1	4	1024	48k	2	58.8269	3.50636
2M	cuda_cached_means	soa	8	1024	1	1	4	1024	48k	3	58.8076	3.50521
2M	cuda_cached_means	soa	8	1024	1	1	4	1024	48k	4	58.7965	3.50454
2M	cuda_cached_means	soa	8	1024	1	1	4	1024	48k	5	58.8295	3.50651
2M	cuda_cached_means	soa	8	1024	1	1	8	256	48k	1	44.3482	2.64336
2M	cuda_cached_means	soa	8	1024	1	1	8	256	48k	2	44.3764	2.64504
2M	cuda_cached_means	soa	8	1024	1	1	8	256	48k	3	44.7781	2.66898
2M	cuda_cached_means	soa	8	1024	1	1	8	256	48k	4	44.7656	2.66824
2M	cuda_cached_means	soa	8	1024	1	1	8	256	48k	5	44.7765	2.66889
2M	cuda_cached_means	soa	8	1024	1	1	8	1024	48k	1	43.7796	2.60947
2M	cuda_cached_means	soa	8	1024	1	1	8	1024	48k	2	43.8981	2.61653
2M	cuda_cached_means	soa	8	1024	1	1	8	1024	48k	3	43.8225	2.61202
2M	cuda_cached_means	soa	8	1024	1	1	8	1024	48k	4	43.8515	2.61375
2M	cuda_cached_means	soa	8	1024	1	1	8	1024	48k	5	43.8185	2.61179
2M	cuda_cached_means	soa	8	1024	1	1	16	256	48k	1	35.4697	2.11416
2M	cuda_cached_means	soa	8	1024	1	1	16	256	48k	2	35.4439	2.11262
2M	cuda_cached_means	soa	8	1024	1	1	16	256	48k	3	35.4391	2.11234
2M	cuda_cached_means	soa	8	1024	1	1	16	256	48k	4	35.4506	2.11302
2M	cuda_cached_means	soa	8	1024	1	1	16	256	48k	5	35.4855	2.1151
2M	cuda_cached_means	soa	8	1024	1	1	16	1024	48k	1	33.4357	1.99292
2M	cuda_cached_means	soa	8	1024	1	1	16	1024	48k	2	33.4424	1.99332
2M	cuda_cached_means	soa	8	1024	1	1	16	1024	48k	3	33.4263	1.99236
2M	cuda_cached_means	soa	8	1024	1	1	16	1024	48k	4	36.159	2.15524
2M	cuda_cached_means	soa	8	1024	1	1	16	1024	48k	5	36.1696	2.15587
2M	cuda_cached_means	soa	16	16	1	1	1	256	48k	1	5.20769	0.155201
2M	cuda_cached_means	soa	16	16	1	1	1	256	48k	2	5.23269	0.155946
2M	cuda_cached_means	soa	16	16	1	1	1	256	48k	3	4.89128	0.145771
2M	cuda_cached_means	soa	16	16	1	1	1	256	48k	4	5.27424	0.157185
2M	cuda_cached_means	soa	16	16	1	1	1	256	48k	5	5.22637	0.155758
2M	cuda_cached_means	soa	16	16	1	1	1	1024	48k	1	4.91946	0.146611
2M	cuda_cached_means	soa	16	16	1	1	1	1024	48k	2	4.82167	0.143697
2M	cuda_cached_means	soa	16	16	1	1	1	1024	48k	3	4.93412	0.147048
2M	cuda_cached_means	soa	16	16	1	1	1	1024	48k	4	4.94719	0.147438
2M	cuda_cached_means	soa	16	16	1	1	1	1024	48k	5	5.30525	0.158109
2M	cuda_cached_means	soa	16	16	1	1	2	256	48k	1	5.69562	0.169743
2M	cuda_cached_means	soa	16	16	1	1	2	256	48k	2	5.69428	0.169703
2M	cuda_cached_means	soa	16	16	1	1	2	256	48k	3	5.63422	0.167913
2M	cuda_cached_means	soa	16	16	1	1	2	256	48k	4	5.6234	0.16759
2M	cuda_cached_means	soa	16	16	1	1	2	256	48k	5	5.69513	0.169728
2M	cuda_cached_means	soa	16	16	1	1	2	1024	48k	1	5.83998	0.174045
2M	cuda_cached_means	soa	16	16	1	1	2	1024	48k	2	5.87612	0.175122
2M	cuda_cached_means	soa	16	16	1	1	2	1024	48k	3	5.89429	0.175664
2M	cuda_cached_means	soa	16	16	1	1	2	1024	48k	4	5.87208	0.175002
2M	cuda_cached_means	soa	16	16	1	1	2	1024	48k	5	5.90913	0.176106
2M	cuda_cached_means	soa	16	16	1	1	4	256	48k	1	1.89829	0.0565735
2M	cuda_cached_means	soa	16	16	1	1	4	256	48k	2	1.89222	0.0563927
2M	cuda_cached_means	soa	16	16	1	1	4	256	48k	3	1.89758	0.0565523
2M	cuda_cached_means	soa	16	16	1	1	4	256	48k	4	1.89409	0.0564482
2M	cuda_cached_means	soa	16	16	1	1	4	256	48k	5	1.89695	0.0565336
2M	cuda_cached_means	soa	16	16	1	1	4	1024	48k	1	1.88344	0.056131
2M	cuda_cached_means	soa	16	16	1	1	4	1024	48k	2	1.89962	0.056613
2M	cuda_cached_means	soa	16	16	1	1	4	1024	48k	3	1.88257	0.0561049
2M	cuda_cached_means	soa	16	16	1	1	4	1024	48k	4	1.88507	0.0561796
2M	cuda_cached_means	soa	16	16	1	1	4	1024	48k	5	1.88582	0.0562018
2M	cuda_cached_means	soa	16	16	1	1	8	256	48k	1	1.40961	0.0420096
2M	cuda_cached_means	soa	16	16	1	1	8	256	48k	2	1.40688	0.0419281
2M	cuda_cached_means	soa	16	16	1	1	8	256	48k	3	1.41332	0.0421203
2M	cuda_cached_means	soa	16	16	1	1	8	256	48k	4	1.41136	0.0420619
2M	cuda_cached_means	soa	16	16	1	1	8	256	48k	5	1.40646	0.0419156
2M	cuda_cached_means	soa	16	16	1	1	8	1024	48k	1	1.42785	0.0425532
2M	cuda_cached_means	soa	16	16	1	1	8	1024	48k	2	1.42702	0.0425286
2M	cuda_cached_means	soa	16	16	1	1	8	1024	48k	3	1.42846	0.0425713
2M	cuda_cached_means	soa	16	16	1	1	8	1024	48k	4	1.42162	0.0423676
2M	cuda_cached_means	soa	16	16	1	1	8	1024	48k	5	1.43823	0.0428626
2M	cuda_cached_means	soa	16	16	1	1	16	256	48k	1	1.17408	0.0349903
2M	cuda_cached_means	soa	16	16	1	1	16	256	48k	2	1.17786	0.035103
2M	cuda_cached_means	soa	16	16	1	1	16	256	48k	3	1.18059	0.0351844
2M	cuda_cached_means	soa	16	16	1	1	16	256	48k	4	1.17934	0.0351471
2M	cuda_cached_means	soa	16	16	1	1	16	256	48k	5	1.17446	0.0350015
2M	cuda_cached_means	soa	16	16	1	1	16	1024	48k	1	1.45496	0.043361
2M	cuda_cached_means	soa	16	16	1	1	16	1024	48k	2	1.45581	0.0433865
2M	cuda_cached_means	soa	16	16	1	1	16	1024	48k	3	1.45924	0.0434889
2M	cuda_cached_means	soa	16	16	1	1	16	1024	48k	4	1.46015	0.0435158
2M	cuda_cached_means	soa	16	16	1	1	16	1024	48k	5	1.45212	0.0432764
2M	cuda_cached_means	soa	16	64	1	1	1	256	48k	1	19.1632	0.571108
2M	cuda_cached_means	soa	16	64	1	1	1	256	48k	2	19.1332	0.570212
2M	cuda_cached_means	soa	16	64	1	1	1	256	48k	3	19.1255	0.569985
2M	cuda_cached_means	soa	16	64	1	1	1	256	48k	4	19.1503	0.570724
2M	cuda_cached_means	soa	16	64	1	1	1	256	48k	5	19.1563	0.570902
2M	cuda_cached_means	soa	16	64	1	1	1	1024	48k	1	18.8678	0.562303
2M	cuda_cached_means	soa	16	64	1	1	1	1024	48k	2	18.8619	0.562129
2M	cuda_cached_means	soa	16	64	1	1	1	1024	48k	3	18.7367	0.558398
2M	cuda_cached_means	soa	16	64	1	1	1	1024	48k	4	18.8492	0.56175
2M	cuda_cached_means	soa	16	64	1	1	1	1024	48k	5	18.8003	0.560292
2M	cuda_cached_means	soa	16	64	1	1	2	256	48k	1	22.6165	0.674024
2M	cuda_cached_means	soa	16	64	1	1	2	256	48k	2	22.5799	0.672934
2M	cuda_cached_means	soa	16	64	1	1	2	256	48k	3	11.0588	0.329577
2M	cuda_cached_means	soa	16	64	1	1	2	256	48k	4	22.4709	0.669686
2M	cuda_cached_means	soa	16	64	1	1	2	256	48k	5	22.828	0.680328
2M	cuda_cached_means	soa	16	64	1	1	2	1024	48k	1	23.2824	0.693868
2M	cuda_cached_means	soa	16	64	1	1	2	1024	48k	2	23.2291	0.692281
2M	cuda_cached_means	soa	16	64	1	1	2	1024	48k	3	23.2604	0.693215
2M	cuda_cached_means	soa	16	64	1	1	2	1024	48k	4	22.8169	0.679996
2M	cuda_cached_means	soa	16	64	1	1	2	1024	48k	5	23.2834	0.693898
2M	cuda_cached_means	soa	16	64	1	1	4	256	48k	1	7.08651	0.211194
2M	cuda_cached_means	soa	16	64	1	1	4	256	48k	2	7.09785	0.211532
2M	cuda_cached_means	soa	16	64	1	1	4	256	48k	3	7.09025	0.211306
2M	cuda_cached_means	soa	16	64	1	1	4	256	48k	4	7.13158	0.212538
2M	cuda_cached_means	soa	16	64	1	1	4	256	48k	5	7.1199	0.212189
2M	cuda_cached_means	soa	16	64	1	1	4	1024	48k	1	6.96289	0.20751
2M	cuda_cached_means	soa	16	64	1	1	4	1024	48k	2	6.95248	0.2072
2M	cuda_cached_means	soa	16	64	1	1	4	1024	48k	3	6.95275	0.207208
2M	cuda_cached_means	soa	16	64	1	1	4	1024	48k	4	6.93343	0.206632
