N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
2M	5	cuda_base	soa	128	4096	256	48k	2	6143.19	22.8852
2M	5	cuda_base	soa	128	4096	256	48k	3	6159.94	22.9476
2M	5	cuda_base	soa	128	4096	256	48k	4	6155.32	22.9304
2M	5	cuda_base	soa	128	4096	1024	48k	1	6168.8	22.9806
2M	5	cuda_base	soa	128	4096	1024	48k	2	6162.16	22.9558
2M	5	cuda_base	soa	128	4096	1024	48k	3	6173.12	22.9967
2M	5	cuda_base	soa	128	4096	1024	48k	4	6177.29	23.0122
2M	5	cuda_best	aos	4	16	256	48k	1	1.04165	0.124175
2M	5	cuda_best	aos	4	16	256	48k	2	1.11045	0.132376
2M	5	cuda_best	aos	4	16	256	48k	3	1.02854	0.122612
2M	5	cuda_best	aos	4	16	256	48k	4	1.15184	0.13731
2M	5	cuda_best	aos	4	16	1024	48k	1	1.07349	0.12797
2M	5	cuda_best	aos	4	16	1024	48k	2	1.14416	0.136395
2M	5	cuda_best	aos	4	16	1024	48k	3	1.06114	0.126498
2M	5	cuda_best	aos	4	16	1024	48k	4	1.18341	0.141074
2M	5	cuda_best	aos	4	64	256	48k	1	1.7518	0.20883
2M	5	cuda_best	aos	4	64	256	48k	2	1.74306	0.207789
2M	5	cuda_best	aos	4	64	256	48k	3	1.74546	0.208075
2M	5	cuda_best	aos	4	64	256	48k	4	1.7526	0.208926
2M	5	cuda_best	aos	4	64	1024	48k	1	1.80416	0.215072
2M	5	cuda_best	aos	4	64	1024	48k	2	1.79569	0.214063
2M	5	cuda_best	aos	4	64	1024	48k	3	1.7971	0.214231
2M	5	cuda_best	aos	4	64	1024	48k	4	1.8047	0.215137
2M	5	cuda_best	aos	4	256	256	48k	1	2.30702	0.275018
2M	5	cuda_best	aos	4	256	256	48k	2	2.34313	0.279323
2M	5	cuda_best	aos	4	256	256	48k	3	2.31183	0.275591
2M	5	cuda_best	aos	4	256	256	48k	4	2.36869	0.28237
2M	5	cuda_best	aos	4	256	1024	48k	1	2.4425	0.291169
2M	5	cuda_best	aos	4	256	1024	48k	2	2.93535	0.349921
2M	5	cuda_best	aos	4	256	1024	48k	3	2.89579	0.345205
2M	5	cuda_best	aos	4	256	1024	48k	4	2.96716	0.353713
2M	5	cuda_best	aos	4	1024	256	48k	1	6.44402	0.768187
2M	5	cuda_best	aos	4	1024	256	48k	2	6.44115	0.767845
2M	5	cuda_best	aos	4	1024	256	48k	3	6.43783	0.767449
2M	5	cuda_best	aos	4	1024	256	48k	4	6.45248	0.769196
2M	5	cuda_best	aos	4	1024	1024	48k	1	7.57085	0.902515
2M	5	cuda_best	aos	4	1024	1024	48k	2	7.56844	0.902229
2M	5	cuda_best	aos	4	1024	1024	48k	3	7.56483	0.901798
2M	5	cuda_best	aos	4	1024	1024	48k	4	7.57944	0.90354
2M	5	cuda_best	aos	4	4096	256	48k	1	21.9979	2.62236
2M	5	cuda_best	aos	4	4096	256	48k	2	20.6683	2.46385
2M	5	cuda_best	aos	4	4096	256	48k	3	20.8708	2.48799
2M	5	cuda_best	aos	4	4096	256	48k	4	20.7088	2.46868
2M	5	cuda_best	aos	4	4096	1024	48k	1	23.1223	2.7564
2M	5	cuda_best	aos	4	4096	1024	48k	2	23.1227	2.75644
2M	5	cuda_best	aos	4	4096	1024	48k	3	23.1238	2.75657
2M	5	cuda_best	aos	4	4096	1024	48k	4	23.1238	2.75657
2M	5	cuda_best	aos	8	16	256	48k	1	1.42356	0.0848509
2M	5	cuda_best	aos	8	16	256	48k	2	1.35537	0.080786
2M	5	cuda_best	aos	8	16	256	48k	3	1.37466	0.0819363
2M	5	cuda_best	aos	8	16	256	48k	4	1.36766	0.0815187
2M	5	cuda_best	aos	8	16	1024	48k	1	1.47785	0.0880869
2M	5	cuda_best	aos	8	16	1024	48k	2	1.40912	0.08399
2M	5	cuda_best	aos	8	16	1024	48k	3	1.42773	0.0850992
2M	5	cuda_best	aos	8	16	1024	48k	4	1.42043	0.0846644
2M	5	cuda_best	aos	8	64	256	48k	1	2.42726	0.144676
2M	5	cuda_best	aos	8	64	256	48k	2	2.43556	0.145171
2M	5	cuda_best	aos	8	64	256	48k	3	2.42511	0.144548
2M	5	cuda_best	aos	8	64	256	48k	4	2.42884	0.14477
2M	5	cuda_best	aos	8	64	1024	48k	1	2.91669	0.173848
2M	5	cuda_best	aos	8	64	1024	48k	2	2.92428	0.1743
2M	5	cuda_best	aos	8	64	1024	48k	3	2.91525	0.173762
2M	5	cuda_best	aos	8	64	1024	48k	4	2.91838	0.173949
2M	5	cuda_best	aos	8	256	256	48k	1	2.84827	0.16977
2M	5	cuda_best	aos	8	256	256	48k	2	2.84087	0.169329
2M	5	cuda_best	aos	8	256	256	48k	3	2.8454	0.169599
2M	5	cuda_best	aos	8	256	256	48k	4	2.8678	0.170934
2M	5	cuda_best	aos	8	256	1024	48k	1	3.48478	0.207709
2M	5	cuda_best	aos	8	256	1024	48k	2	3.47775	0.20729
2M	5	cuda_best	aos	8	256	1024	48k	3	3.48457	0.207696
2M	5	cuda_best	aos	8	256	1024	48k	4	3.50339	0.208818
2M	5	cuda_best	aos	8	1024	256	48k	1	7.59093	0.452455
2M	5	cuda_best	aos	8	1024	256	48k	2	7.58656	0.452194
2M	5	cuda_best	aos	8	1024	256	48k	3	7.57831	0.451703
2M	5	cuda_best	aos	8	1024	256	48k	4	7.59521	0.45271
2M	5	cuda_best	aos	8	1024	1024	48k	1	8.88739	0.52973
2M	5	cuda_best	aos	8	1024	1024	48k	2	8.80699	0.524938
2M	5	cuda_best	aos	8	1024	1024	48k	3	8.79785	0.524393
2M	5	cuda_best	aos	8	1024	1024	48k	4	8.80882	0.525046
2M	5	cuda_best	aos	8	4096	256	48k	1	30.3246	1.80749
2M	5	cuda_best	aos	8	4096	256	48k	2	29.8923	1.78172
2M	5	cuda_best	aos	8	4096	256	48k	3	29.9916	1.78764
2M	5	cuda_best	aos	8	4096	256	48k	4	30.0288	1.78985
2M	5	cuda_best	aos	8	4096	1024	48k	1	33.8251	2.01613
2M	5	cuda_best	aos	8	4096	1024	48k	2	33.8179	2.01571
2M	5	cuda_best	aos	8	4096	1024	48k	3	33.8222	2.01596
2M	5	cuda_best	aos	8	4096	1024	48k	4	33.8223	2.01597
2M	5	cuda_best	aos	16	16	256	48k	1	2.15576	0.0642465
2M	5	cuda_best	aos	16	16	256	48k	2	2.5356	0.0755668
2M	5	cuda_best	aos	16	16	256	48k	3	2.47461	0.073749
2M	5	cuda_best	aos	16	16	256	48k	4	2.49566	0.0743763
2M	5	cuda_best	aos	16	16	1024	48k	1	2.60899	0.077754
2M	5	cuda_best	aos	16	16	1024	48k	2	2.60727	0.0777027
2M	5	cuda_best	aos	16	16	1024	48k	3	2.54615	0.0758813
2M	5	cuda_best	aos	16	16	1024	48k	4	2.56948	0.0765766
2M	5	cuda_best	aos	16	64	256	48k	1	3.05068	0.0909172
2M	5	cuda_best	aos	16	64	256	48k	2	3.05087	0.0909231
2M	5	cuda_best	aos	16	64	256	48k	3	3.05651	0.091091
2M	5	cuda_best	aos	16	64	256	48k	4	3.05528	0.0910543
2M	5	cuda_best	aos	16	64	1024	48k	1	3.7558	0.111932
2M	5	cuda_best	aos	16	64	1024	48k	2	3.75733	0.111977
2M	5	cuda_best	aos	16	64	1024	48k	3	3.7634	0.112158
2M	5	cuda_best	aos	16	64	1024	48k	4	3.76094	0.112085
2M	5	cuda_best	aos	16	256	256	48k	1	4.75847	0.141813
2M	5	cuda_best	aos	16	256	256	48k	2	4.69138	0.139814
2M	5	cuda_best	aos	16	256	256	48k	3	4.6825	0.139549
2M	5	cuda_best	aos	16	256	256	48k	4	4.73166	0.141014
2M	5	cuda_best	aos	16	256	1024	48k	1	5.74701	0.171274
2M	5	cuda_best	aos	16	256	1024	48k	2	5.6837	0.169387
2M	5	cuda_best	aos	16	256	1024	48k	3	5.66731	0.168899
2M	5	cuda_best	aos	16	256	1024	48k	4	5.72386	0.170584
2M	5	cuda_best	aos	16	1024	256	48k	1	13.6274	0.406127
2M	5	cuda_best	aos	16	1024	256	48k	2	13.0953	0.390269
2M	5	cuda_best	aos	16	1024	256	48k	3	12.7892	0.381149
2M	5	cuda_best	aos	16	1024	256	48k	4	12.8007	0.381489
2M	5	cuda_best	aos	16	1024	1024	48k	1	14.4242	0.429875
2M	5	cuda_best	aos	16	1024	1024	48k	2	14.4198	0.429744
2M	5	cuda_best	aos	16	1024	1024	48k	3	14.4177	0.429681
2M	5	cuda_best	aos	16	1024	1024	48k	4	14.4212	0.429784
2M	5	cuda_best	aos	16	4096	256	48k	1	50.6932	1.51078
2M	5	cuda_best	aos	16	4096	256	48k	2	51.0248	1.52066
2M	5	cuda_best	aos	16	4096	256	48k	3	50.7165	1.51147
2M	5	cuda_best	aos	16	4096	256	48k	4	50.7674	1.51299
2M	5	cuda_best	aos	16	4096	1024	48k	1	55.6926	1.65977
2M	5	cuda_best	aos	16	4096	1024	48k	2	55.689	1.65966
2M	5	cuda_best	aos	16	4096	1024	48k	3	55.7341	1.66101
2M	5	cuda_best	aos	16	4096	1024	48k	4	55.6873	1.65961
2M	5	cuda_best	aos	32	16	256	48k	1	6.32865	0.0943043
2M	5	cuda_best	aos	32	16	256	48k	2	6.33906	0.0944593
2M	5	cuda_best	aos	32	16	256	48k	3	6.33827	0.0944476
2M	5	cuda_best	aos	32	16	256	48k	4	6.32041	0.0941814
2M	5	cuda_best	aos	32	16	1024	48k	1	6.23673	0.0929345
2M	5	cuda_best	aos	32	16	1024	48k	2	6.04739	0.0901131
2M	5	cuda_best	aos	32	16	1024	48k	3	6.03721	0.0899615
2M	5	cuda_best	aos	32	16	1024	48k	4	6.03061	0.089863
2M	5	cuda_best	aos	32	64	256	48k	1	4.01098	0.0597682
2M	5	cuda_best	aos	32	64	256	48k	2	4.012	0.0597835
2M	5	cuda_best	aos	32	64	256	48k	3	4.00857	0.0597323
2M	5	cuda_best	aos	32	64	256	48k	4	4.01381	0.0598104
2M	5	cuda_best	aos	32	64	1024	48k	1	4.31844	0.0643498
2M	5	cuda_best	aos	32	64	1024	48k	2	4.31728	0.0643324
2M	5	cuda_best	aos	32	64	1024	48k	3	4.31716	0.0643307
2M	5	cuda_best	aos	32	64	1024	48k	4	4.31643	0.0643198
2M	5	cuda_best	aos	32	256	256	48k	1	7.62736	0.113657
2M	5	cuda_best	aos	32	256	256	48k	2	7.56756	0.112765
2M	5	cuda_best	aos	32	256	256	48k	3	7.6348	0.113767
2M	5	cuda_best	aos	32	256	256	48k	4	7.60321	0.113297
2M	5	cuda_best	aos	32	256	1024	48k	1	8.21768	0.122453
2M	5	cuda_best	aos	32	256	1024	48k	2	8.15415	0.121506
2M	5	cuda_best	aos	32	256	1024	48k	3	9.72351	0.144892
2M	5	cuda_best	aos	32	256	1024	48k	4	8.78194	0.130861
2M	5	cuda_best	aos	32	1024	256	48k	1	26.1157	0.389154
2M	5	cuda_best	aos	32	1024	256	48k	2	25.8291	0.384884
2M	5	cuda_best	aos	32	1024	256	48k	3	25.8383	0.38502
2M	5	cuda_best	aos	32	1024	256	48k	4	25.876	0.385582
2M	5	cuda_best	aos	32	1024	1024	48k	1	26.6906	0.39772
2M	5	cuda_best	aos	32	1024	1024	48k	2	26.6902	0.397715
2M	5	cuda_best	aos	32	1024	1024	48k	3	26.6897	0.397707
2M	5	cuda_best	aos	32	1024	1024	48k	4	26.6955	0.397794
2M	5	cuda_best	aos	32	4096	256	48k	1	98.9057	1.47381
2M	5	cuda_best	aos	32	4096	256	48k	2	98.8092	1.47237
2M	5	cuda_best	aos	32	4096	256	48k	3	98.8356	1.47276
2M	5	cuda_best	aos	32	4096	256	48k	4	98.9463	1.47441
2M	5	cuda_best	aos	32	4096	1024	48k	1	102.575	1.52848
2M	5	cuda_best	aos	32	4096	1024	48k	2	102.388	1.52571
2M	5	cuda_best	aos	32	4096	1024	48k	3	102.969	1.53436
2M	5	cuda_best	aos	32	4096	1024	48k	4	102.723	1.5307
4M	5	cuda_best	aos	64	16	256	48k	1	22.717	0.0846276
4M	5	cuda_best	aos	64	16	256	48k	2	22.1474	0.0825056
4M	5	cuda_best	aos	64	16	256	48k	3	22.3657	0.0833187
4M	5	cuda_best	aos	64	16	256	48k	4	22.3296	0.0831842
4M	5	cuda_best	aos	64	16	1024	48k	1	21.4749	0.0800003
4M	5	cuda_best	aos	64	16	1024	48k	2	21.1134	0.0786535
4M	5	cuda_best	aos	64	16	1024	48k	3	21.1167	0.0786658
4M	5	cuda_best	aos	64	16	1024	48k	4	21.1181	0.0786711
4M	5	cuda_best	aos	64	64	256	48k	1	12.2943	0.0457998
4M	5	cuda_best	aos	64	64	256	48k	2	13.422	0.050001
4M	5	cuda_best	aos	64	64	256	48k	3	12.2998	0.0458202
4M	5	cuda_best	aos	64	64	256	48k	4	12.2984	0.045815
4M	5	cuda_best	aos	64	256	256	48k	1	31.3563	0.116811
4M	5	cuda_best	aos	64	256	256	48k	2	31.3872	0.116926
4M	5	cuda_best	aos	64	256	256	48k	3	31.3688	0.116858
4M	5	cuda_best	aos	64	256	256	48k	4	33.0762	0.123218
4M	5	cuda_best	aos	64	1024	256	48k	1	102.654	0.382415
4M	5	cuda_best	aos	64	1024	256	48k	2	102.626	0.382313
4M	5	cuda_best	aos	64	1024	256	48k	3	102.736	0.382723
4M	5	cuda_best	aos	64	1024	256	48k	4	102.706	0.382608
4M	5	cuda_best	aos	64	4096	256	48k	1	389.301	1.45026
4M	5	cuda_best	aos	64	4096	256	48k	2	393.765	1.46689
4M	5	cuda_best	aos	64	4096	256	48k	3	389.136	1.44964
4M	5	cuda_best	aos	64	4096	256	48k	4	389.889	1.45245
2M	5	cuda_best	aos	128	16	256	48k	1	23.6243	0.0880072
2M	5	cuda_best	aos	128	16	256	48k	2	23.8463	0.0888345
2M	5	cuda_best	aos	128	16	256	48k	3	23.5228	0.0876292
2M	5	cuda_best	aos	128	16	256	48k	4	23.6807	0.0882175
2M	5	cuda_best	aos	128	16	1024	48k	1	21.4863	0.0800426
2M	5	cuda_best	aos	128	16	1024	48k	2	21.5552	0.0802992
2M	5	cuda_best	aos	128	16	1024	48k	3	21.5374	0.0802332
2M	5	cuda_best	aos	128	16	1024	48k	4	21.3893	0.0796812
2M	5	cuda_best	aos	128	64	256	48k	1	21.1576	0.0788184
2M	5	cuda_best	aos	128	64	256	48k	2	24.5044	0.0912858
2M	5	cuda_best	aos	128	64	256	48k	3	27.0414	0.100737
2M	5	cuda_best	aos	128	64	256	48k	4	24.2527	0.0903485
2M	5	cuda_best	aos	128	64	1024	48k	1	39.7556	0.148101
2M	5	cuda_best	aos	128	64	1024	48k	2	40.0602	0.149236
2M	5	cuda_best	aos	128	64	1024	48k	3	39.8386	0.14841
2M	5	cuda_best	aos	128	64	1024	48k	4	39.8786	0.148559
2M	5	cuda_best	aos	128	256	256	48k	1	56.5648	0.21072
2M	5	cuda_best	aos	128	256	256	48k	2	56.2953	0.209716
2M	5	cuda_best	aos	128	256	256	48k	3	56.9321	0.212089
2M	5	cuda_best	aos	128	256	256	48k	4	56.1599	0.209212
2M	5	cuda_best	aos	128	256	1024	48k	1	157.724	0.587567
2M	5	cuda_best	aos	128	256	1024	48k	2	158.061	0.588821
2M	5	cuda_best	aos	128	256	1024	48k	3	157.725	0.587571
2M	5	cuda_best	aos	128	256	1024	48k	4	158.045	0.588765
2M	5	cuda_best	aos	128	1024	256	48k	1	189.836	0.707194
2M	5	cuda_best	aos	128	1024	256	48k	2	184.15	0.686011
2M	5	cuda_best	aos	128	1024	256	48k	3	186.151	0.693468
2M	5	cuda_best	aos	128	1024	256	48k	4	192.24	0.71615
2M	5	cuda_best	aos	128	1024	1024	48k	1	626.719	2.33471
2M	5	cuda_best	aos	128	1024	1024	48k	2	627.518	2.33769
2M	5	cuda_best	aos	128	1024	1024	48k	3	629.609	2.34548
2M	5	cuda_best	aos	128	1024	1024	48k	4	628.844	2.34263
2M	5	cuda_best	aos	128	4096	256	48k	1	688.675	2.56551
2M	5	cuda_best	aos	128	4096	256	48k	2	686.722	2.55824
2M	5	cuda_best	aos	128	4096	256	48k	3	686.603	2.5578
2M	5	cuda_best	aos	128	4096	256	48k	4	681.291	2.53801
2M	5	cuda_best	aos	128	4096	1024	48k	1	2500.73	9.31594
2M	5	cuda_best	aos	128	4096	1024	48k	2	2502.18	9.32133
2M	5	cuda_best	aos	128	4096	1024	48k	3	2503.39	9.32585
2M	5	cuda_best	aos	128	4096	1024	48k	4	2506.16	9.33616
2M	5	cuda_best	soa	4	16	256	48k	1	1.05318	0.125549
2M	5	cuda_best	soa	4	16	256	48k	2	1.12175	0.133723
2M	5	cuda_best	soa	4	16	256	48k	3	1.03947	0.123914
2M	5	cuda_best	soa	4	16	256	48k	4	1.16317	0.138661
2M	5	cuda_best	soa	4	16	1024	48k	1	1.07274	0.12788
2M	5	cuda_best	soa	4	16	1024	48k	2	1.14318	0.136278
2M	5	cuda_best	soa	4	16	1024	48k	3	1.05894	0.126236
2M	5	cuda_best	soa	4	16	1024	48k	4	1.18217	0.140925
2M	5	cuda_best	soa	4	64	256	48k	1	1.7735	0.211418
2M	5	cuda_best	soa	4	64	256	48k	2	1.76541	0.210453
2M	5	cuda_best	soa	4	64	256	48k	3	1.7676	0.210714
2M	5	cuda_best	soa	4	64	256	48k	4	1.77463	0.211553
2M	5	cuda_best	soa	4	64	1024	48k	1	1.62369	0.193559
2M	5	cuda_best	soa	4	64	1024	48k	2	1.62593	0.193826
2M	5	cuda_best	soa	4	64	1024	48k	3	1.62547	0.193771
2M	5	cuda_best	soa	4	64	1024	48k	4	1.62379	0.193571
2M	5	cuda_best	soa	4	256	256	48k	1	2.79794	0.333541
2M	5	cuda_best	soa	4	256	256	48k	2	2.84177	0.338765
2M	5	cuda_best	soa	4	256	256	48k	3	2.80074	0.333875
2M	5	cuda_best	soa	4	256	256	48k	4	2.87133	0.342289
2M	5	cuda_best	soa	4	256	1024	48k	1	1.92045	0.228935
2M	5	cuda_best	soa	4	256	1024	48k	2	1.92407	0.229367
2M	5	cuda_best	soa	4	256	1024	48k	3	1.92287	0.229224
2M	5	cuda_best	soa	4	256	1024	48k	4	1.9249	0.229467
2M	5	cuda_best	soa	4	1024	256	48k	1	6.55759	0.781726
2M	5	cuda_best	soa	4	1024	256	48k	2	6.55261	0.781132
2M	5	cuda_best	soa	4	1024	256	48k	3	6.54838	0.780628
2M	5	cuda_best	soa	4	1024	256	48k	4	6.55833	0.781814
2M	5	cuda_best	soa	4	1024	1024	48k	1	7.65319	0.912331
2M	5	cuda_best	soa	4	1024	1024	48k	2	7.6541	0.91244
2M	5	cuda_best	soa	4	1024	1024	48k	3	7.46178	0.889513
2M	5	cuda_best	soa	4	1024	1024	48k	4	7.46983	0.890473
2M	5	cuda_best	soa	4	4096	256	48k	1	21.4322	2.55492
2M	5	cuda_best	soa	4	4096	256	48k	2	20.9425	2.49654
2M	5	cuda_best	soa	4	4096	256	48k	3	20.7523	2.47387
2M	5	cuda_best	soa	4	4096	256	48k	4	20.7014	2.4678
2M	5	cuda_best	soa	4	4096	1024	48k	1	23.1512	2.75984
2M	5	cuda_best	soa	4	4096	1024	48k	2	23.1533	2.76009
2M	5	cuda_best	soa	4	4096	1024	48k	3	23.153	2.76006
2M	5	cuda_best	soa	4	4096	1024	48k	4	23.1525	2.75999
2M	5	cuda_best	soa	8	16	256	48k	1	1.46367	0.0872416
2M	5	cuda_best	soa	8	16	256	48k	2	1.3967	0.08325
2M	5	cuda_best	soa	8	16	256	48k	3	1.41413	0.0842887
2M	5	cuda_best	soa	8	16	256	48k	4	1.41112	0.0841093
2M	5	cuda_best	soa	8	16	1024	48k	1	1.48365	0.0884321
2M	5	cuda_best	soa	8	16	1024	48k	2	1.41409	0.0842865
2M	5	cuda_best	soa	8	16	1024	48k	3	1.4358	0.0855801
2M	5	cuda_best	soa	8	16	1024	48k	4	1.43073	0.0852784
2M	5	cuda_best	soa	8	64	256	48k	1	2.45166	0.14613
2M	5	cuda_best	soa	8	64	256	48k	2	2.45536	0.146351
2M	5	cuda_best	soa	8	64	256	48k	3	2.45114	0.146099
2M	5	cuda_best	soa	8	64	256	48k	4	2.45515	0.146338
2M	5	cuda_best	soa	8	64	1024	48k	1	2.92645	0.17443
2M	5	cuda_best	soa	8	64	1024	48k	2	2.93264	0.174799
2M	5	cuda_best	soa	8	64	1024	48k	3	2.92941	0.174607
2M	5	cuda_best	soa	8	64	1024	48k	4	2.93277	0.174806
2M	5	cuda_best	soa	8	256	256	48k	1	2.88931	0.172216
2M	5	cuda_best	soa	8	256	256	48k	2	2.88219	0.171792
2M	5	cuda_best	soa	8	256	256	48k	3	2.88912	0.172205
2M	5	cuda_best	soa	8	256	256	48k	4	2.90928	0.173407
2M	5	cuda_best	soa	8	256	1024	48k	1	3.49988	0.208609
2M	5	cuda_best	soa	8	256	1024	48k	2	3.49191	0.208134
2M	5	cuda_best	soa	8	256	1024	48k	3	3.49637	0.2084
2M	5	cuda_best	soa	8	256	1024	48k	4	3.51453	0.209482
2M	5	cuda_best	soa	8	1024	256	48k	1	7.91174	0.471577
2M	5	cuda_best	soa	8	1024	256	48k	2	7.94634	0.473639
2M	5	cuda_best	soa	8	1024	256	48k	3	7.95402	0.474096
2M	5	cuda_best	soa	8	1024	256	48k	4	7.9109	0.471526
2M	5	cuda_best	soa	8	1024	1024	48k	1	9.05778	0.539885
2M	5	cuda_best	soa	8	1024	1024	48k	2	9.03622	0.538601
2M	5	cuda_best	soa	8	1024	1024	48k	3	9.03708	0.538652
2M	5	cuda_best	soa	8	1024	1024	48k	4	9.03084	0.53828
2M	5	cuda_best	soa	8	4096	256	48k	1	30.7798	1.83462
2M	5	cuda_best	soa	8	4096	256	48k	2	30.4005	1.81201
2M	5	cuda_best	soa	8	4096	256	48k	3	30.3034	1.80623
2M	5	cuda_best	soa	8	4096	256	48k	4	30.4341	1.81401
2M	5	cuda_best	soa	8	4096	1024	48k	1	33.8009	2.01469
2M	5	cuda_best	soa	8	4096	1024	48k	2	33.797	2.01446
2M	5	cuda_best	soa	8	4096	1024	48k	3	33.7961	2.0144
2M	5	cuda_best	soa	8	4096	1024	48k	4	33.7985	2.01455
2M	5	cuda_best	soa	16	16	256	48k	1	2.19382	0.0653809
2M	5	cuda_best	soa	16	16	256	48k	2	2.56273	0.0763752
2M	5	cuda_best	soa	16	16	256	48k	3	2.50046	0.0745194
2M	5	cuda_best	soa	16	16	256	48k	4	2.52244	0.0751745
2M	5	cuda_best	soa	16	16	1024	48k	1	2.56831	0.0765416
2M	5	cuda_best	soa	16	16	1024	48k	2	2.56698	0.0765021
2M	5	cuda_best	soa	16	16	1024	48k	3	2.50736	0.0747251
2M	5	cuda_best	soa	16	16	1024	48k	4	2.52826	0.0753479
2M	5	cuda_best	soa	16	64	256	48k	1	3.10831	0.0926348
2M	5	cuda_best	soa	16	64	256	48k	2	3.10643	0.0925789
2M	5	cuda_best	soa	16	64	256	48k	3	3.11101	0.0927152
2M	5	cuda_best	soa	16	64	256	48k	4	3.11085	0.0927104
2M	5	cuda_best	soa	16	64	1024	48k	1	3.69076	0.109993
2M	5	cuda_best	soa	16	64	1024	48k	2	3.68605	0.109853
2M	5	cuda_best	soa	16	64	1024	48k	3	3.69189	0.110027
2M	5	cuda_best	soa	16	64	1024	48k	4	3.69551	0.110135
2M	5	cuda_best	soa	16	256	256	48k	1	4.90119	0.146067
2M	5	cuda_best	soa	16	256	256	48k	2	4.84004	0.144244
2M	5	cuda_best	soa	16	256	256	48k	3	4.82842	0.143898
2M	5	cuda_best	soa	16	256	256	48k	4	4.87569	0.145307
2M	5	cuda_best	soa	16	256	1024	48k	1	5.62658	0.167685
2M	5	cuda_best	soa	16	256	1024	48k	2	5.4224	0.1616
2M	5	cuda_best	soa	16	256	1024	48k	3	5.4107	0.161251
2M	5	cuda_best	soa	16	256	1024	48k	4	5.46872	0.162981
2M	5	cuda_best	soa	16	1024	256	48k	1	14.2239	0.423906
2M	5	cuda_best	soa	16	1024	256	48k	2	13.6502	0.406806
2M	5	cuda_best	soa	16	1024	256	48k	3	13.7443	0.409612
2M	5	cuda_best	soa	16	1024	256	48k	4	13.6535	0.406905
2M	5	cuda_best	soa	16	1024	1024	48k	1	14.7802	0.440483
2M	5	cuda_best	soa	16	1024	1024	48k	2	14.7845	0.440613
2M	5	cuda_best	soa	16	1024	1024	48k	3	14.7797	0.440471
2M	5	cuda_best	soa	16	1024	1024	48k	4	14.7285	0.438944
2M	5	cuda_best	soa	16	4096	256	48k	1	51.8258	1.54453
2M	5	cuda_best	soa	16	4096	256	48k	2	52.0532	1.55131
2M	5	cuda_best	soa	16	4096	256	48k	3	52.012	1.55008
2M	5	cuda_best	soa	16	4096	256	48k	4	52.1886	1.55534
2M	5	cuda_best	soa	16	4096	1024	48k	1	55.1621	1.64396
2M	5	cuda_best	soa	16	4096	1024	48k	2	55.3583	1.64981
2M	5	cuda_best	soa	16	4096	1024	48k	3	55.3661	1.65004
2M	5	cuda_best	soa	16	4096	1024	48k	4	55.3655	1.65002
2M	5	cuda_best	soa	32	16	256	48k	1	2.70849	0.0403597
2M	5	cuda_best	soa	32	16	256	48k	2	2.70364	0.0402873
2M	5	cuda_best	soa	32	16	256	48k	3	2.70733	0.0403424
2M	5	cuda_best	soa	32	16	256	48k	4	2.70253	0.0402709
2M	5	cuda_best	soa	32	16	1024	48k	1	2.63147	0.039212
2M	5	cuda_best	soa	32	16	1024	48k	2	2.60815	0.0388645
2M	5	cuda_best	soa	32	16	1024	48k	3	2.64974	0.0394842
2M	5	cuda_best	soa	32	16	1024	48k	4	2.63674	0.0392904
2M	5	cuda_best	soa	32	64	256	48k	1	4.47822	0.0667307
2M	5	cuda_best	soa	32	64	256	48k	2	4.49873	0.0670363
2M	5	cuda_best	soa	32	64	256	48k	3	4.16399	0.0620483
2M	5	cuda_best	soa	32	64	256	48k	4	4.16093	0.0620026
2M	5	cuda_best	soa	32	64	1024	48k	1	4.34218	0.0647035
2M	5	cuda_best	soa	32	64	1024	48k	2	4.33565	0.0646063
2M	5	cuda_best	soa	32	64	1024	48k	3	4.13433	0.0616064
2M	5	cuda_best	soa	32	64	1024	48k	4	4.1344	0.0616074
2M	5	cuda_best	soa	32	256	256	48k	1	7.79946	0.116221
2M	5	cuda_best	soa	32	256	256	48k	2	7.79151	0.116103
2M	5	cuda_best	soa	32	256	256	48k	3	7.79253	0.116118
2M	5	cuda_best	soa	32	256	256	48k	4	7.78076	0.115942
2M	5	cuda_best	soa	32	256	1024	48k	1	7.61651	0.113495
2M	5	cuda_best	soa	32	256	1024	48k	2	7.56985	0.1128
2M	5	cuda_best	soa	32	256	1024	48k	3	7.62872	0.113677
2M	5	cuda_best	soa	32	256	1024	48k	4	7.57737	0.112912
2M	5	cuda_best	soa	32	1024	256	48k	1	27.1688	0.404846
2M	5	cuda_best	soa	32	1024	256	48k	2	27.1289	0.404252
2M	5	cuda_best	soa	32	1024	256	48k	3	27.0899	0.403671
2M	5	cuda_best	soa	32	1024	256	48k	4	27.0022	0.402363
2M	5	cuda_best	soa	32	1024	1024	48k	1	26.8009	0.399364
2M	5	cuda_best	soa	32	1024	1024	48k	2	26.7772	0.399011
2M	5	cuda_best	soa	32	1024	1024	48k	3	26.5816	0.396097
2M	5	cuda_best	soa	32	1024	1024	48k	4	26.7971	0.399308
2M	5	cuda_best	soa	32	4096	256	48k	1	99.2363	1.47874
2M	5	cuda_best	soa	32	4096	256	48k	2	99.37	1.48073
2M	5	cuda_best	soa	32	4096	256	48k	3	99.516	1.4829
2M	5	cuda_best	soa	32	4096	256	48k	4	99.2703	1.47924
