N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
2M	5	cuda_fused_fixed	aos,soa	16	4096	256	48k	1	60.4918	1.8028
2M	5	cuda_fused_fixed	aos,soa	16	4096	256	48k	2	60.4829	1.80253
2M	5	cuda_fused_fixed	aos,soa	16	4096	256	48k	3	60.6846	1.80854
2M	5	cuda_fused_fixed	aos,soa	16	4096	256	48k	4	60.6768	1.80831
2M	5	cuda_fused_fixed	aos,soa	32	16	256	48k	1	2.11978	0.0315872
2M	5	cuda_fused_fixed	aos,soa	32	16	256	48k	2	2.0481	0.0305191
2M	5	cuda_fused_fixed	aos,soa	32	16	256	48k	3	2.14585	0.0319757
2M	5	cuda_fused_fixed	aos,soa	32	16	256	48k	4	2.05821	0.0306698
2M	5	cuda_fused_fixed	aos,soa	32	64	256	48k	1	3.79762	0.0565889
2M	5	cuda_fused_fixed	aos,soa	32	64	256	48k	2	3.77524	0.0562555
2M	5	cuda_fused_fixed	aos,soa	32	64	256	48k	3	3.80652	0.0567216
2M	5	cuda_fused_fixed	aos,soa	32	64	256	48k	4	3.54077	0.0527616
2M	5	cuda_fused_fixed	aos,soa	32	256	256	48k	1	10.2627	0.152927
2M	5	cuda_fused_fixed	aos,soa	32	256	256	48k	2	10.2525	0.152774
2M	5	cuda_fused_fixed	aos,soa	32	256	256	48k	3	10.2322	0.152472
2M	5	cuda_fused_fixed	aos,soa	32	256	256	48k	4	10.2396	0.152582
2M	5	cuda_fused_fixed	aos,soa	32	1024	256	48k	1	37.5402	0.559392
2M	5	cuda_fused_fixed	aos,soa	32	1024	256	48k	2	37.535	0.559315
2M	5	cuda_fused_fixed	aos,soa	32	1024	256	48k	3	37.5309	0.559254
2M	5	cuda_fused_fixed	aos,soa	32	1024	256	48k	4	37.5227	0.559132
2M	5	cuda_fused_fixed	aos,soa	32	4096	256	48k	1	145.698	2.17107
2M	5	cuda_fused_fixed	aos,soa	32	4096	256	48k	2	145.709	2.17123
2M	5	cuda_fused_fixed	aos,soa	32	4096	256	48k	3	145.774	2.17221
2M	5	cuda_fused_fixed	aos,soa	32	4096	256	48k	4	145.839	2.17317
4M	5	cuda_fused_fixed	aos,soa	64	16	256	48k	1	7.19439	0.0268012
4M	5	cuda_fused_fixed	aos,soa	64	16	256	48k	2	6.83615	0.0254666
4M	5	cuda_fused_fixed	aos,soa	64	16	256	48k	3	7.13219	0.0265695
4M	5	cuda_fused_fixed	aos,soa	64	16	256	48k	4	6.89129	0.0256721
4M	5	cuda_fused_fixed	aos,soa	64	64	256	48k	1	15.328	0.0571013
4M	5	cuda_fused_fixed	aos,soa	64	64	256	48k	2	13.2453	0.0493425
4M	5	cuda_fused_fixed	aos,soa	64	64	256	48k	3	12.9475	0.0482333
4M	5	cuda_fused_fixed	aos,soa	64	64	256	48k	4	12.9507	0.0482451
4M	5	cuda_fused_fixed	aos,soa	64	256	256	48k	1	40.6815	0.15155
4M	5	cuda_fused_fixed	aos,soa	64	256	256	48k	2	45.0368	0.167775
4M	5	cuda_fused_fixed	aos,soa	64	256	256	48k	3	40.6522	0.151441
4M	5	cuda_fused_fixed	aos,soa	64	256	256	48k	4	40.6839	0.151559
4M	5	cuda_fused_fixed	aos,soa	64	1024	256	48k	1	150.889	0.562107
4M	5	cuda_fused_fixed	aos,soa	64	1024	256	48k	2	150.89	0.562107
4M	5	cuda_fused_fixed	aos,soa	64	1024	256	48k	3	158.79	0.591539
4M	5	cuda_fused_fixed	aos,soa	64	1024	256	48k	4	150.897	0.562136
4M	5	cuda_fused_fixed	aos,soa	64	4096	256	48k	1	591.074	2.20192
4M	5	cuda_fused_fixed	aos,soa	64	4096	256	48k	2	590.647	2.20033
4M	5	cuda_fused_fixed	aos,soa	64	4096	256	48k	3	598.542	2.22974
4M	5	cuda_fused_fixed	aos,soa	64	4096	256	48k	4	591.128	2.20212
2M	5	cuda_fused_fixed	aos,soa	128	16	256	48k	1	6.93807	0.0258463
2M	5	cuda_fused_fixed	aos,soa	128	16	256	48k	2	7.2663	0.0270691
2M	5	cuda_fused_fixed	aos,soa	128	16	256	48k	3	7.17586	0.0267322
2M	5	cuda_fused_fixed	aos,soa	128	16	256	48k	4	8.59511	0.0320193
2M	5	cuda_fused_fixed	aos,soa	128	64	256	48k	1	12.8876	0.0480102
2M	5	cuda_fused_fixed	aos,soa	128	64	256	48k	2	12.9347	0.0481853
2M	5	cuda_fused_fixed	aos,soa	128	64	256	48k	3	13.0508	0.048618
2M	5	cuda_fused_fixed	aos,soa	128	64	256	48k	4	13.2006	0.0491761
2M	5	cuda_fused_fixed	aos,soa	128	256	256	48k	1	41.1168	0.153172
2M	5	cuda_fused_fixed	aos,soa	128	256	256	48k	2	41.0769	0.153023
2M	5	cuda_fused_fixed	aos,soa	128	256	256	48k	3	41.0838	0.153049
2M	5	cuda_fused_fixed	aos,soa	128	256	256	48k	4	41.1034	0.153122
2M	5	cuda_fused_fixed	aos,soa	128	1024	256	48k	1	159.033	0.592442
2M	5	cuda_fused_fixed	aos,soa	128	1024	256	48k	2	152.402	0.567742
2M	5	cuda_fused_fixed	aos,soa	128	1024	256	48k	3	152.373	0.567634
2M	5	cuda_fused_fixed	aos,soa	128	1024	256	48k	4	152.466	0.567981
2M	5	cuda_fused_fixed	aos,soa	128	4096	256	48k	1	595.873	2.2198
2M	5	cuda_fused_fixed	aos,soa	128	4096	256	48k	2	603.062	2.24658
2M	5	cuda_fused_fixed	aos,soa	128	4096	256	48k	3	595.998	2.22027
2M	5	cuda_fused_fixed	aos,soa	128	4096	256	48k	4	597.105	2.22439
2M	5	cuda_fused_fixed	soa,aos	4	16	256	48k	1	0.819541	0.0976969
2M	5	cuda_fused_fixed	soa,aos	4	16	256	48k	2	0.937044	0.111704
2M	5	cuda_fused_fixed	soa,aos	4	16	256	48k	3	0.800082	0.0953772
2M	5	cuda_fused_fixed	soa,aos	4	16	256	48k	4	0.998984	0.119088
2M	5	cuda_fused_fixed	soa,aos	4	64	256	48k	1	1.04148	0.124154
2M	5	cuda_fused_fixed	soa,aos	4	64	256	48k	2	1.02802	0.12255
2M	5	cuda_fused_fixed	soa,aos	4	64	256	48k	3	1.03162	0.122978
2M	5	cuda_fused_fixed	soa,aos	4	64	256	48k	4	1.0478	0.124907
2M	5	cuda_fused_fixed	soa,aos	4	256	256	48k	1	1.44828	0.172648
2M	5	cuda_fused_fixed	soa,aos	4	256	256	48k	2	1.45072	0.172939
2M	5	cuda_fused_fixed	soa,aos	4	256	256	48k	3	1.44147	0.171837
2M	5	cuda_fused_fixed	soa,aos	4	256	256	48k	4	1.45216	0.173111
2M	5	cuda_fused_fixed	soa,aos	4	1024	256	48k	1	5.27581	0.628926
2M	5	cuda_fused_fixed	soa,aos	4	1024	256	48k	2	5.264	0.627518
2M	5	cuda_fused_fixed	soa,aos	4	1024	256	48k	3	5.26929	0.628148
2M	5	cuda_fused_fixed	soa,aos	4	1024	256	48k	4	5.25992	0.627032
2M	5	cuda_fused_fixed	soa,aos	4	4096	256	48k	1	21.0845	2.51347
2M	5	cuda_fused_fixed	soa,aos	4	4096	256	48k	2	20.9214	2.49403
2M	5	cuda_fused_fixed	soa,aos	4	4096	256	48k	3	20.9726	2.50013
2M	5	cuda_fused_fixed	soa,aos	4	4096	256	48k	4	21.0893	2.51404
2M	5	cuda_fused_fixed	soa,aos	8	16	256	48k	1	1.23725	0.0737458
2M	5	cuda_fused_fixed	soa,aos	8	16	256	48k	2	1.03952	0.06196
2M	5	cuda_fused_fixed	soa,aos	8	16	256	48k	3	1.10712	0.0659898
2M	5	cuda_fused_fixed	soa,aos	8	16	256	48k	4	1.04673	0.0623899
2M	5	cuda_fused_fixed	soa,aos	8	64	256	48k	1	1.27736	0.0761365
2M	5	cuda_fused_fixed	soa,aos	8	64	256	48k	2	1.24737	0.0743488
2M	5	cuda_fused_fixed	soa,aos	8	64	256	48k	3	1.31118	0.0781523
2M	5	cuda_fused_fixed	soa,aos	8	64	256	48k	4	1.24025	0.0739248
2M	5	cuda_fused_fixed	soa,aos	8	256	256	48k	1	2.54008	0.151401
2M	5	cuda_fused_fixed	soa,aos	8	256	256	48k	2	2.53847	0.151305
2M	5	cuda_fused_fixed	soa,aos	8	256	256	48k	3	2.53517	0.151108
2M	5	cuda_fused_fixed	soa,aos	8	256	256	48k	4	2.53415	0.151047
2M	5	cuda_fused_fixed	soa,aos	8	1024	256	48k	1	8.88528	0.529604
2M	5	cuda_fused_fixed	soa,aos	8	1024	256	48k	2	8.07663	0.481405
2M	5	cuda_fused_fixed	soa,aos	8	1024	256	48k	3	8.08427	0.48186
2M	5	cuda_fused_fixed	soa,aos	8	1024	256	48k	4	7.92173	0.472172
2M	5	cuda_fused_fixed	soa,aos	8	4096	256	48k	1	31.4203	1.8728
2M	5	cuda_fused_fixed	soa,aos	8	4096	256	48k	2	31.7106	1.8901
2M	5	cuda_fused_fixed	soa,aos	8	4096	256	48k	3	31.615	1.8844
2M	5	cuda_fused_fixed	soa,aos	8	4096	256	48k	4	31.4329	1.87355
2M	5	cuda_fused_fixed	soa,aos	16	16	256	48k	1	1.65872	0.0494338
2M	5	cuda_fused_fixed	soa,aos	16	16	256	48k	2	1.77848	0.0530029
2M	5	cuda_fused_fixed	soa,aos	16	16	256	48k	3	1.58037	0.0470986
2M	5	cuda_fused_fixed	soa,aos	16	16	256	48k	4	1.59537	0.0475459
2M	5	cuda_fused_fixed	soa,aos	16	64	256	48k	1	1.80841	0.0538949
2M	5	cuda_fused_fixed	soa,aos	16	64	256	48k	2	1.86433	0.0555614
2M	5	cuda_fused_fixed	soa,aos	16	64	256	48k	3	1.85081	0.0551585
2M	5	cuda_fused_fixed	soa,aos	16	64	256	48k	4	1.78462	0.0531857
2M	5	cuda_fused_fixed	soa,aos	16	256	256	48k	1	3.89618	0.116115
2M	5	cuda_fused_fixed	soa,aos	16	256	256	48k	2	3.91242	0.116599
2M	5	cuda_fused_fixed	soa,aos	16	256	256	48k	3	3.91172	0.116578
2M	5	cuda_fused_fixed	soa,aos	16	256	256	48k	4	3.90917	0.116502
2M	5	cuda_fused_fixed	soa,aos	16	1024	256	48k	1	14.0403	0.418434
2M	5	cuda_fused_fixed	soa,aos	16	1024	256	48k	2	14.2029	0.423279
2M	5	cuda_fused_fixed	soa,aos	16	1024	256	48k	3	14.0731	0.419412
2M	5	cuda_fused_fixed	soa,aos	16	1024	256	48k	4	13.9447	0.415585
2M	5	cuda_fused_fixed	soa,aos	16	4096	256	48k	1	55.548	1.65546
2M	5	cuda_fused_fixed	soa,aos	16	4096	256	48k	2	55.646	1.65838
2M	5	cuda_fused_fixed	soa,aos	16	4096	256	48k	3	55.5678	1.65605
2M	5	cuda_fused_fixed	soa,aos	16	4096	256	48k	4	55.4797	1.65342
2M	5	cuda_fused_fixed	soa,aos	32	16	256	48k	1	2.53947	0.037841
2M	5	cuda_fused_fixed	soa,aos	32	16	256	48k	2	2.76538	0.0412074
2M	5	cuda_fused_fixed	soa,aos	32	16	256	48k	3	2.91838	0.0434872
2M	5	cuda_fused_fixed	soa,aos	32	16	256	48k	4	2.79518	0.0416514
2M	5	cuda_fused_fixed	soa,aos	32	64	256	48k	1	3.8744	0.0577331
2M	5	cuda_fused_fixed	soa,aos	32	64	256	48k	2	3.40269	0.050704
2M	5	cuda_fused_fixed	soa,aos	32	64	256	48k	3	4.25321	0.0633777
2M	5	cuda_fused_fixed	soa,aos	32	64	256	48k	4	3.92118	0.0584302
2M	5	cuda_fused_fixed	soa,aos	32	256	256	48k	1	7.16812	0.106813
2M	5	cuda_fused_fixed	soa,aos	32	256	256	48k	2	7.12034	0.106101
2M	5	cuda_fused_fixed	soa,aos	32	256	256	48k	3	7.1047	0.105868
2M	5	cuda_fused_fixed	soa,aos	32	256	256	48k	4	7.08578	0.105586
2M	5	cuda_fused_fixed	soa,aos	32	1024	256	48k	1	25.939	0.386521
2M	5	cuda_fused_fixed	soa,aos	32	1024	256	48k	2	26.1212	0.389237
2M	5	cuda_fused_fixed	soa,aos	32	1024	256	48k	3	25.8311	0.384913
2M	5	cuda_fused_fixed	soa,aos	32	1024	256	48k	4	25.8395	0.385039
2M	5	cuda_fused_fixed	soa,aos	32	4096	256	48k	1	102.088	1.52123
2M	5	cuda_fused_fixed	soa,aos	32	4096	256	48k	2	102.025	1.5203
2M	5	cuda_fused_fixed	soa,aos	32	4096	256	48k	3	101.934	1.51894
2M	5	cuda_fused_fixed	soa,aos	32	4096	256	48k	4	101.902	1.51846
4M	5	cuda_fused_fixed	soa,aos	64	16	256	48k	1	11.3326	0.0422172
4M	5	cuda_fused_fixed	soa,aos	64	16	256	48k	2	11.3385	0.0422391
4M	5	cuda_fused_fixed	soa,aos	64	16	256	48k	3	18.0367	0.0671921
4M	5	cuda_fused_fixed	soa,aos	64	16	256	48k	4	11.714	0.0436382
4M	5	cuda_fused_fixed	soa,aos	64	64	256	48k	1	33.6278	0.125273
4M	5	cuda_fused_fixed	soa,aos	64	64	256	48k	2	14.3046	0.0532889
4M	5	cuda_fused_fixed	soa,aos	64	64	256	48k	3	16.0597	0.0598272
4M	5	cuda_fused_fixed	soa,aos	64	64	256	48k	4	19.3018	0.0719047
4M	5	cuda_fused_fixed	soa,aos	64	256	256	48k	1	29.0914	0.108374
4M	5	cuda_fused_fixed	soa,aos	64	256	256	48k	2	29.1506	0.108594
4M	5	cuda_fused_fixed	soa,aos	64	256	256	48k	3	29.604	0.110284
4M	5	cuda_fused_fixed	soa,aos	64	256	256	48k	4	29.3182	0.109219
4M	5	cuda_fused_fixed	soa,aos	64	1024	256	48k	1	106.271	0.395889
4M	5	cuda_fused_fixed	soa,aos	64	1024	256	48k	2	106.021	0.39496
4M	5	cuda_fused_fixed	soa,aos	64	1024	256	48k	3	105.783	0.394073
4M	5	cuda_fused_fixed	soa,aos	64	1024	256	48k	4	106.382	0.396306
4M	5	cuda_fused_fixed	soa,aos	64	4096	256	48k	1	414.659	1.54473
4M	5	cuda_fused_fixed	soa,aos	64	4096	256	48k	2	415.689	1.54856
4M	5	cuda_fused_fixed	soa,aos	64	4096	256	48k	3	416.973	1.55335
4M	5	cuda_fused_fixed	soa,aos	64	4096	256	48k	4	420.38	1.56604
2M	5	cuda_fused_fixed	soa,aos	128	16	256	48k	1	12.4093	0.0462281
2M	5	cuda_fused_fixed	soa,aos	128	16	256	48k	2	18.6584	0.0695081
2M	5	cuda_fused_fixed	soa,aos	128	16	256	48k	3	15.3192	0.0570686
2M	5	cuda_fused_fixed	soa,aos	128	16	256	48k	4	14.6972	0.0547513
2M	5	cuda_fused_fixed	soa,aos	128	64	256	48k	1	13.1023	0.0488098
2M	5	cuda_fused_fixed	soa,aos	128	64	256	48k	2	19.514	0.0726953
2M	5	cuda_fused_fixed	soa,aos	128	64	256	48k	3	16.6769	0.0621264
2M	5	cuda_fused_fixed	soa,aos	128	64	256	48k	4	20.26	0.0754743
2M	5	cuda_fused_fixed	soa,aos	128	256	256	48k	1	29.0698	0.108293
2M	5	cuda_fused_fixed	soa,aos	128	256	256	48k	2	29.0083	0.108064
2M	5	cuda_fused_fixed	soa,aos	128	256	256	48k	3	29.9437	0.111549
2M	5	cuda_fused_fixed	soa,aos	128	256	256	48k	4	29.1287	0.108513
2M	5	cuda_fused_fixed	soa,aos	128	1024	256	48k	1	108.829	0.40542
2M	5	cuda_fused_fixed	soa,aos	128	1024	256	48k	2	104.863	0.390645
2M	5	cuda_fused_fixed	soa,aos	128	1024	256	48k	3	107.126	0.399076
2M	5	cuda_fused_fixed	soa,aos	128	1024	256	48k	4	105.028	0.391261
2M	5	cuda_fused_fixed	soa,aos	128	4096	256	48k	1	410.199	1.52811
2M	5	cuda_fused_fixed	soa,aos	128	4096	256	48k	2	409.376	1.52504
2M	5	cuda_fused_fixed	soa,aos	128	4096	256	48k	3	412.678	1.53735
2M	5	cuda_fused_fixed	soa,aos	128	4096	256	48k	4	411.493	1.53293
2M	5	cuda_fused_fixed	soa	4	16	256	48k	1	0.75897	0.0904763
2M	5	cuda_fused_fixed	soa	4	16	256	48k	2	0.881374	0.105068
2M	5	cuda_fused_fixed	soa	4	16	256	48k	3	0.743165	0.0885922
2M	5	cuda_fused_fixed	soa	4	16	256	48k	4	0.942749	0.112384
2M	5	cuda_fused_fixed	soa	4	64	256	48k	1	0.972034	0.115875
2M	5	cuda_fused_fixed	soa	4	64	256	48k	2	0.950119	0.113263
2M	5	cuda_fused_fixed	soa	4	64	256	48k	3	0.967921	0.115385
2M	5	cuda_fused_fixed	soa	4	64	256	48k	4	0.979377	0.116751
2M	5	cuda_fused_fixed	soa	4	256	256	48k	1	1.32467	0.157913
2M	5	cuda_fused_fixed	soa	4	256	256	48k	2	1.32225	0.157625
2M	5	cuda_fused_fixed	soa	4	256	256	48k	3	1.33114	0.158684
2M	5	cuda_fused_fixed	soa	4	256	256	48k	4	1.32859	0.15838
2M	5	cuda_fused_fixed	soa	4	1024	256	48k	1	5.10808	0.60893
2M	5	cuda_fused_fixed	soa	4	1024	256	48k	2	5.10834	0.608961
2M	5	cuda_fused_fixed	soa	4	1024	256	48k	3	5.10757	0.60887
2M	5	cuda_fused_fixed	soa	4	1024	256	48k	4	5.11011	0.609172
2M	5	cuda_fused_fixed	soa	4	4096	256	48k	1	19.9992	2.38409
2M	5	cuda_fused_fixed	soa	4	4096	256	48k	2	20.311	2.42126
2M	5	cuda_fused_fixed	soa	4	4096	256	48k	3	20.0235	2.38698
2M	5	cuda_fused_fixed	soa	4	4096	256	48k	4	20.0373	2.38864
2M	5	cuda_fused_fixed	soa	8	16	256	48k	1	1.0223	0.0609339
2M	5	cuda_fused_fixed	soa	8	16	256	48k	2	0.781992	0.0466104
2M	5	cuda_fused_fixed	soa	8	16	256	48k	3	0.853672	0.0508828
2M	5	cuda_fused_fixed	soa	8	16	256	48k	4	0.81299	0.048458
2M	5	cuda_fused_fixed	soa	8	64	256	48k	1	1.05885	0.0631124
2M	5	cuda_fused_fixed	soa	8	64	256	48k	2	1.07533	0.0640948
2M	5	cuda_fused_fixed	soa	8	64	256	48k	3	1.0834	0.0645756
2M	5	cuda_fused_fixed	soa	8	64	256	48k	4	1.05181	0.0626929
2M	5	cuda_fused_fixed	soa	8	256	256	48k	1	2.4229	0.144416
2M	5	cuda_fused_fixed	soa	8	256	256	48k	2	2.42088	0.144296
2M	5	cuda_fused_fixed	soa	8	256	256	48k	3	2.42283	0.144412
2M	5	cuda_fused_fixed	soa	8	256	256	48k	4	2.41858	0.144159
2M	5	cuda_fused_fixed	soa	8	1024	256	48k	1	7.89576	0.470624
2M	5	cuda_fused_fixed	soa	8	1024	256	48k	2	7.89738	0.47072
2M	5	cuda_fused_fixed	soa	8	1024	256	48k	3	7.89697	0.470696
2M	5	cuda_fused_fixed	soa	8	1024	256	48k	4	7.89446	0.470546
2M	5	cuda_fused_fixed	soa	8	4096	256	48k	1	31.3848	1.87068
2M	5	cuda_fused_fixed	soa	8	4096	256	48k	2	31.368	1.86968
2M	5	cuda_fused_fixed	soa	8	4096	256	48k	3	31.5552	1.88083
2M	5	cuda_fused_fixed	soa	8	4096	256	48k	4	31.2152	1.86057
2M	5	cuda_fused_fixed	soa	16	16	256	48k	1	1.00222	0.0298684
2M	5	cuda_fused_fixed	soa	16	16	256	48k	2	1.12903	0.0336477
2M	5	cuda_fused_fixed	soa	16	16	256	48k	3	1.17556	0.0350344
2M	5	cuda_fused_fixed	soa	16	16	256	48k	4	0.889499	0.0265091
2M	5	cuda_fused_fixed	soa	16	64	256	48k	1	1.32245	0.0394119
2M	5	cuda_fused_fixed	soa	16	64	256	48k	2	1.31419	0.0391658
2M	5	cuda_fused_fixed	soa	16	64	256	48k	3	1.32308	0.0394307
2M	5	cuda_fused_fixed	soa	16	64	256	48k	4	1.28889	0.038412
2M	5	cuda_fused_fixed	soa	16	256	256	48k	1	3.54594	0.105677
2M	5	cuda_fused_fixed	soa	16	256	256	48k	2	3.54651	0.105694
2M	5	cuda_fused_fixed	soa	16	256	256	48k	3	3.54435	0.10563
2M	5	cuda_fused_fixed	soa	16	256	256	48k	4	3.54387	0.105616
2M	5	cuda_fused_fixed	soa	16	1024	256	48k	1	13.7593	0.410059
2M	5	cuda_fused_fixed	soa	16	1024	256	48k	2	13.6293	0.406184
2M	5	cuda_fused_fixed	soa	16	1024	256	48k	3	13.7832	0.410772
2M	5	cuda_fused_fixed	soa	16	1024	256	48k	4	13.7912	0.411009
2M	5	cuda_fused_fixed	soa	16	4096	256	48k	1	54.615	1.62765
2M	5	cuda_fused_fixed	soa	16	4096	256	48k	2	54.4118	1.6216
2M	5	cuda_fused_fixed	soa	16	4096	256	48k	3	54.5247	1.62496
2M	5	cuda_fused_fixed	soa	16	4096	256	48k	4	54.1903	1.615
2M	5	cuda_fused_fixed	soa	32	16	256	48k	1	1.61614	0.0240823
2M	5	cuda_fused_fixed	soa	32	16	256	48k	2	1.49865	0.0223316
2M	5	cuda_fused_fixed	soa	32	16	256	48k	3	1.68407	0.0250946
2M	5	cuda_fused_fixed	soa	32	16	256	48k	4	1.51356	0.0225538
2M	5	cuda_fused_fixed	soa	32	64	256	48k	1	2.32069	0.0345809
2M	5	cuda_fused_fixed	soa	32	64	256	48k	2	2.27832	0.0339497
2M	5	cuda_fused_fixed	soa	32	64	256	48k	3	2.33315	0.0347666
2M	5	cuda_fused_fixed	soa	32	64	256	48k	4	2.32907	0.0347059
2M	5	cuda_fused_fixed	soa	32	256	256	48k	1	6.72142	0.100157
2M	5	cuda_fused_fixed	soa	32	256	256	48k	2	6.55849	0.0977291
2M	5	cuda_fused_fixed	soa	32	256	256	48k	3	6.53508	0.0973803
2M	5	cuda_fused_fixed	soa	32	256	256	48k	4	6.59692	0.0983017
2M	5	cuda_fused_fixed	soa	32	1024	256	48k	1	25.7153	0.383188
2M	5	cuda_fused_fixed	soa	32	1024	256	48k	2	25.4185	0.378765
2M	5	cuda_fused_fixed	soa	32	1024	256	48k	3	25.1436	0.374668
2M	5	cuda_fused_fixed	soa	32	1024	256	48k	4	25.5233	0.380327
2M	5	cuda_fused_fixed	soa	32	4096	256	48k	1	99.6291	1.48459
2M	5	cuda_fused_fixed	soa	32	4096	256	48k	2	100.459	1.49696
2M	5	cuda_fused_fixed	soa	32	4096	256	48k	3	100.6	1.49906
2M	5	cuda_fused_fixed	soa	32	4096	256	48k	4	100.621	1.49937
4M	5	cuda_fused_fixed	soa	64	16	256	48k	1	4.67485	0.0174152
4M	5	cuda_fused_fixed	soa	64	16	256	48k	2	4.33435	0.0161467
4M	5	cuda_fused_fixed	soa	64	16	256	48k	3	4.80724	0.0179084
4M	5	cuda_fused_fixed	soa	64	16	256	48k	4	4.4738	0.0166662
4M	5	cuda_fused_fixed	soa	64	64	256	48k	1	7.68896	0.0286436
4M	5	cuda_fused_fixed	soa	64	64	256	48k	2	7.06756	0.0263287
4M	5	cuda_fused_fixed	soa	64	64	256	48k	3	7.26439	0.027062
4M	5	cuda_fused_fixed	soa	64	64	256	48k	4	7.40302	0.0275784
4M	5	cuda_fused_fixed	soa	64	256	256	48k	1	25.7623	0.0959722
4M	5	cuda_fused_fixed	soa	64	256	256	48k	2	25.6853	0.0956851
4M	5	cuda_fused_fixed	soa	64	256	256	48k	3	25.6789	0.0956613
4M	5	cuda_fused_fixed	soa	64	256	256	48k	4	25.7747	0.0960181
4M	5	cuda_fused_fixed	soa	64	1024	256	48k	1	100.249	0.373456
4M	5	cuda_fused_fixed	soa	64	1024	256	48k	2	100.096	0.372886
4M	5	cuda_fused_fixed	soa	64	1024	256	48k	3	99.9866	0.372479
4M	5	cuda_fused_fixed	soa	64	1024	256	48k	4	100.159	0.373123
4M	5	cuda_fused_fixed	soa	64	4096	256	48k	1	388.964	1.449
4M	5	cuda_fused_fixed	soa	64	4096	256	48k	2	388.89	1.44873
4M	5	cuda_fused_fixed	soa	64	4096	256	48k	3	388.755	1.44823
4M	5	cuda_fused_fixed	soa	64	4096	256	48k	4	392.468	1.46206
2M	5	cuda_fused_fixed	soa	128	16	256	48k	1	4.62112	0.017215
2M	5	cuda_fused_fixed	soa	128	16	256	48k	2	6.10428	0.0227402
2M	5	cuda_fused_fixed	soa	128	16	256	48k	3	4.98599	0.0185743
2M	5	cuda_fused_fixed	soa	128	16	256	48k	4	6.3856	0.0237882
2M	5	cuda_fused_fixed	soa	128	64	256	48k	1	7.77225	0.0289539
2M	5	cuda_fused_fixed	soa	128	64	256	48k	2	8.94094	0.0333076
2M	5	cuda_fused_fixed	soa	128	64	256	48k	3	8.32205	0.0310021
2M	5	cuda_fused_fixed	soa	128	64	256	48k	4	8.09642	0.0301615
2M	5	cuda_fused_fixed	soa	128	256	256	48k	1	26.4027	0.0983576
2M	5	cuda_fused_fixed	soa	128	256	256	48k	2	28.1783	0.104972
2M	5	cuda_fused_fixed	soa	128	256	256	48k	3	26.3828	0.0982837
2M	5	cuda_fused_fixed	soa	128	256	256	48k	4	26.5994	0.0990906
2M	5	cuda_fused_fixed	soa	128	1024	256	48k	1	98.9174	0.368496
2M	5	cuda_fused_fixed	soa	128	1024	256	48k	2	99.3327	0.370043
2M	5	cuda_fused_fixed	soa	128	1024	256	48k	3	102.934	0.38346
2M	5	cuda_fused_fixed	soa	128	1024	256	48k	4	99.4644	0.370534
2M	5	cuda_fused_fixed	soa	128	4096	256	48k	1	382.281	1.42411
2M	5	cuda_fused_fixed	soa	128	4096	256	48k	2	382.526	1.42502
2M	5	cuda_fused_fixed	soa	128	4096	256	48k	3	384.524	1.43247
2M	5	cuda_fused_fixed	soa	128	4096	256	48k	4	382.605	1.42531
8M	5	cuda_fused_regs	aos	4	16	256	48k	1	4.2921	0.127915
8M	5	cuda_fused_regs	aos	4	16	256	48k	2	4.29227	0.12792
8M	5	cuda_fused_regs	aos	4	16	256	48k	3	3.88728	0.11585
8M	5	cuda_fused_regs	aos	4	16	256	48k	4	3.94311	0.117514
8M	5	cuda_fused_regs	aos	4	64	256	48k	1	5.10696	0.152199
8M	5	cuda_fused_regs	aos	4	64	256	48k	2	5.09108	0.151726
8M	5	cuda_fused_regs	aos	4	64	256	48k	3	5.20065	0.154991
8M	5	cuda_fused_regs	aos	4	64	256	48k	4	5.15243	0.153554
8M	5	cuda_fused_regs	aos	4	256	256	48k	1	6.57678	0.196003
8M	5	cuda_fused_regs	aos	4	256	256	48k	2	6.27344	0.186963
8M	5	cuda_fused_regs	aos	4	256	256	48k	3	6.26974	0.186853
8M	5	cuda_fused_regs	aos	4	256	256	48k	4	6.28956	0.187444
8M	5	cuda_fused_regs	aos	4	1024	256	48k	1	21.3942	0.637596
8M	5	cuda_fused_regs	aos	4	1024	256	48k	2	21.1163	0.629316
8M	5	cuda_fused_regs	aos	4	1024	256	48k	3	21.1827	0.631294
8M	5	cuda_fused_regs	aos	4	1024	256	48k	4	20.8505	0.621393
8M	5	cuda_fused_regs	aos	4	4096	256	48k	1	83.4659	2.48748
8M	5	cuda_fused_regs	aos	4	4096	256	48k	2	83.4856	2.48806
8M	5	cuda_fused_regs	aos	4	4096	256	48k	3	83.5492	2.48996
8M	5	cuda_fused_regs	aos	4	4096	256	48k	4	83.5414	2.48973
8M	5	cuda_fused_regs	aos	8	16	256	48k	1	5.23662	0.0780317
8M	5	cuda_fused_regs	aos	8	16	256	48k	2	4.71606	0.0702747
8M	5	cuda_fused_regs	aos	8	16	256	48k	3	4.78902	0.0713619
8M	5	cuda_fused_regs	aos	8	16	256	48k	4	5.04998	0.0752506
8M	5	cuda_fused_regs	aos	8	64	256	48k	1	5.53183	0.0824307
8M	5	cuda_fused_regs	aos	8	64	256	48k	2	5.5102	0.0821084
8M	5	cuda_fused_regs	aos	8	64	256	48k	3	5.67406	0.08455
