N	blockSize	algorithm	layout	dim	k	privCopies	itemsPerThread	seed	totalTime	normalizedTime
4M	256	cuda_fake_shm	aos	4	64	64	1024	2	0.571661	0.0340737
4M	256	cuda_fake_shm	aos	4	64	64	1024	3	0.567299	0.0338137
4M	256	cuda_fake_shm	aos	4	64	64	1024	4	0.565236	0.0336907
4M	256	cuda_fake_shm	aos	4	64	64	1024	5	0.568787	0.0339023
4M	256	cuda_fake_shm	aos	4	256	1	1	1	8.19303	0.488343
4M	256	cuda_fake_shm	aos	4	256	1	1	2	8.19621	0.488532
4M	256	cuda_fake_shm	aos	4	256	1	1	3	8.19935	0.48872
4M	256	cuda_fake_shm	aos	4	256	1	1	4	8.19622	0.488533
4M	256	cuda_fake_shm	aos	4	256	1	1	5	8.19517	0.48847
4M	256	cuda_fake_shm	aos	4	256	1	16	1	0.667516	0.0397871
4M	256	cuda_fake_shm	aos	4	256	1	16	2	0.666224	0.03971
4M	256	cuda_fake_shm	aos	4	256	1	16	3	0.668017	0.0398169
4M	256	cuda_fake_shm	aos	4	256	1	16	4	0.66757	0.0397903
4M	256	cuda_fake_shm	aos	4	256	1	16	5	0.665136	0.0396452
4M	256	cuda_fake_shm	aos	4	256	1	64	1	0.591971	0.0352842
4M	256	cuda_fake_shm	aos	4	256	1	64	2	0.591427	0.0352518
4M	256	cuda_fake_shm	aos	4	256	1	64	3	0.591117	0.0352333
4M	256	cuda_fake_shm	aos	4	256	1	64	4	0.592038	0.0352882
4M	256	cuda_fake_shm	aos	4	256	1	64	5	0.592329	0.0353056
4M	256	cuda_fake_shm	aos	4	256	1	256	1	0.611284	0.0364354
4M	256	cuda_fake_shm	aos	4	256	1	256	2	0.61625	0.0367314
4M	256	cuda_fake_shm	aos	4	256	1	256	3	0.582726	0.0347332
4M	256	cuda_fake_shm	aos	4	256	1	256	4	0.593426	0.0353709
4M	256	cuda_fake_shm	aos	4	256	1	256	5	0.616022	0.0367178
4M	256	cuda_fake_shm	aos	4	256	1	1024	1	0.561743	0.0334825
4M	256	cuda_fake_shm	aos	4	256	1	1024	2	0.562074	0.0335022
4M	256	cuda_fake_shm	aos	4	256	1	1024	3	0.562197	0.0335096
4M	256	cuda_fake_shm	aos	4	256	1	1024	4	0.561295	0.0334558
4M	256	cuda_fake_shm	aos	4	256	1	1024	5	0.561793	0.0334855
4M	256	cuda_fake_shm	aos	4	256	2	1	1	4.39282	0.261832
4M	256	cuda_fake_shm	aos	4	256	2	1	2	4.39275	0.261828
4M	256	cuda_fake_shm	aos	4	256	2	1	3	4.39037	0.261686
4M	256	cuda_fake_shm	aos	4	256	2	1	4	4.39252	0.261815
4M	256	cuda_fake_shm	aos	4	256	2	1	5	4.39768	0.262122
4M	256	cuda_fake_shm	aos	4	256	2	16	1	0.696334	0.0415047
4M	256	cuda_fake_shm	aos	4	256	2	16	2	0.698586	0.041639
4M	256	cuda_fake_shm	aos	4	256	2	16	3	0.707338	0.0421606
4M	256	cuda_fake_shm	aos	4	256	2	16	4	0.698731	0.0416476
4M	256	cuda_fake_shm	aos	4	256	2	16	5	0.699691	0.0417048
4M	256	cuda_fake_shm	aos	4	256	2	64	1	0.606591	0.0361556
4M	256	cuda_fake_shm	aos	4	256	2	64	2	0.602719	0.0359249
4M	256	cuda_fake_shm	aos	4	256	2	64	3	0.603376	0.035964
4M	256	cuda_fake_shm	aos	4	256	2	64	4	0.602592	0.0359173
4M	256	cuda_fake_shm	aos	4	256	2	64	5	0.603785	0.0359884
4M	256	cuda_fake_shm	aos	4	256	2	256	1	0.587519	0.0350189
4M	256	cuda_fake_shm	aos	4	256	2	256	2	0.630292	0.0375683
4M	256	cuda_fake_shm	aos	4	256	2	256	3	0.588646	0.035086
4M	256	cuda_fake_shm	aos	4	256	2	256	4	0.632922	0.0377251
4M	256	cuda_fake_shm	aos	4	256	2	256	5	0.616934	0.0367721
4M	256	cuda_fake_shm	aos	4	256	2	1024	1	0.567333	0.0338157
4M	256	cuda_fake_shm	aos	4	256	2	1024	2	0.566464	0.0337639
4M	256	cuda_fake_shm	aos	4	256	2	1024	3	0.56681	0.0337845
4M	256	cuda_fake_shm	aos	4	256	2	1024	4	0.565557	0.0337098
4M	256	cuda_fake_shm	aos	4	256	2	1024	5	0.566071	0.0337405
4M	256	cuda_fake_shm	aos	4	256	4	1	1	4.39692	0.262077
4M	256	cuda_fake_shm	aos	4	256	4	1	2	4.39254	0.261816
4M	256	cuda_fake_shm	aos	4	256	4	1	3	4.39242	0.261809
4M	256	cuda_fake_shm	aos	4	256	4	1	4	4.39562	0.261999
4M	256	cuda_fake_shm	aos	4	256	4	1	5	4.38996	0.261662
4M	256	cuda_fake_shm	aos	4	256	4	16	1	0.699357	0.0416849
4M	256	cuda_fake_shm	aos	4	256	4	16	2	0.706245	0.0420955
4M	256	cuda_fake_shm	aos	4	256	4	16	3	0.697383	0.0415673
4M	256	cuda_fake_shm	aos	4	256	4	16	4	0.697649	0.0415831
4M	256	cuda_fake_shm	aos	4	256	4	16	5	0.697067	0.0415484
4M	256	cuda_fake_shm	aos	4	256	4	64	1	0.602757	0.0359271
4M	256	cuda_fake_shm	aos	4	256	4	64	2	0.603544	0.035974
4M	256	cuda_fake_shm	aos	4	256	4	64	3	0.603677	0.035982
4M	256	cuda_fake_shm	aos	4	256	4	64	4	0.602765	0.0359276
4M	256	cuda_fake_shm	aos	4	256	4	64	5	0.603854	0.0359925
4M	256	cuda_fake_shm	aos	4	256	4	256	1	0.618821	0.0368846
4M	256	cuda_fake_shm	aos	4	256	4	256	2	0.623321	0.0371528
4M	256	cuda_fake_shm	aos	4	256	4	256	3	0.625443	0.0372793
4M	256	cuda_fake_shm	aos	4	256	4	256	4	0.589999	0.0351667
4M	256	cuda_fake_shm	aos	4	256	4	256	5	0.6172	0.036788
4M	256	cuda_fake_shm	aos	4	256	4	1024	1	0.565975	0.0337347
4M	256	cuda_fake_shm	aos	4	256	4	1024	2	0.565208	0.033689
4M	256	cuda_fake_shm	aos	4	256	4	1024	3	0.564126	0.0336245
4M	256	cuda_fake_shm	aos	4	256	4	1024	4	0.57245	0.0341207
4M	256	cuda_fake_shm	aos	4	256	4	1024	5	0.56784	0.0338459
4M	256	cuda_fake_shm	aos	4	256	8	1	1	4.39554	0.261995
4M	256	cuda_fake_shm	aos	4	256	8	1	2	4.3955	0.261992
4M	256	cuda_fake_shm	aos	4	256	8	1	3	4.40111	0.262327
4M	256	cuda_fake_shm	aos	4	256	8	1	4	4.41953	0.263425
4M	256	cuda_fake_shm	aos	4	256	8	1	5	4.41557	0.263188
4M	256	cuda_fake_shm	aos	4	256	8	16	1	0.698097	0.0416098
4M	256	cuda_fake_shm	aos	4	256	8	16	2	0.698077	0.0416086
4M	256	cuda_fake_shm	aos	4	256	8	16	3	0.700856	0.0417743
4M	256	cuda_fake_shm	aos	4	256	8	16	4	0.699781	0.0417102
4M	256	cuda_fake_shm	aos	4	256	8	16	5	0.702144	0.041851
4M	256	cuda_fake_shm	aos	4	256	8	64	1	0.605118	0.0360678
4M	256	cuda_fake_shm	aos	4	256	8	64	2	0.603913	0.035996
4M	256	cuda_fake_shm	aos	4	256	8	64	3	0.604619	0.0360381
4M	256	cuda_fake_shm	aos	4	256	8	64	4	0.603357	0.0359629
4M	256	cuda_fake_shm	aos	4	256	8	64	5	0.605604	0.0360968
4M	256	cuda_fake_shm	aos	4	256	8	256	1	0.618297	0.0368534
4M	256	cuda_fake_shm	aos	4	256	8	256	2	0.597601	0.0356198
4M	256	cuda_fake_shm	aos	4	256	8	256	3	0.599665	0.0357428
4M	256	cuda_fake_shm	aos	4	256	8	256	4	0.618072	0.03684
4M	256	cuda_fake_shm	aos	4	256	8	256	5	0.618974	0.0368937
4M	256	cuda_fake_shm	aos	4	256	8	1024	1	0.567847	0.0338463
4M	256	cuda_fake_shm	aos	4	256	8	1024	2	0.56787	0.0338477
4M	256	cuda_fake_shm	aos	4	256	8	1024	3	0.568182	0.0338663
4M	256	cuda_fake_shm	aos	4	256	8	1024	4	0.569313	0.0339337
4M	256	cuda_fake_shm	aos	4	256	8	1024	5	0.568491	0.0338847
4M	256	cuda_fake_shm	aos	4	256	16	1	1	4.12848	0.246076
4M	256	cuda_fake_shm	aos	4	256	16	1	2	4.1302	0.246179
4M	256	cuda_fake_shm	aos	4	256	16	1	3	4.1301	0.246173
4M	256	cuda_fake_shm	aos	4	256	16	1	4	4.13063	0.246205
4M	256	cuda_fake_shm	aos	4	256	16	1	5	4.13235	0.246307
4M	256	cuda_fake_shm	aos	4	256	16	16	1	0.699054	0.0416669
4M	256	cuda_fake_shm	aos	4	256	16	16	2	0.699759	0.0417089
4M	256	cuda_fake_shm	aos	4	256	16	16	3	0.700196	0.0417349
4M	256	cuda_fake_shm	aos	4	256	16	16	4	0.700089	0.0417286
4M	256	cuda_fake_shm	aos	4	256	16	16	5	0.696543	0.0415172
4M	256	cuda_fake_shm	aos	4	256	16	64	1	0.605717	0.0361035
4M	256	cuda_fake_shm	aos	4	256	16	64	2	0.607568	0.0362139
4M	256	cuda_fake_shm	aos	4	256	16	64	3	0.604116	0.0360081
4M	256	cuda_fake_shm	aos	4	256	16	64	4	0.603672	0.0359817
4M	256	cuda_fake_shm	aos	4	256	16	64	5	0.604914	0.0360557
4M	256	cuda_fake_shm	aos	4	256	16	256	1	0.627981	0.0374306
4M	256	cuda_fake_shm	aos	4	256	16	256	2	0.6277	0.0374138
4M	256	cuda_fake_shm	aos	4	256	16	256	3	0.590916	0.0352213
4M	256	cuda_fake_shm	aos	4	256	16	256	4	0.586399	0.0349521
4M	256	cuda_fake_shm	aos	4	256	16	256	5	0.589004	0.0351074
4M	256	cuda_fake_shm	aos	4	256	16	1024	1	0.565532	0.0337083
4M	256	cuda_fake_shm	aos	4	256	16	1024	2	0.567153	0.033805
4M	256	cuda_fake_shm	aos	4	256	16	1024	3	0.576709	0.0343745
4M	256	cuda_fake_shm	aos	4	256	16	1024	4	0.568874	0.0339075
4M	256	cuda_fake_shm	aos	4	256	16	1024	5	0.566351	0.0337572
4M	256	cuda_fake_shm	aos	4	256	32	1	1	3.99975	0.238404
4M	256	cuda_fake_shm	aos	4	256	32	1	2	3.99843	0.238325
4M	256	cuda_fake_shm	aos	4	256	32	1	3	3.99945	0.238386
4M	256	cuda_fake_shm	aos	4	256	32	1	4	3.99761	0.238276
4M	256	cuda_fake_shm	aos	4	256	32	1	5	3.99784	0.23829
4M	256	cuda_fake_shm	aos	4	256	32	16	1	0.699511	0.0416941
4M	256	cuda_fake_shm	aos	4	256	32	16	2	0.699974	0.0417217
4M	256	cuda_fake_shm	aos	4	256	32	16	3	0.700152	0.0417323
4M	256	cuda_fake_shm	aos	4	256	32	16	4	0.699129	0.0416713
4M	256	cuda_fake_shm	aos	4	256	32	16	5	0.699671	0.0417036
4M	256	cuda_fake_shm	aos	4	256	32	64	1	0.606591	0.0361556
4M	256	cuda_fake_shm	aos	4	256	32	64	2	0.607055	0.0361833
4M	256	cuda_fake_shm	aos	4	256	32	64	3	0.606356	0.0361416
4M	256	cuda_fake_shm	aos	4	256	32	64	4	0.605817	0.0361095
4M	256	cuda_fake_shm	aos	4	256	32	64	5	0.6073	0.0361979
4M	256	cuda_fake_shm	aos	4	256	32	256	1	0.597801	0.0356317
4M	256	cuda_fake_shm	aos	4	256	32	256	2	0.593108	0.035352
4M	256	cuda_fake_shm	aos	4	256	32	256	3	0.594005	0.0354055
4M	256	cuda_fake_shm	aos	4	256	32	256	4	0.61971	0.0369376
4M	256	cuda_fake_shm	aos	4	256	32	256	5	0.617425	0.0368014
4M	256	cuda_fake_shm	aos	4	256	32	1024	1	0.56933	0.0339347
4M	256	cuda_fake_shm	aos	4	256	32	1024	2	0.567517	0.0338266
4M	256	cuda_fake_shm	aos	4	256	32	1024	3	0.569323	0.0339343
4M	256	cuda_fake_shm	aos	4	256	32	1024	4	0.570218	0.0339876
4M	256	cuda_fake_shm	aos	4	256	32	1024	5	0.565865	0.0337282
4M	256	cuda_fake_shm	aos	4	256	64	1	1	3.93443	0.23451
4M	256	cuda_fake_shm	aos	4	256	64	1	2	3.93516	0.234554
4M	256	cuda_fake_shm	aos	4	256	64	1	3	3.93194	0.234362
4M	256	cuda_fake_shm	aos	4	256	64	1	4	3.93411	0.234491
4M	256	cuda_fake_shm	aos	4	256	64	1	5	3.93313	0.234433
4M	256	cuda_fake_shm	aos	4	256	64	16	1	0.700888	0.0417762
4M	256	cuda_fake_shm	aos	4	256	64	16	2	0.699981	0.0417221
4M	256	cuda_fake_shm	aos	4	256	64	16	3	0.702791	0.0418896
4M	256	cuda_fake_shm	aos	4	256	64	16	4	0.701778	0.0418292
4M	256	cuda_fake_shm	aos	4	256	64	16	5	0.702211	0.041855
4M	256	cuda_fake_shm	aos	4	256	64	64	1	0.608756	0.0362847
4M	256	cuda_fake_shm	aos	4	256	64	64	2	0.607458	0.0362073
4M	256	cuda_fake_shm	aos	4	256	64	64	3	0.608836	0.0362895
4M	256	cuda_fake_shm	aos	4	256	64	64	4	0.616681	0.0367571
4M	256	cuda_fake_shm	aos	4	256	64	64	5	0.605624	0.036098
4M	256	cuda_fake_shm	aos	4	256	64	256	1	0.602627	0.0359194
4M	256	cuda_fake_shm	aos	4	256	64	256	2	0.630374	0.0375732
4M	256	cuda_fake_shm	aos	4	256	64	256	3	0.593795	0.0353929
4M	256	cuda_fake_shm	aos	4	256	64	256	4	0.601172	0.0358326
4M	256	cuda_fake_shm	aos	4	256	64	256	5	0.628613	0.0374683
4M	256	cuda_fake_shm	aos	4	256	64	1024	1	0.57056	0.034008
4M	256	cuda_fake_shm	aos	4	256	64	1024	2	0.568316	0.0338743
4M	256	cuda_fake_shm	aos	4	256	64	1024	3	0.56915	0.033924
4M	256	cuda_fake_shm	aos	4	256	64	1024	4	0.568363	0.0338771
4M	256	cuda_fake_shm	aos	4	256	64	1024	5	0.568694	0.0338968
4M	256	cuda_fake_shm	aos	4	1024	1	1	1	15.866	0.94569
4M	256	cuda_fake_shm	aos	4	1024	1	1	2	15.8707	0.945966
4M	256	cuda_fake_shm	aos	4	1024	1	1	3	15.8733	0.946121
4M	256	cuda_fake_shm	aos	4	1024	1	1	4	15.865	0.945626
4M	256	cuda_fake_shm	aos	4	1024	1	1	5	15.8693	0.945887
4M	256	cuda_fake_shm	aos	4	1024	1	16	1	1.03707	0.0618143
4M	256	cuda_fake_shm	aos	4	1024	1	16	2	1.04277	0.0621538
4M	256	cuda_fake_shm	aos	4	1024	1	16	3	1.03813	0.0618775
4M	256	cuda_fake_shm	aos	4	1024	1	16	4	1.03777	0.0618558
4M	256	cuda_fake_shm	aos	4	1024	1	16	5	1.03683	0.0618001
4M	256	cuda_fake_shm	aos	4	1024	1	64	1	0.656227	0.0391142
4M	256	cuda_fake_shm	aos	4	1024	1	64	2	0.653335	0.0389418
4M	256	cuda_fake_shm	aos	4	1024	1	64	3	0.653428	0.0389473
4M	256	cuda_fake_shm	aos	4	1024	1	64	4	0.652132	0.0388701
4M	256	cuda_fake_shm	aos	4	1024	1	64	5	0.651692	0.0388439
4M	256	cuda_fake_shm	aos	4	1024	1	256	1	0.618826	0.0368849
4M	256	cuda_fake_shm	aos	4	1024	1	256	2	0.611452	0.0364454
4M	256	cuda_fake_shm	aos	4	1024	1	256	3	0.598666	0.0356833
4M	256	cuda_fake_shm	aos	4	1024	1	256	4	0.626994	0.0373718
4M	256	cuda_fake_shm	aos	4	1024	1	256	5	0.610051	0.0363619
4M	256	cuda_fake_shm	aos	4	1024	1	1024	1	0.567151	0.0338048
4M	256	cuda_fake_shm	aos	4	1024	1	1024	2	0.568231	0.0338692
4M	256	cuda_fake_shm	aos	4	1024	1	1024	3	0.566907	0.0337903
4M	256	cuda_fake_shm	aos	4	1024	1	1024	4	0.56676	0.0337815
4M	256	cuda_fake_shm	aos	4	1024	1	1024	5	0.56822	0.0338686
4M	256	cuda_fake_shm	aos	4	1024	2	1	1	15.8728	0.94609
4M	256	cuda_fake_shm	aos	4	1024	2	1	2	15.8704	0.945948
4M	256	cuda_fake_shm	aos	4	1024	2	1	3	15.8779	0.946398
4M	256	cuda_fake_shm	aos	4	1024	2	1	4	15.8703	0.945941
4M	256	cuda_fake_shm	aos	4	1024	2	1	5	15.875	0.946223
4M	256	cuda_fake_shm	aos	4	1024	2	16	1	1.05389	0.062817
4M	256	cuda_fake_shm	aos	4	1024	2	16	2	1.04674	0.0623906
4M	256	cuda_fake_shm	aos	4	1024	2	16	3	1.05034	0.0626051
4M	256	cuda_fake_shm	aos	4	1024	2	16	4	1.0424	0.0621318
4M	256	cuda_fake_shm	aos	4	1024	2	16	5	1.04539	0.06231
4M	256	cuda_fake_shm	aos	4	1024	2	64	1	0.671741	0.0400389
4M	256	cuda_fake_shm	aos	4	1024	2	64	2	0.664708	0.0396197
4M	256	cuda_fake_shm	aos	4	1024	2	64	3	0.662546	0.0394908
4M	256	cuda_fake_shm	aos	4	1024	2	64	4	0.66115	0.0394076
4M	256	cuda_fake_shm	aos	4	1024	2	64	5	0.660972	0.039397
4M	256	cuda_fake_shm	aos	4	1024	2	256	1	0.626507	0.0373427
4M	256	cuda_fake_shm	aos	4	1024	2	256	2	0.616312	0.0367351
4M	256	cuda_fake_shm	aos	4	1024	2	256	3	0.625854	0.0373038
4M	256	cuda_fake_shm	aos	4	1024	2	256	4	0.619825	0.0369444
4M	256	cuda_fake_shm	aos	4	1024	2	256	5	0.601587	0.0358574
4M	256	cuda_fake_shm	aos	4	1024	2	1024	1	0.571385	0.0340572
4M	256	cuda_fake_shm	aos	4	1024	2	1024	2	0.573329	0.0341731
4M	256	cuda_fake_shm	aos	4	1024	2	1024	3	0.571358	0.0340556
4M	256	cuda_fake_shm	aos	4	1024	2	1024	4	0.570242	0.0339891
4M	256	cuda_fake_shm	aos	4	1024	2	1024	5	0.570536	0.0340066
4M	256	cuda_fake_shm	aos	4	1024	4	1	1	15.8749	0.94622
4M	256	cuda_fake_shm	aos	4	1024	4	1	2	15.8721	0.946053
4M	256	cuda_fake_shm	aos	4	1024	4	1	3	15.876	0.946286
4M	256	cuda_fake_shm	aos	4	1024	4	1	4	15.8694	0.945892
4M	256	cuda_fake_shm	aos	4	1024	4	1	5	15.8737	0.946149
4M	256	cuda_fake_shm	aos	4	1024	4	16	1	1.04503	0.0622885
4M	256	cuda_fake_shm	aos	4	1024	4	16	2	1.0419	0.0621021
4M	256	cuda_fake_shm	aos	4	1024	4	16	3	1.04589	0.06234
4M	256	cuda_fake_shm	aos	4	1024	4	16	4	1.04347	0.0621955
4M	256	cuda_fake_shm	aos	4	1024	4	16	5	1.04541	0.0623116
4M	256	cuda_fake_shm	aos	4	1024	4	64	1	0.661435	0.0394246
4M	256	cuda_fake_shm	aos	4	1024	4	64	2	0.660368	0.039361
4M	256	cuda_fake_shm	aos	4	1024	4	64	3	0.662278	0.0394748
4M	256	cuda_fake_shm	aos	4	1024	4	64	4	0.661443	0.0394251
4M	256	cuda_fake_shm	aos	4	1024	4	64	5	0.662751	0.039503
4M	256	cuda_fake_shm	aos	4	1024	4	256	1	0.624561	0.0372267
4M	256	cuda_fake_shm	aos	4	1024	4	256	2	0.634448	0.037816
4M	256	cuda_fake_shm	aos	4	1024	4	256	3	0.594905	0.0354591
4M	256	cuda_fake_shm	aos	4	1024	4	256	4	0.634032	0.0377913
4M	256	cuda_fake_shm	aos	4	1024	4	256	5	0.622712	0.0371165
4M	256	cuda_fake_shm	aos	4	1024	4	1024	1	0.570693	0.034016
4M	256	cuda_fake_shm	aos	4	1024	4	1024	2	0.572393	0.0341173
4M	256	cuda_fake_shm	aos	4	1024	4	1024	3	0.572687	0.0341348
4M	256	cuda_fake_shm	aos	4	1024	4	1024	4	0.573948	0.03421
4M	256	cuda_fake_shm	aos	4	1024	4	1024	5	0.571543	0.0340666
4M	256	cuda_fake_shm	aos	4	1024	8	1	1	15.8782	0.946417
4M	256	cuda_fake_shm	aos	4	1024	8	1	2	15.8778	0.946393
4M	256	cuda_fake_shm	aos	4	1024	8	1	3	15.8742	0.946176
4M	256	cuda_fake_shm	aos	4	1024	8	1	4	15.8788	0.946453
4M	256	cuda_fake_shm	aos	4	1024	8	1	5	15.8742	0.946176
4M	256	cuda_fake_shm	aos	4	1024	8	16	1	1.04547	0.062315
4M	256	cuda_fake_shm	aos	4	1024	8	16	2	1.04544	0.0623128
4M	256	cuda_fake_shm	aos	4	1024	8	16	3	1.03744	0.0618361
4M	256	cuda_fake_shm	aos	4	1024	8	16	4	1.043	0.0621678
4M	256	cuda_fake_shm	aos	4	1024	8	16	5	1.04307	0.0621716
4M	256	cuda_fake_shm	aos	4	1024	8	64	1	0.664327	0.039597
4M	256	cuda_fake_shm	aos	4	1024	8	64	2	0.661609	0.039435
4M	256	cuda_fake_shm	aos	4	1024	8	64	3	0.661906	0.0394527
4M	256	cuda_fake_shm	aos	4	1024	8	64	4	0.664836	0.0396273
4M	256	cuda_fake_shm	aos	4	1024	8	64	5	0.664222	0.0395907
4M	256	cuda_fake_shm	aos	4	1024	8	256	1	0.636245	0.0379232
4M	256	cuda_fake_shm	aos	4	1024	8	256	2	0.6295	0.0375211
4M	256	cuda_fake_shm	aos	4	1024	8	256	3	0.627741	0.0374163
4M	256	cuda_fake_shm	aos	4	1024	8	256	4	0.623932	0.0371892
4M	256	cuda_fake_shm	aos	4	1024	8	256	5	0.619104	0.0369015
4M	256	cuda_fake_shm	aos	4	1024	8	1024	1	0.575268	0.0342886
4M	256	cuda_fake_shm	aos	4	1024	8	1024	2	0.573009	0.034154
4M	256	cuda_fake_shm	aos	4	1024	8	1024	3	0.574224	0.0342264
4M	256	cuda_fake_shm	aos	4	1024	8	1024	4	0.57396	0.0342107
4M	256	cuda_fake_shm	aos	4	1024	8	1024	5	0.573648	0.0341921
4M	256	cuda_fake_shm	aos	4	1024	16	1	1	15.6244	0.931286
4M	256	cuda_fake_shm	aos	4	1024	16	1	2	15.6229	0.931197
4M	256	cuda_fake_shm	aos	4	1024	16	1	3	15.6241	0.931271
4M	256	cuda_fake_shm	aos	4	1024	16	1	4	15.6216	0.931118
4M	256	cuda_fake_shm	aos	4	1024	16	1	5	15.6265	0.931412
4M	256	cuda_fake_shm	aos	4	1024	16	16	1	1.02383	0.0610249
4M	256	cuda_fake_shm	aos	4	1024	16	16	2	1.02828	0.0612901
4M	256	cuda_fake_shm	aos	4	1024	16	16	3	1.0273	0.061232
4M	256	cuda_fake_shm	aos	4	1024	16	16	4	1.02872	0.0613164
4M	256	cuda_fake_shm	aos	4	1024	16	16	5	1.02679	0.0612017
4M	256	cuda_fake_shm	aos	4	1024	16	64	1	0.660877	0.0393913
4M	256	cuda_fake_shm	aos	4	1024	16	64	2	0.663085	0.0395229
4M	256	cuda_fake_shm	aos	4	1024	16	64	3	0.663999	0.0395774
4M	256	cuda_fake_shm	aos	4	1024	16	64	4	0.662876	0.0395105
4M	256	cuda_fake_shm	aos	4	1024	16	64	5	0.662233	0.0394722
4M	256	cuda_fake_shm	aos	4	1024	16	256	1	0.634418	0.0378143
4M	256	cuda_fake_shm	aos	4	1024	16	256	2	0.627502	0.037402
4M	256	cuda_fake_shm	aos	4	1024	16	256	3	0.619675	0.0369355
4M	256	cuda_fake_shm	aos	4	1024	16	256	4	0.617636	0.036814
4M	256	cuda_fake_shm	aos	4	1024	16	256	5	0.627931	0.0374276
4M	256	cuda_fake_shm	aos	4	1024	16	1024	1	0.573775	0.0341997
4M	256	cuda_fake_shm	aos	4	1024	16	1024	2	0.572309	0.0341123
4M	256	cuda_fake_shm	aos	4	1024	16	1024	3	0.573765	0.0341991
4M	256	cuda_fake_shm	aos	4	1024	16	1024	4	0.573687	0.0341944
4M	256	cuda_fake_shm	aos	4	1024	16	1024	5	0.572956	0.0341508
4M	256	cuda_fake_shm	aos	4	1024	32	1	1	15.4979	0.923748
4M	256	cuda_fake_shm	aos	4	1024	32	1	2	15.4989	0.923804
4M	256	cuda_fake_shm	aos	4	1024	32	1	3	15.5012	0.923946
4M	256	cuda_fake_shm	aos	4	1024	32	1	4	15.4987	0.923792
4M	256	cuda_fake_shm	aos	4	1024	32	1	5	15.498	0.923754
4M	256	cuda_fake_shm	aos	4	1024	32	16	1	1.01816	0.0606871
4M	256	cuda_fake_shm	aos	4	1024	32	16	2	1.01892	0.0607325
4M	256	cuda_fake_shm	aos	4	1024	32	16	3	1.01882	0.0607262
4M	256	cuda_fake_shm	aos	4	1024	32	16	4	1.02016	0.0608063
4M	256	cuda_fake_shm	aos	4	1024	32	16	5	1.01811	0.0606838
4M	256	cuda_fake_shm	aos	4	1024	32	64	1	0.665091	0.0396425
4M	256	cuda_fake_shm	aos	4	1024	32	64	2	0.673921	0.0401688
4M	256	cuda_fake_shm	aos	4	1024	32	64	3	0.663615	0.0395545
4M	256	cuda_fake_shm	aos	4	1024	32	64	4	0.672066	0.0400583
4M	256	cuda_fake_shm	aos	4	1024	32	64	5	0.675327	0.0402526
4M	256	cuda_fake_shm	aos	4	1024	32	256	1	0.63632	0.0379276
4M	256	cuda_fake_shm	aos	4	1024	32	256	2	0.636598	0.0379442
4M	256	cuda_fake_shm	aos	4	1024	32	256	3	0.62442	0.0372183
4M	256	cuda_fake_shm	aos	4	1024	32	256	4	0.636177	0.0379191
4M	256	cuda_fake_shm	aos	4	1024	32	256	5	0.624558	0.0372266
4M	256	cuda_fake_shm	aos	4	1024	32	1024	1	0.573395	0.034177
4M	256	cuda_fake_shm	aos	4	1024	32	1024	2	0.575098	0.0342785
4M	256	cuda_fake_shm	aos	4	1024	32	1024	3	0.572625	0.0341311
4M	256	cuda_fake_shm	aos	4	1024	32	1024	4	0.572966	0.0341514
4M	256	cuda_fake_shm	aos	4	1024	32	1024	5	0.574211	0.0342256
4M	256	cuda_fake_shm	aos	4	1024	64	1	1	15.4369	0.920111
4M	256	cuda_fake_shm	aos	4	1024	64	1	2	15.4477	0.920752
4M	256	cuda_fake_shm	aos	4	1024	64	1	3	15.438	0.920178
4M	256	cuda_fake_shm	aos	4	1024	64	1	4	15.4356	0.920035
4M	256	cuda_fake_shm	aos	4	1024	64	1	5	15.4385	0.920209
4M	256	cuda_fake_shm	aos	4	1024	64	16	1	1.01689	0.0606115
4M	256	cuda_fake_shm	aos	4	1024	64	16	2	1.01649	0.0605876
4M	256	cuda_fake_shm	aos	4	1024	64	16	3	1.01866	0.0607166
4M	256	cuda_fake_shm	aos	4	1024	64	16	4	1.01832	0.0606965
4M	256	cuda_fake_shm	aos	4	1024	64	16	5	1.01729	0.060635
4M	256	cuda_fake_shm	aos	4	1024	64	64	1	0.665304	0.0396552
4M	256	cuda_fake_shm	aos	4	1024	64	64	2	0.669221	0.0398887
4M	256	cuda_fake_shm	aos	4	1024	64	64	3	0.66675	0.0397414
4M	256	cuda_fake_shm	aos	4	1024	64	64	4	0.66823	0.0398296
4M	256	cuda_fake_shm	aos	4	1024	64	64	5	0.664918	0.0396322
4M	256	cuda_fake_shm	aos	4	1024	64	256	1	0.620727	0.0369982
4M	256	cuda_fake_shm	aos	4	1024	64	256	2	0.622552	0.037107
4M	256	cuda_fake_shm	aos	4	1024	64	256	3	0.625721	0.0372959
4M	256	cuda_fake_shm	aos	4	1024	64	256	4	0.606991	0.0361795
4M	256	cuda_fake_shm	aos	4	1024	64	256	5	0.639675	0.0381276
4M	256	cuda_fake_shm	aos	4	1024	64	1024	1	0.576128	0.0343399
4M	256	cuda_fake_shm	aos	4	1024	64	1024	2	0.57592	0.0343275
4M	256	cuda_fake_shm	aos	4	1024	64	1024	3	0.574271	0.0342292
4M	256	cuda_fake_shm	aos	4	1024	64	1024	4	0.576304	0.0343504
4M	256	cuda_fake_shm	aos	4	1024	64	1024	5	0.573976	0.0342116
