N	blockSize	algorithm	layout	dim	k	privCopies	itemsPerThread	seed	totalTime	normalizedTime
8M	256	cuda_fake_shm	aos	4	256	2	1024	5	0.351784	0.010484
8M	256	cuda_fake_shm	aos	4	256	4	1	1	1.74044	0.0518692
8M	256	cuda_fake_shm	aos	4	256	4	1	2	1.74543	0.0520178
8M	256	cuda_fake_shm	aos	4	256	4	1	3	1.74108	0.0518883
8M	256	cuda_fake_shm	aos	4	256	4	1	4	1.74076	0.0518787
8M	256	cuda_fake_shm	aos	4	256	4	1	5	1.74188	0.0519121
8M	256	cuda_fake_shm	aos	4	256	4	16	1	0.234385	0.00698522
8M	256	cuda_fake_shm	aos	4	256	4	16	2	0.233613	0.00696221
8M	256	cuda_fake_shm	aos	4	256	4	16	3	0.232998	0.00694388
8M	256	cuda_fake_shm	aos	4	256	4	16	4	0.23337	0.00695497
8M	256	cuda_fake_shm	aos	4	256	4	16	5	0.250055	0.00745222
8M	256	cuda_fake_shm	aos	4	256	4	64	1	0.209456	0.00624228
8M	256	cuda_fake_shm	aos	4	256	4	64	2	0.214299	0.00638661
8M	256	cuda_fake_shm	aos	4	256	4	64	3	0.209837	0.00625363
8M	256	cuda_fake_shm	aos	4	256	4	64	4	0.208194	0.00620466
8M	256	cuda_fake_shm	aos	4	256	4	64	5	0.212532	0.00633395
8M	256	cuda_fake_shm	aos	4	256	4	256	1	0.225704	0.0067265
8M	256	cuda_fake_shm	aos	4	256	4	256	2	0.225214	0.0067119
8M	256	cuda_fake_shm	aos	4	256	4	256	3	0.227368	0.00677609
8M	256	cuda_fake_shm	aos	4	256	4	256	4	0.226331	0.00674519
8M	256	cuda_fake_shm	aos	4	256	4	256	5	0.224283	0.00668415
8M	256	cuda_fake_shm	aos	4	256	4	1024	1	0.351932	0.0104884
8M	256	cuda_fake_shm	aos	4	256	4	1024	2	0.352854	0.0105159
8M	256	cuda_fake_shm	aos	4	256	4	1024	3	0.353477	0.0105344
8M	256	cuda_fake_shm	aos	4	256	4	1024	4	0.352424	0.0105031
8M	256	cuda_fake_shm	aos	4	256	4	1024	5	0.353313	0.0105295
8M	256	cuda_fake_shm	aos	4	256	8	1	1	0.883114	0.0263188
8M	256	cuda_fake_shm	aos	4	256	8	1	2	0.883369	0.0263264
8M	256	cuda_fake_shm	aos	4	256	8	1	3	0.883858	0.026341
8M	256	cuda_fake_shm	aos	4	256	8	1	4	0.885156	0.0263797
8M	256	cuda_fake_shm	aos	4	256	8	1	5	0.882703	0.0263066
8M	256	cuda_fake_shm	aos	4	256	8	16	1	0.23468	0.00699401
8M	256	cuda_fake_shm	aos	4	256	8	16	2	0.234852	0.00699914
8M	256	cuda_fake_shm	aos	4	256	8	16	3	0.235467	0.00701746
8M	256	cuda_fake_shm	aos	4	256	8	16	4	0.235244	0.00701082
8M	256	cuda_fake_shm	aos	4	256	8	16	5	0.235739	0.00702557
8M	256	cuda_fake_shm	aos	4	256	8	64	1	0.209922	0.00625616
8M	256	cuda_fake_shm	aos	4	256	8	64	2	0.211134	0.00629228
8M	256	cuda_fake_shm	aos	4	256	8	64	3	0.209631	0.00624749
8M	256	cuda_fake_shm	aos	4	256	8	64	4	0.211704	0.00630927
8M	256	cuda_fake_shm	aos	4	256	8	64	5	0.210403	0.0062705
8M	256	cuda_fake_shm	aos	4	256	8	256	1	0.22718	0.00677049
8M	256	cuda_fake_shm	aos	4	256	8	256	2	0.225774	0.00672859
8M	256	cuda_fake_shm	aos	4	256	8	256	3	0.228143	0.00679919
8M	256	cuda_fake_shm	aos	4	256	8	256	4	0.226059	0.00673708
8M	256	cuda_fake_shm	aos	4	256	8	256	5	0.22761	0.00678331
8M	256	cuda_fake_shm	aos	4	256	8	1024	1	0.354179	0.0105554
8M	256	cuda_fake_shm	aos	4	256	8	1024	2	0.354031	0.0105509
8M	256	cuda_fake_shm	aos	4	256	8	1024	3	0.353536	0.0105362
8M	256	cuda_fake_shm	aos	4	256	8	1024	4	0.353074	0.0105224
8M	256	cuda_fake_shm	aos	4	256	8	1024	5	0.354298	0.0105589
8M	256	cuda_fake_shm	aos	4	256	16	1	1	0.873778	0.0260406
8M	256	cuda_fake_shm	aos	4	256	16	1	2	0.873456	0.026031
8M	256	cuda_fake_shm	aos	4	256	16	1	3	0.873173	0.0260226
8M	256	cuda_fake_shm	aos	4	256	16	1	4	0.873727	0.0260391
8M	256	cuda_fake_shm	aos	4	256	16	1	5	0.87306	0.0260192
8M	256	cuda_fake_shm	aos	4	256	16	16	1	0.235415	0.00701591
8M	256	cuda_fake_shm	aos	4	256	16	16	2	0.235453	0.00701705
8M	256	cuda_fake_shm	aos	4	256	16	16	3	0.236531	0.00704917
8M	256	cuda_fake_shm	aos	4	256	16	16	4	0.236421	0.00704589
8M	256	cuda_fake_shm	aos	4	256	16	16	5	0.235959	0.00703213
8M	256	cuda_fake_shm	aos	4	256	16	64	1	0.210594	0.00627619
8M	256	cuda_fake_shm	aos	4	256	16	64	2	0.215501	0.00642243
8M	256	cuda_fake_shm	aos	4	256	16	64	3	0.211797	0.00631204
8M	256	cuda_fake_shm	aos	4	256	16	64	4	0.216328	0.00644708
8M	256	cuda_fake_shm	aos	4	256	16	64	5	0.209452	0.00624216
8M	256	cuda_fake_shm	aos	4	256	16	256	1	0.223183	0.00665137
8M	256	cuda_fake_shm	aos	4	256	16	256	2	0.226986	0.00676471
8M	256	cuda_fake_shm	aos	4	256	16	256	3	0.228469	0.00680891
8M	256	cuda_fake_shm	aos	4	256	16	256	4	0.227147	0.00676951
8M	256	cuda_fake_shm	aos	4	256	16	256	5	0.227755	0.00678763
8M	256	cuda_fake_shm	aos	4	256	16	1024	1	0.354745	0.0105722
8M	256	cuda_fake_shm	aos	4	256	16	1024	2	0.354036	0.0105511
8M	256	cuda_fake_shm	aos	4	256	16	1024	3	0.353991	0.0105498
8M	256	cuda_fake_shm	aos	4	256	16	1024	4	0.354829	0.0105747
8M	256	cuda_fake_shm	aos	4	256	16	1024	5	0.353098	0.0105231
8M	256	cuda_fake_shm	aos	4	256	32	1	1	0.874126	0.026051
8M	256	cuda_fake_shm	aos	4	256	32	1	2	0.87439	0.0260589
8M	256	cuda_fake_shm	aos	4	256	32	1	3	0.874619	0.0260657
8M	256	cuda_fake_shm	aos	4	256	32	1	4	0.874465	0.0260611
8M	256	cuda_fake_shm	aos	4	256	32	1	5	0.874461	0.026061
8M	256	cuda_fake_shm	aos	4	256	32	16	1	0.236274	0.00704151
8M	256	cuda_fake_shm	aos	4	256	32	16	2	0.236929	0.00706103
8M	256	cuda_fake_shm	aos	4	256	32	16	3	0.236425	0.00704601
8M	256	cuda_fake_shm	aos	4	256	32	16	4	0.237548	0.00707948
8M	256	cuda_fake_shm	aos	4	256	32	16	5	0.237174	0.00706834
8M	256	cuda_fake_shm	aos	4	256	32	64	1	0.212964	0.00634682
8M	256	cuda_fake_shm	aos	4	256	32	64	2	0.210779	0.0062817
8M	256	cuda_fake_shm	aos	4	256	32	64	3	0.212422	0.00633067
8M	256	cuda_fake_shm	aos	4	256	32	64	4	0.215542	0.00642365
8M	256	cuda_fake_shm	aos	4	256	32	64	5	0.211701	0.00630918
8M	256	cuda_fake_shm	aos	4	256	32	256	1	0.228942	0.006823
8M	256	cuda_fake_shm	aos	4	256	32	256	2	0.229582	0.00684208
8M	256	cuda_fake_shm	aos	4	256	32	256	3	0.23058	0.00687182
8M	256	cuda_fake_shm	aos	4	256	32	256	4	0.227178	0.00677043
8M	256	cuda_fake_shm	aos	4	256	32	256	5	0.228346	0.00680524
8M	256	cuda_fake_shm	aos	4	256	32	1024	1	0.354246	0.0105574
8M	256	cuda_fake_shm	aos	4	256	32	1024	2	0.355396	0.0105916
8M	256	cuda_fake_shm	aos	4	256	32	1024	3	0.356552	0.0106261
8M	256	cuda_fake_shm	aos	4	256	32	1024	4	0.355498	0.0105947
8M	256	cuda_fake_shm	aos	4	256	32	1024	5	0.356285	0.0106181
8M	256	cuda_fake_shm	aos	4	256	64	1	1	0.879016	0.0261967
8M	256	cuda_fake_shm	aos	4	256	64	1	2	0.876795	0.0261305
8M	256	cuda_fake_shm	aos	4	256	64	1	3	0.877837	0.0261616
8M	256	cuda_fake_shm	aos	4	256	64	1	4	0.878446	0.0261797
8M	256	cuda_fake_shm	aos	4	256	64	1	5	0.879407	0.0262084
8M	256	cuda_fake_shm	aos	4	256	64	16	1	0.239925	0.00715032
8M	256	cuda_fake_shm	aos	4	256	64	16	2	0.239418	0.00713521
8M	256	cuda_fake_shm	aos	4	256	64	16	3	0.239797	0.00714651
8M	256	cuda_fake_shm	aos	4	256	64	16	4	0.240449	0.00716594
8M	256	cuda_fake_shm	aos	4	256	64	16	5	0.240746	0.00717479
8M	256	cuda_fake_shm	aos	4	256	64	64	1	0.215153	0.00641206
8M	256	cuda_fake_shm	aos	4	256	64	64	2	0.214339	0.0063878
8M	256	cuda_fake_shm	aos	4	256	64	64	3	0.21951	0.00654191
8M	256	cuda_fake_shm	aos	4	256	64	64	4	0.215648	0.00642681
8M	256	cuda_fake_shm	aos	4	256	64	64	5	0.219699	0.00654754
8M	256	cuda_fake_shm	aos	4	256	64	256	1	0.225358	0.00671619
8M	256	cuda_fake_shm	aos	4	256	64	256	2	0.230343	0.00686476
8M	256	cuda_fake_shm	aos	4	256	64	256	3	0.231561	0.00690106
8M	256	cuda_fake_shm	aos	4	256	64	256	4	0.230714	0.00687581
8M	256	cuda_fake_shm	aos	4	256	64	256	5	0.229915	0.006852
8M	256	cuda_fake_shm	aos	4	256	64	1024	1	0.358848	0.0106945
8M	256	cuda_fake_shm	aos	4	256	64	1024	2	0.358456	0.0106828
8M	256	cuda_fake_shm	aos	4	256	64	1024	3	0.359554	0.0107155
8M	256	cuda_fake_shm	aos	4	256	64	1024	4	0.35965	0.0107184
8M	256	cuda_fake_shm	aos	4	256	64	1024	5	0.358466	0.0106831
8M	256	cuda_fake_shm	aos	4	1024	1	1	1	3.46113	0.10315
8M	256	cuda_fake_shm	aos	4	1024	1	1	2	3.46016	0.103121
8M	256	cuda_fake_shm	aos	4	1024	1	1	3	3.46136	0.103157
8M	256	cuda_fake_shm	aos	4	1024	1	1	4	3.46322	0.103212
8M	256	cuda_fake_shm	aos	4	1024	1	1	5	3.46122	0.103152
8M	256	cuda_fake_shm	aos	4	1024	1	16	1	0.29253	0.00871807
8M	256	cuda_fake_shm	aos	4	1024	1	16	2	0.292294	0.00871104
8M	256	cuda_fake_shm	aos	4	1024	1	16	3	0.308531	0.00919494
8M	256	cuda_fake_shm	aos	4	1024	1	16	4	0.292231	0.00870916
8M	256	cuda_fake_shm	aos	4	1024	1	16	5	0.292082	0.00870472
8M	256	cuda_fake_shm	aos	4	1024	1	64	1	0.220157	0.00656119
8M	256	cuda_fake_shm	aos	4	1024	1	64	2	0.221684	0.0066067
8M	256	cuda_fake_shm	aos	4	1024	1	64	3	0.220806	0.00658053
8M	256	cuda_fake_shm	aos	4	1024	1	64	4	0.220113	0.00655988
8M	256	cuda_fake_shm	aos	4	1024	1	64	5	0.221819	0.00661072
8M	256	cuda_fake_shm	aos	4	1024	1	256	1	0.239329	0.00713256
8M	256	cuda_fake_shm	aos	4	1024	1	256	2	0.240311	0.00716183
8M	256	cuda_fake_shm	aos	4	1024	1	256	3	0.238872	0.00711894
8M	256	cuda_fake_shm	aos	4	1024	1	256	4	0.257552	0.00767565
8M	256	cuda_fake_shm	aos	4	1024	1	256	5	0.238407	0.00710508
8M	256	cuda_fake_shm	aos	4	1024	1	1024	1	0.350038	0.0104319
8M	256	cuda_fake_shm	aos	4	1024	1	1024	2	0.350869	0.0104567
8M	256	cuda_fake_shm	aos	4	1024	1	1024	3	0.350818	0.0104552
8M	256	cuda_fake_shm	aos	4	1024	1	1024	4	0.350988	0.0104603
8M	256	cuda_fake_shm	aos	4	1024	1	1024	5	0.35146	0.0104743
8M	256	cuda_fake_shm	aos	4	1024	2	1	1	3.46403	0.103236
8M	256	cuda_fake_shm	aos	4	1024	2	1	2	3.46637	0.103306
8M	256	cuda_fake_shm	aos	4	1024	2	1	3	3.46447	0.103249
8M	256	cuda_fake_shm	aos	4	1024	2	1	4	3.46524	0.103272
8M	256	cuda_fake_shm	aos	4	1024	2	1	5	3.4644	0.103247
8M	256	cuda_fake_shm	aos	4	1024	2	16	1	0.307395	0.00916108
8M	256	cuda_fake_shm	aos	4	1024	2	16	2	0.305004	0.00908983
8M	256	cuda_fake_shm	aos	4	1024	2	16	3	0.305612	0.00910795
8M	256	cuda_fake_shm	aos	4	1024	2	16	4	0.305768	0.0091126
8M	256	cuda_fake_shm	aos	4	1024	2	16	5	0.304581	0.00907722
8M	256	cuda_fake_shm	aos	4	1024	2	64	1	0.226046	0.0067367
8M	256	cuda_fake_shm	aos	4	1024	2	64	2	0.226606	0.00675339
8M	256	cuda_fake_shm	aos	4	1024	2	64	3	0.226083	0.0067378
8M	256	cuda_fake_shm	aos	4	1024	2	64	4	0.226472	0.00674939
8M	256	cuda_fake_shm	aos	4	1024	2	64	5	0.226554	0.00675184
8M	256	cuda_fake_shm	aos	4	1024	2	256	1	0.264545	0.00788406
8M	256	cuda_fake_shm	aos	4	1024	2	256	2	0.245966	0.00733036
8M	256	cuda_fake_shm	aos	4	1024	2	256	3	0.245548	0.0073179
8M	256	cuda_fake_shm	aos	4	1024	2	256	4	0.243942	0.00727004
8M	256	cuda_fake_shm	aos	4	1024	2	256	5	0.248596	0.00740874
8M	256	cuda_fake_shm	aos	4	1024	2	1024	1	0.354159	0.0105548
8M	256	cuda_fake_shm	aos	4	1024	2	1024	2	0.3561	0.0106126
8M	256	cuda_fake_shm	aos	4	1024	2	1024	3	0.354449	0.0105634
8M	256	cuda_fake_shm	aos	4	1024	2	1024	4	0.353184	0.0105257
8M	256	cuda_fake_shm	aos	4	1024	2	1024	5	0.353823	0.0105447
8M	256	cuda_fake_shm	aos	4	1024	4	1	1	1.96312	0.0585056
8M	256	cuda_fake_shm	aos	4	1024	4	1	2	1.9623	0.0584811
8M	256	cuda_fake_shm	aos	4	1024	4	1	3	1.96323	0.0585089
8M	256	cuda_fake_shm	aos	4	1024	4	1	4	1.96299	0.0585016
8M	256	cuda_fake_shm	aos	4	1024	4	1	5	1.96296	0.0585009
8M	256	cuda_fake_shm	aos	4	1024	4	16	1	0.303013	0.00903049
8M	256	cuda_fake_shm	aos	4	1024	4	16	2	0.303457	0.00904372
8M	256	cuda_fake_shm	aos	4	1024	4	16	3	0.303411	0.00904235
8M	256	cuda_fake_shm	aos	4	1024	4	16	4	0.303748	0.0090524
8M	256	cuda_fake_shm	aos	4	1024	4	16	5	0.302705	0.00902131
8M	256	cuda_fake_shm	aos	4	1024	4	64	1	0.232215	0.00692055
8M	256	cuda_fake_shm	aos	4	1024	4	64	2	0.225701	0.00672641
8M	256	cuda_fake_shm	aos	4	1024	4	64	3	0.22596	0.00673413
8M	256	cuda_fake_shm	aos	4	1024	4	64	4	0.227552	0.00678158
8M	256	cuda_fake_shm	aos	4	1024	4	64	5	0.227794	0.00678879
8M	256	cuda_fake_shm	aos	4	1024	4	256	1	0.246289	0.00733998
8M	256	cuda_fake_shm	aos	4	1024	4	256	2	0.247206	0.00736731
8M	256	cuda_fake_shm	aos	4	1024	4	256	3	0.244107	0.00727496
8M	256	cuda_fake_shm	aos	4	1024	4	256	4	0.243885	0.00726834
8M	256	cuda_fake_shm	aos	4	1024	4	256	5	0.243945	0.00727013
8M	256	cuda_fake_shm	aos	4	1024	4	1024	1	0.353817	0.0105446
8M	256	cuda_fake_shm	aos	4	1024	4	1024	2	0.354615	0.0105684
8M	256	cuda_fake_shm	aos	4	1024	4	1024	3	0.358597	0.010687
8M	256	cuda_fake_shm	aos	4	1024	4	1024	4	0.355127	0.0105836
8M	256	cuda_fake_shm	aos	4	1024	4	1024	5	0.354125	0.0105537
8M	256	cuda_fake_shm	aos	4	1024	8	1	1	1.96175	0.0584646
8M	256	cuda_fake_shm	aos	4	1024	8	1	2	1.95507	0.0582656
8M	256	cuda_fake_shm	aos	4	1024	8	1	3	1.95624	0.0583005
8M	256	cuda_fake_shm	aos	4	1024	8	1	4	1.95551	0.0582786
8M	256	cuda_fake_shm	aos	4	1024	8	1	5	1.95491	0.0582609
8M	256	cuda_fake_shm	aos	4	1024	8	16	1	0.303428	0.00904286
8M	256	cuda_fake_shm	aos	4	1024	8	16	2	0.302145	0.00900462
8M	256	cuda_fake_shm	aos	4	1024	8	16	3	0.302625	0.00901893
8M	256	cuda_fake_shm	aos	4	1024	8	16	4	0.303369	0.0090411
8M	256	cuda_fake_shm	aos	4	1024	8	16	5	0.302087	0.00900289
8M	256	cuda_fake_shm	aos	4	1024	8	64	1	0.225011	0.00670585
8M	256	cuda_fake_shm	aos	4	1024	8	64	2	0.233464	0.00695777
8M	256	cuda_fake_shm	aos	4	1024	8	64	3	0.227331	0.00677499
8M	256	cuda_fake_shm	aos	4	1024	8	64	4	0.227229	0.00677195
8M	256	cuda_fake_shm	aos	4	1024	8	64	5	0.226143	0.00673959
8M	256	cuda_fake_shm	aos	4	1024	8	256	1	0.246939	0.00735936
8M	256	cuda_fake_shm	aos	4	1024	8	256	2	0.246968	0.00736022
8M	256	cuda_fake_shm	aos	4	1024	8	256	3	0.247276	0.0073694
8M	256	cuda_fake_shm	aos	4	1024	8	256	4	0.243643	0.00726113
8M	256	cuda_fake_shm	aos	4	1024	8	256	5	0.243289	0.00725058
8M	256	cuda_fake_shm	aos	4	1024	8	1024	1	0.353581	0.0105375
8M	256	cuda_fake_shm	aos	4	1024	8	1024	2	0.351773	0.0104837
8M	256	cuda_fake_shm	aos	4	1024	8	1024	3	0.353071	0.0105223
8M	256	cuda_fake_shm	aos	4	1024	8	1024	4	0.353094	0.010523
8M	256	cuda_fake_shm	aos	4	1024	8	1024	5	0.351373	0.0104717
8M	256	cuda_fake_shm	aos	4	1024	16	1	1	1.9549	0.0582604
8M	256	cuda_fake_shm	aos	4	1024	16	1	2	1.9558	0.0582875
8M	256	cuda_fake_shm	aos	4	1024	16	1	3	1.95505	0.0582649
8M	256	cuda_fake_shm	aos	4	1024	16	1	4	1.95519	0.0582691
8M	256	cuda_fake_shm	aos	4	1024	16	1	5	1.95516	0.0582684
8M	256	cuda_fake_shm	aos	4	1024	16	16	1	0.318467	0.00949106
8M	256	cuda_fake_shm	aos	4	1024	16	16	2	0.302711	0.00902149
8M	256	cuda_fake_shm	aos	4	1024	16	16	3	0.304118	0.00906342
8M	256	cuda_fake_shm	aos	4	1024	16	16	4	0.30409	0.00906259
8M	256	cuda_fake_shm	aos	4	1024	16	16	5	0.304264	0.00906777
8M	256	cuda_fake_shm	aos	4	1024	16	64	1	0.241684	0.00720274
8M	256	cuda_fake_shm	aos	4	1024	16	64	2	0.229115	0.00682816
8M	256	cuda_fake_shm	aos	4	1024	16	64	3	0.228378	0.00680619
8M	256	cuda_fake_shm	aos	4	1024	16	64	4	0.226965	0.00676408
8M	256	cuda_fake_shm	aos	4	1024	16	64	5	0.22667	0.00675529
8M	256	cuda_fake_shm	aos	4	1024	16	256	1	0.247144	0.00736547
8M	256	cuda_fake_shm	aos	4	1024	16	256	2	0.242294	0.00722092
8M	256	cuda_fake_shm	aos	4	1024	16	256	3	0.24655	0.00734776
8M	256	cuda_fake_shm	aos	4	1024	16	256	4	0.241705	0.00720337
8M	256	cuda_fake_shm	aos	4	1024	16	256	5	0.246316	0.00734079
8M	256	cuda_fake_shm	aos	4	1024	16	1024	1	0.353698	0.010541
8M	256	cuda_fake_shm	aos	4	1024	16	1024	2	0.369019	0.0109976
8M	256	cuda_fake_shm	aos	4	1024	16	1024	3	0.35252	0.0105059
8M	256	cuda_fake_shm	aos	4	1024	16	1024	4	0.353518	0.0105357
8M	256	cuda_fake_shm	aos	4	1024	16	1024	5	0.35817	0.0106743
8M	256	cuda_fake_shm	aos	4	1024	32	1	1	1.95602	0.0582938
8M	256	cuda_fake_shm	aos	4	1024	32	1	2	1.95514	0.0582678
8M	256	cuda_fake_shm	aos	4	1024	32	1	3	1.95611	0.0582967
8M	256	cuda_fake_shm	aos	4	1024	32	1	4	1.955	0.0582636
8M	256	cuda_fake_shm	aos	4	1024	32	1	5	1.95517	0.0582688
8M	256	cuda_fake_shm	aos	4	1024	32	16	1	0.305602	0.00910765
8M	256	cuda_fake_shm	aos	4	1024	32	16	2	0.304663	0.00907966
8M	256	cuda_fake_shm	aos	4	1024	32	16	3	0.304228	0.0090667
8M	256	cuda_fake_shm	aos	4	1024	32	16	4	0.305169	0.00909474
8M	256	cuda_fake_shm	aos	4	1024	32	16	5	0.304774	0.00908297
8M	256	cuda_fake_shm	aos	4	1024	32	64	1	0.228953	0.00682333
8M	256	cuda_fake_shm	aos	4	1024	32	64	2	0.241403	0.00719437
8M	256	cuda_fake_shm	aos	4	1024	32	64	3	0.228027	0.00679573
8M	256	cuda_fake_shm	aos	4	1024	32	64	4	0.23552	0.00701904
8M	256	cuda_fake_shm	aos	4	1024	32	64	5	0.230555	0.00687107
8M	256	cuda_fake_shm	aos	4	1024	32	256	1	0.247706	0.00738221
8M	256	cuda_fake_shm	aos	4	1024	32	256	2	0.248014	0.00739139
8M	256	cuda_fake_shm	aos	4	1024	32	256	3	0.24848	0.00740528
8M	256	cuda_fake_shm	aos	4	1024	32	256	4	0.246302	0.00734037
8M	256	cuda_fake_shm	aos	4	1024	32	256	5	0.242128	0.00721598
8M	256	cuda_fake_shm	aos	4	1024	32	1024	1	0.355656	0.0105994
8M	256	cuda_fake_shm	aos	4	1024	32	1024	2	0.355121	0.0105834
8M	256	cuda_fake_shm	aos	4	1024	32	1024	3	0.354895	0.0105767
8M	256	cuda_fake_shm	aos	4	1024	32	1024	4	0.354445	0.0105633
8M	256	cuda_fake_shm	aos	4	1024	32	1024	5	0.355171	0.0105849
8M	256	cuda_fake_shm	aos	4	1024	64	1	1	1.95839	0.0583645
8M	256	cuda_fake_shm	aos	4	1024	64	1	2	1.95768	0.0583433
8M	256	cuda_fake_shm	aos	4	1024	64	1	3	1.95781	0.0583473
8M	256	cuda_fake_shm	aos	4	1024	64	1	4	1.96229	0.0584809
8M	256	cuda_fake_shm	aos	4	1024	64	1	5	1.95902	0.0583834
8M	256	cuda_fake_shm	aos	4	1024	64	16	1	0.308674	0.0091992
8M	256	cuda_fake_shm	aos	4	1024	64	16	2	0.307624	0.00916791
8M	256	cuda_fake_shm	aos	4	1024	64	16	3	0.30817	0.00918418
8M	256	cuda_fake_shm	aos	4	1024	64	16	4	0.308877	0.00920525
8M	256	cuda_fake_shm	aos	4	1024	64	16	5	0.307316	0.00915873
8M	256	cuda_fake_shm	aos	4	1024	64	64	1	0.231854	0.00690979
8M	256	cuda_fake_shm	aos	4	1024	64	64	2	0.232371	0.0069252
8M	256	cuda_fake_shm	aos	4	1024	64	64	3	0.232163	0.006919
8M	256	cuda_fake_shm	aos	4	1024	64	64	4	0.231594	0.00690204
8M	256	cuda_fake_shm	aos	4	1024	64	64	5	0.232358	0.00692481
8M	256	cuda_fake_shm	aos	4	1024	64	256	1	0.24727	0.00736922
8M	256	cuda_fake_shm	aos	4	1024	64	256	2	0.247467	0.00737509
8M	256	cuda_fake_shm	aos	4	1024	64	256	3	0.251099	0.00748333
8M	256	cuda_fake_shm	aos	4	1024	64	256	4	0.252399	0.00752208
8M	256	cuda_fake_shm	aos	4	1024	64	256	5	0.264788	0.0078913
8M	256	cuda_fake_shm	aos	4	1024	64	1024	1	0.35756	0.0106561
8M	256	cuda_fake_shm	aos	4	1024	64	1024	2	0.356849	0.0106349
8M	256	cuda_fake_shm	aos	4	1024	64	1024	3	0.358028	0.0106701
8M	256	cuda_fake_shm	aos	4	1024	64	1024	4	0.35908	0.0107014
8M	256	cuda_fake_shm	aos	4	1024	64	1024	5	0.35711	0.0106427
8M	256	cuda_fake_shm	aos	4	4096	1	1	1	6.80952	0.202939
8M	256	cuda_fake_shm	aos	4	4096	1	1	2	6.80998	0.202953
8M	256	cuda_fake_shm	aos	4	4096	1	1	3	6.80934	0.202934
8M	256	cuda_fake_shm	aos	4	4096	1	1	4	6.81124	0.202991
8M	256	cuda_fake_shm	aos	4	4096	1	1	5	6.80931	0.202933
8M	256	cuda_fake_shm	aos	4	4096	1	16	1	0.650463	0.0193853
8M	256	cuda_fake_shm	aos	4	4096	1	16	2	0.649446	0.019355
8M	256	cuda_fake_shm	aos	4	4096	1	16	3	0.648962	0.0193406
8M	256	cuda_fake_shm	aos	4	4096	1	16	4	0.648475	0.0193261
8M	256	cuda_fake_shm	aos	4	4096	1	16	5	0.648169	0.0193169
8M	256	cuda_fake_shm	aos	4	4096	1	64	1	0.391976	0.0116818
8M	256	cuda_fake_shm	aos	4	4096	1	64	2	0.391947	0.0116809
8M	256	cuda_fake_shm	aos	4	4096	1	64	3	0.392516	0.0116979
8M	256	cuda_fake_shm	aos	4	4096	1	64	4	0.392042	0.0116838
8M	256	cuda_fake_shm	aos	4	4096	1	64	5	0.393133	0.0117163
8M	256	cuda_fake_shm	aos	4	4096	1	256	1	0.384529	0.0114599
8M	256	cuda_fake_shm	aos	4	4096	1	256	2	0.384212	0.0114504
8M	256	cuda_fake_shm	aos	4	4096	1	256	3	0.387186	0.011539
8M	256	cuda_fake_shm	aos	4	4096	1	256	4	0.384523	0.0114597
8M	256	cuda_fake_shm	aos	4	4096	1	256	5	0.386179	0.011509
8M	256	cuda_fake_shm	aos	4	4096	1	1024	1	0.423307	0.0126155
8M	256	cuda_fake_shm	aos	4	4096	1	1024	2	0.420019	0.0125175
8M	256	cuda_fake_shm	aos	4	4096	1	1024	3	0.419306	0.0124963
8M	256	cuda_fake_shm	aos	4	4096	1	1024	4	0.419955	0.0125156
8M	256	cuda_fake_shm	aos	4	4096	1	1024	5	0.418601	0.0124753
8M	256	cuda_fake_shm	aos	4	4096	2	1	1	6.81281	0.203038
8M	256	cuda_fake_shm	aos	4	4096	2	1	2	6.81327	0.203051
8M	256	cuda_fake_shm	aos	4	4096	2	1	3	6.81151	0.202999
8M	256	cuda_fake_shm	aos	4	4096	2	1	4	6.81196	0.203012
8M	256	cuda_fake_shm	aos	4	4096	2	1	5	6.81193	0.203011
8M	256	cuda_fake_shm	aos	4	4096	2	16	1	0.663656	0.0197785
8M	256	cuda_fake_shm	aos	4	4096	2	16	2	0.662692	0.0197498
8M	256	cuda_fake_shm	aos	4	4096	2	16	3	0.662404	0.0197412
8M	256	cuda_fake_shm	aos	4	4096	2	16	4	0.662382	0.0197405
8M	256	cuda_fake_shm	aos	4	4096	2	16	5	0.66254	0.0197452
8M	256	cuda_fake_shm	aos	4	4096	2	64	1	0.399205	0.0118972
8M	256	cuda_fake_shm	aos	4	4096	2	64	2	0.397046	0.0118329
8M	256	cuda_fake_shm	aos	4	4096	2	64	3	0.398901	0.0118882
8M	256	cuda_fake_shm	aos	4	4096	2	64	4	0.398098	0.0118642
8M	256	cuda_fake_shm	aos	4	4096	2	64	5	0.398544	0.0118775
8M	256	cuda_fake_shm	aos	4	4096	2	256	1	0.388802	0.0115872
8M	256	cuda_fake_shm	aos	4	4096	2	256	2	0.387046	0.0115349
8M	256	cuda_fake_shm	aos	4	4096	2	256	3	0.389755	0.0116156
8M	256	cuda_fake_shm	aos	4	4096	2	256	4	0.389426	0.0116058
8M	256	cuda_fake_shm	aos	4	4096	2	256	5	0.38921	0.0115994
8M	256	cuda_fake_shm	aos	4	4096	2	1024	1	0.423229	0.0126132
8M	256	cuda_fake_shm	aos	4	4096	2	1024	2	0.429876	0.0128113
8M	256	cuda_fake_shm	aos	4	4096	2	1024	3	0.4191	0.0124902
8M	256	cuda_fake_shm	aos	4	4096	2	1024	4	0.420674	0.0125371
8M	256	cuda_fake_shm	aos	4	4096	2	1024	5	0.418401	0.0124693
